Time,S,T,T1,P,V,I
19:19,216,"36,9","41,9","1041,490161","569,0683176","1,830167186"
19:23,222,"36,9","41,9","1067,862229","598,5529679","1,784073066"
19:29,215,37,42,"1034,267126","564,498797","1,83218659"
19:34,196,"36,6","41,6","935,9190409","591,953741","1,581067871"
19:39,178,"36,1","41,1","848,3375156","574,8821684","1,475671994"
19:43,162,"35,3","40,3","765,0377664","559,9534667","1,366252398"
19:49,145,"34,5","39,5","680,1225406","576,2675416","1,180220109"
19:54,135,"34,3","39,3","627,2281542","549,5232748","1,141404164"
19:58,120,"33,8","38,8","554,0338829","552,4044738","1,002949667"
08:02,56,"23,8","28,8","243,8825981","540,0775016","0,451569631"
08:08,57,"23,9","28,9","248,9083079","552,6200502","0,450414906"
08:13,59,"24,3","29,3","258,152029","557,150394","0,463343528"
08:17,61,"24,8","29,8","267,1311724","561,8388233","0,475458728"
08:23,71,"25,6","30,6","315,838629","561,4934303","0,562497461"
08:28,155,"26,2","31,2","734,4998124","604,8132142","1,214424214"
08:33,170,"26,8","31,8","810,9931968","607,5677986","1,334819256"
08:37,184,"27,2","32,2","885,9735273","602,0025389","1,471710616"
08:43,199,"27,9","32,9","957,2281823","615,4015042","1,555453108"
08:48,213,"28,7","33,7","1036,325667","596,838182","1,736359534"
08:52,229,"29,3","34,3","1118,326827","592,4596845","1,887599876"
08:57,245,"30,1","35,1","1201,296843","593,3258096","2,024683275"
09:03,261,"30,6","35,6","1276,29755","620,3718805","2,057310446"
09:08,278,"31,2","36,2","1372,463227","593,3947423","2,312900888"
09:12,292,"31,9","36,9","1442,745495","589,0291687","2,449361716"
09:18,309,"32,4","37,4","1532,544078","591,5152528","2,590878377"
09:23,325,"33,1","38,1","1611,47572","586,0371753","2,749784123"
09:27,342,"34,1","39,1","1708,04595","601,6564898","2,838905553"
09:32,358,"34,8","39,8","1784,159119","587,3053344","3,037873173"
09:38,374,"35,5","40,5","1865,325131","618,5849159","3,015471414"
09:43,392,"36,4","41,4","1963,844291","612,9564757","3,203888643"
09:47,408,"36,9","41,9","2041,484409","617,9603453","3,303584809"
09:53,423,"37,5","42,5","2125,330449","590,5898039","3,598657536"
09:58,442,"38,4","43,4","2228,097098","603,0616816","3,694642134"
10:03,456,"39,2","44,2","2288,710421","582,3976069","3,929807393"
10:07,475,"39,6","44,6","2390,186302","584,7472033","4,087554911"
10:13,490,"40,2","45,2","2476,864955","597,7059055","4,143952623"
10:18,508,"40,8","45,8","2555,236374","579,9707044","4,405802491"
10:22,520,"41,5","46,5","2624,548049","585,5739412","4,482009639"
10:27,540,"41,7","46,7","2735,505826","595,9423798","4,59021865"
10:33,558,"42,4","47,4","2811,129957","577,9934724","4,863601566"
10:38,573,"42,9","47,9","2885,482696","614,4449933","4,696079759"
10:42,592,"43,1","48,1","2986,726077","613,2064674","4,870669563"
10:48,603,"43,8","48,8","3045,369543","609,9880062","4,992507249"
10:53,624,"44,5","49,5","3152,476563","608,6114642","5,179785049"
10:57,635,"46,1","51,1","3216,042028","586,9504835","5,479239081"
11:02,657,46,51,"3315,38676","606,8237051","5,463508978"
11:08,671,"46,6","51,6","3385,31198","605,6037806","5,589978279"
11:13,685,"46,6","51,6","3453,117022","607,6274414","5,682951076"
11:17,706,"47,5","52,5","3571,807416","598,6408997","5,966527542"
11:23,708,"48,9","53,9","3567,935679","599,564893","5,95087491"
11:28,729,"48,8","53,8","3682,926601","596,4977888","6,174250215"
11:33,733,49,54,"3696,935463","570,9028641","6,475594528"
11:37,748,48,53,"3775,294076","571,6170445","6,604586256"
11:43,760,49,54,"3836,515771","572,037641","6,706754061"
11:48,776,"49,6","54,6","3927,922308","585,7377877","6,705939741"
11:52,781,"50,7","55,7","3947,491839","582,9710141","6,77133467"
11:57,798,"50,6","55,6","4028,895735","590,9829064","6,817279638"
12:03,821,"52,5","57,5","4128,128967","590,0783498","6,995899728"
12:08,800,53,58,"4023,581276","586,3165593","6,86247252"
12:12,553,"52,6","57,6","2763,308524","565,9471137","4,882626762"
12:18,388,"52,5","57,5","1907,663442","556,1545765","3,430095738"
12:23,146,"51,2","56,2","668,8322567","542,9785425","1,231783955"
12:27,145,"44,5","49,5","672,3913567","549,1217152","1,224485097"
12:32,150,"40,3","45,3","701,3290144","561,3059167","1,249459508"
12:38,886,"40,5","45,5","4525,782221","619,1148794","7,310084722"
12:43,913,"46,8","51,8","4636,449986","584,0080118","7,939017774"
12:47,905,"51,3","56,3","4562,652791","570,007862","8,004543612"
12:53,930,53,58,"4684,758629","573,1072033","8,174314685"
12:58,950,"53,6","58,6","4776,249809","567,4739923","8,416684948"
13:03,938,"54,9","59,9","4706,554071","564,0539622","8,344155676"
13:07,908,"55,8","60,8","4545,639502","558,7409755","8,135504109"
13:13,927,"56,7","61,7","4638,34529","559,6696904","8,28764782"
13:18,932,"56,8","61,8","4667,860734","565,7574438","8,250639536"
13:22,944,"56,1","61,1","4728,87893","562,3724864","8,408802074"
13:27,948,"56,5","61,5","4745,731166","561,4575507","8,452519981"
13:33,964,"56,5","61,5","4829,015486","568,6051401","8,492739769"
13:38,958,"57,6","62,6","4790,727574","565,9769004","8,464528447"
13:42,933,"56,5","61,5","4675,065785","566,4266547","8,253611912"
13:48,944,"56,6","61,6","4724,745688","560,8939295","8,423599258"
13:53,955,57,62,"4780,614974","566,9780426","8,431746231"
13:57,962,"57,5","62,5","4810,053816","562,1446402","8,556612429"
14:02,961,"56,4","61,4","4812,647325","563,3784765","8,542476374"
14:08,977,"55,8","60,8","4898,39485","571,8678232","8,565606686"
14:13,960,"57,2","62,2","4801,292927","561,2889979","8,554047817"
14:17,950,58,63,"4748,075033","564,6186007","8,409349298"
14:23,964,"58,4","63,4","4813,842974","564,7674068","8,523584961"
14:28,957,"58,4","63,4","4777,284256","558,7826562","8,549449777"
14:33,964,"57,9","62,9","4817,890327","565,7805446","8,515475431"
14:37,962,59,64,"4799,128708","563,4142377","8,517940063"
14:43,958,"58,7","63,7","4781,927031","563,7523575","8,482318464"
14:48,971,"59,4","64,4","4839,606852","558,60014","8,663812459"
14:52,968,"58,6","63,6","4830,744097","559,3901137","8,635733772"
14:57,958,"56,7","61,7","4797,698511","568,7796019","8,435074842"
15:03,933,"57,4","62,4","4664,068784","558,95998","8,344190909"
15:08,940,"57,8","62,8","4696,050793","558,3180989","8,411066741"
15:12,951,"58,4","63,4","4749,853769","563,8803443","8,423513636"
15:18,942,"58,3","63,3","4702,578811","557,5861771","8,433815263"
15:23,929,"57,3","62,3","4644,453059","558,7661241","8,311980378"
15:27,922,"57,5","62,5","4607,483514","557,7344811","8,261069863"
15:32,917,"57,8","62,8","4585,610591","562,6870755","8,149486261"
15:38,901,"58,4","63,4","4501,193811","560,3335371","8,033061583"
15:43,899,"58,3","63,3","4483,648348","553,3756311","8,102359585"
15:47,887,"58,4","63,4","4423,942488","553,5310523","7,992220977"
15:53,859,"57,1","62,1","4291,039502","555,0337593","7,731132441"
15:58,858,"56,7","61,7","4288,99638","556,0979846","7,712663054"
16:03,854,"56,1","61,1","4274,258212","558,2189779","7,656956107"
16:07,846,"55,3","60,3","4238,096786","559,2873246","7,577673584"
16:13,846,"54,8","59,8","4236,178637","557,7630027","7,59494376"
16:18,825,"54,5","59,5","4134,621411","585,9263017","7,056555405"
16:22,803,"54,5","59,5","4030,809717","563,6992745","7,150638468"
16:27,794,"53,7","58,7","3989,353658","584,4396045","6,825946817"
16:33,792,"54,4","59,4","3974,905412","582,8672165","6,819572795"
16:38,781,"54,8","59,8","3913,95634","583,5472241","6,707180119"
16:42,768,"54,9","59,9","3845,659759","558,7090072","6,883117524"
16:48,754,"54,9","59,9","3786,604645","572,6671073","6,612226539"
16:53,752,55,60,"3775,828797","572,7577905","6,592365673"
16:57,723,"54,7","59,7","3630,021675","571,656399","6,350006195"
17:02,708,"53,9","58,9","3546,185865","586,1709606","6,049746752"
17:08,694,"54,4","59,4","3476,561628","582,217776","5,971239237"
17:13,672,"53,3","58,3","3369,514402","584,5288907","5,764495914"
17:17,645,"52,8","57,8","3227,49265","588,804951","5,481429197"
17:23,644,"52,8","57,8","3224,387297","587,6861137","5,486580713"
17:28,625,"51,8","56,8","3138,95281","570,6402921","5,500755649"
17:33,605,51,56,"3030,786546","591,5309982","5,123630977"
17:37,589,"50,9","55,9","2948,523823","591,4100055","4,985583259"
17:43,570,"49,7","54,7","2852,371553","595,1762817","4,792481893"
17:48,547,"48,6","53,6","2732,663458","599,38074","4,55914459"
17:52,539,"48,5","53,5","2689,727279","561,86569","4,787135657"
17:57,526,"48,8","53,8","2626,982427","596,1480658","4,406593895"
18:03,506,"48,3","53,3","2528,410412","567,3457036","4,456560429"
18:08,502,"47,7","52,7","2517,909827","584,9096032","4,304784556"
18:12,486,"47,5","52,5","2423,080222","565,1336934","4,287623001"
18:18,471,"47,2","52,2","2356,644214","577,127565","4,083402625"
18:23,447,"47,6","52,6","2230,034366","574,688073","3,880425696"
18:27,442,"47,3","52,3","2204,805581","575,2075458","3,833060948"
18:32,418,47,52,"2081,234824","579,2569002","3,592939201"
