Time,S,T,T1,P,V,I
07:59,127,"22,9","27,9","614,315760861168","617,156345187649","0,99539730191769"
08:05,111,"23,5","28,5","529,595230193266","585,270601868118","0,904872427391462"
08:10,125,"24,2","29,2","602,400879748373","616,404678760036","0,977281484884519"
08:15,126,"24,8","29,8","607,251062636362","615,562123935085","0,986498419939172"
08:19,142,26,31,"690,419179502151","592,298312391602","1,16566123025803"
08:25,187,"26,4","31,4","928,119051515621","630,736769905659","1,47148397841851"
08:30,178,"26,6","31,6","880,648218640618","601,196844905625","1,46482508366933"
08:34,188,"26,5","31,5","931,613321868714","633,716394529173","1,470079249821"
08:39,196,"26,2","31,2","979,550910479556","623,860896418697","1,57014314585625"
08:45,209,"26,3","31,3","1048,77183950736","628,809234330586","1,66786965306554"
08:50,216,"26,8","31,8","1074,62345959853","594,461929171111","1,80772461088792"
08:54,238,"27,2","32,2","1205,00684041454","620,850837556463","1,94089589241306"
09:00,222,"27,6","32,6","1117,98473529975","626,997987473746","1,78307547653264"
09:05,268,"27,6","32,6","1367,69819529055","627,811497610716","2,17851727866669"
09:09,286,"28,8","33,8","1462,5635637372","620,059031835297","2,35874890719388"
09:14,303,"29,8","34,8","1553,03630536463","618,106422510344","2,51257105379557"
09:20,318,"30,3","35,3","1631,28893820765","614,172573702727","2,65607584587003"
09:25,334,"30,6","35,6","1715,91733026267","645,461971875857","2,65843288222826"
09:29,352,"31,7","36,7","1820,43065791073","630,317038909613","2,88811906633509"
09:35,370,"32,3","37,3","1907,55890647779","646,158153310082","2,95215481953747"
09:40,390,"32,8","37,8","2026,25136281287","631,342272693091","3,20943401139539"
09:45,406,"33,5","38,5","2112,35842142745","627,247434241456","3,36766370990735"
09:49,426,"34,4","39,4","2218,9823678673","623,191859633686","3,56067290283866"
09:55,446,"34,5","39,5","2319,95625375822","644,33246541555","3,60055775283962"
10:00,456,35,40,"2368,11351079003","647,08785390743","3,65964759883873"
10:04,473,"35,6","40,6","2459,389200884","608,678078497219","4,04054177038222"
10:09,389,"36,4","41,4","2013,90083603369","618,298658590897","3,25716513864574"
10:15,464,"37,5","42,5","2406,97805996138","604,345777500758","3,982782952361"
10:20,448,"36,9","41,9","2332,92488491303","630,939758682872","3,69753982501145"
10:24,446,"36,3","41,3","2318,51849129106","637,999503422386","3,63404435090303"
10:30,279,"37,4","42,4","1411,02370045987","594,375145016733","2,37396148255854"
10:35,550,"37,3","42,3","2886,67175958468","620,388500259876","4,65300655698078"
10:39,592,"38,2","43,2","3115,03138678524","627,914154042399","4,96091920644125"
10:44,644,"39,3","44,3","3386,9127967355","615,710772860373","5,50081782880153"
10:50,430,"40,7","45,7","2214,55049049706","594,154981039034","3,72722700502206"
10:55,591,"39,7","44,7","3104,79445504685","623,237140814486","4,9817224483594"
10:59,343,40,45,"1754,36564729866","598,834587401846","2,92963313109602"
11:05,616,"38,3","43,3","3239,96202801555","618,263408058534","5,24042339524775"
11:10,300,"37,8","42,8","1518,03115036225","588,749887462163","2,57839735121786"
11:15,517,"37,4","42,4","2707,5866718059","633,171042593951","4,27623262856994"
11:19,586,"38,1","43,1","3082,73712150843","626,589154154134","4,91986990370106"
11:25,327,"38,5","43,5","1673,17415817478","611,00272415121","2,73840703492626"
11:30,687,38,43,"3629,56076883077","628,260748167868","5,7771566653102"
11:34,704,"39,1","44,1","3716,82533385376","625,272322069018","5,94433049835764"
11:39,737,"41,2","46,2","3885,19902702835","620,202754016949","6,26440144269687"
11:45,794,"43,6","48,6","4177,49096689846","613,762945531357","6,80635903049158"
11:50,768,"44,8","49,8","4018,06219414048","598,679339648939","6,71154310502287"
11:54,676,"46,3","51,3","3535,86811246779","605,37078605383","5,84083043636231"
12:00,818,"44,1","49,1","4293,54700003068","628,400699322862","6,83249876178881"
12:05,612,"45,4","50,4","3197,75996746373","609,584891038526","5,24579925531918"
12:09,841,"46,2","51,2","4398,8423461283","597,398085636157","7,36333518953958"
12:14,897,"47,5","52,5","4699,79001798025","608,204671676121","7,72731653807975"
12:20,885,"49,3","54,3","4625,65011679964","603,303270715219","7,66720543602542"
12:25,886,"49,4","54,4","4630,09489084854","602,316097635154","7,68715116369538"
12:29,884,"49,5","54,5","4619,02939986954","602,285810593596","7,66916523455392"
12:35,893,"50,2","55,2","4661,61943260611","601,849480390978","7,74549049968074"
12:40,902,"50,6","55,6","4702,69607097227","607,3126803625","7,74345114639344"
12:45,896,"51,2","56,2","4655,65885014498","612,731988331386","7,59819780720676"
12:49,1008,"52,1","57,1","5241,61415587986","597,43528117254","8,77352630663619"
12:55,1022,"52,7","57,7","5307,96424994214","597,422070660477","8,88478097917264"
13:00,361,"51,2","56,2","1829,44456824304","581,876188674397","3,14404439269252"
13:04,594,"48,7","53,7","3086,77803800339","596,952670332141","5,17089241980595"
13:09,349,"44,6","49,6","1778,47993097407","590,480112033514","3,01192181536697"
13:15,1072,"43,8","48,8","5633,3301337487","617,78182869448","9,11864006368279"
13:20,882,"48,2","53,2","4617,01910589774","606,835737146787","7,60835070064592"
13:24,1036,"51,5","56,5","5387,45544338351","602,852539543616","8,93660570371328"
13:30,898,"50,8","55,8","4671,73098005961","612,396289060606","7,62860759203143"
13:35,1045,"51,4","56,4","5434,00496468972","603,198716143032","9,0086480943391"
13:39,852,"54,5","59,5","4419,45517165084","589,22824360128","7,50041298875926"
13:44,991,55,60,"5131,30069416691","591,605592118517","8,67351621169084"
13:50,993,"55,4","60,4","5138,01117002435","591,191108137774","8,69094798500752"
13:55,1022,"52,9","57,9","5306,70797308697","595,454215733106","8,91203359195888"
13:59,747,"52,4","57,4","3869,3397217347","610,04588682027","6,34270274635042"
14:05,539,51,56,"2784,48673366839","592,452253209228","4,69993441426753"
14:10,1221,"51,3","56,3","6323,39044751924","593,730213990474","10,6502756614315"
14:15,1203,"54,9","59,9","6197,37188274892","584,772798610578","10,5979140915479"
14:19,397,"55,1","60,1","2006,57618209508","565,723549599212","3,54692001688218"
14:25,304,"48,6","53,6","1525,38159744574","596,591484283284","2,55682764107546"
14:30,314,"43,6","48,6","1582,17504943993","615,889974290131","2,56892483314659"
14:34,418,42,47,"2149,09865560341","592,359440165164","3,62803141113813"
14:39,1004,"45,7","50,7","5266,17100583102","607,728385671829","8,66533657138525"
14:45,598,"49,6","54,6","3105,27518120947","596,441502254276","5,20633653002506"
14:50,1166,"47,5","52,5","6067,48622684841","593,787447528373","10,2182797095226"
14:54,553,"46,8","51,8","2869,20389638833","594,054997697236","4,8298623991219"
15:00,350,"42,9","47,9","1778,85205858605","583,222683243582","3,05003922119936"
15:05,419,"41,1","46,1","2156,00825091254","593,989169956662","3,62970969836007"
15:09,398,"40,6","45,6","2045,49401867509","595,362689213524","3,4357107956785"
15:14,390,"42,7","47,7","1997,76888340507","590,034309322409","3,38585206290681"
15:20,1103,"43,1","48,1","5794,52105321494","624,442590940762","9,27950965754133"
15:25,1086,"45,1","50,1","5692,63797197771","619,234171004802","9,19302945239688"
15:29,1030,"48,1","53,1","5385,31591889536","606,516280286024","8,87909540755562"
15:35,300,48,53,"1508,46905381084","578,085488601692","2,60942210720358"
15:40,767,"46,6","51,6","4016,84388082297","603,324581666762","6,65784886424804"
15:45,956,50,55,"4984,5514359437","594,530575922034","8,38401192102418"
15:49,939,"51,9","56,9","4884,11456632827","590,668254533035","8,26879475720175"
15:55,591,"49,4","54,4","3068,83827849204","597,236717749692","5,13839519119825"
16:00,991,"49,2","54,2","5174,24033300212","599,405508214187","8,63228692778912"
16:04,555,"50,7","55,7","2870,92521826419","592,603490327834","4,84459721402581"
16:09,648,"48,8","53,8","3374,46644477961","597,299476573277","5,64953859350256"
