,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-4.28,1.0,-4.28,1.0,-4.28,1549407600,0.0,6.962,120.0,1.0
1,-7.42,1.0,-4.97,1.0,-4.97,1549411200,0.0,6.931,120.0,1.5
2,-5.97,1.0,-5.97,1.0,-5.97,1549414800,0.0,6.931,71.0,0.69
3,-5.97,1.0,-5.97,1.0,-5.97,1549418400,0.0,6.238,142.0,1.16
4,-6.66,1.0,-6.66,1.0,-6.66,1549422000,0.0,6.916,101.0,1.04
5,-7.35,1.0,-7.35,1.0,-7.35,1549425600,0.0,6.238,78.0,1.19
6,-7.66,1.0,-7.66,1.0,-7.66,1549432800,0.0,6.238,80.0,1.0
7,-7.66,1.0,-7.66,1.0,-7.66,1549436400,0.0,5.554,147.0,1.0
8,-6.28,1.0,-6.92,0.95,-6.28,1549440000,0.0,6.238,,
9,-7.05,1.0,-6.55,0.88,-4.9,1549443600,1.0,6.962,109.0,1.35
10,-5.48,1.0,-4.85,0.9,-3.52,1549447200,1.0,7.055,107.0,1.35
11,-4.26,0.75,-4.54,0.82,-1.84,1549450800,1.0,7.677,151.0,1.76
12,-2.45,0.75,-4.54,0.76,-0.84,1549454400,1.0,7.986,142.0,1.35
13,-1.15,0.75,-3.92,0.7,0.86,1549458000,1.0,8.142,82.0,1.76
14,-0.77,0.75,-3.24,0.71,1.55,1549461600,1.0,8.296,71.0,2.09
15,0.01,0.75,-3.61,0.67,1.86,1549465200,0.0,8.296,83.0,1.76
16,1.86,,-2.92,0.71,1.86,1549468800,,,,
17,-2.38,0.75,-3.92,0.76,-0.21,1549472400,0.0,8.142,70.0,1.76
18,-3.94,0.75,-4.61,0.82,-1.91,1549476000,0.0,7.986,76.0,1.5
19,-3.92,0.75,-5.23,0.91,-3.92,1549479600,0.0,6.916,81.0,1.19
20,-3.92,0.75,-5.23,0.91,-3.92,1549483200,0.0,6.916,73.0,1.19
21,-3.92,1.0,-5.61,0.88,-3.92,1549486800,0.0,7.086,71.0,1.19
22,-6.96,1.0,-6.31,0.86,-4.28,1549490400,0.0,7.149,107.0,1.69
