,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-6.19,0.94,-4.58,0.83,cloudy,339.1,0.0435,0.039,0.02,snow,1022.6,Stark bewölkt,-2.11,1611702000,0,13.631,244,9.22,3.16
1,-6.23,0.91,-4.79,0.83,cloudy,342.1,0.0644,0.0573,0.02,snow,1022.3,Stark bewölkt,-2.26,1611705600,0,16.093,233,8.13,3.01
2,-6.23,0.87,-4.82,0.83,partly-cloudy-night,344.9,0.043,0.0386,0.02,snow,1021.7,Überwiegend bewölkt,-2.4,1611709200,0,15.908,224,7.39,2.84
3,-6.57,0.86,-4.78,0.85,partly-cloudy-night,347.2,0.0336,0.0306,0.01,snow,1021.0,Überwiegend bewölkt,-2.63,1611712800,0,16.093,221,7.03,2.91
4,-7.09,0.99,-4.79,0.87,cloudy,349.5,0.0321,0.0282,0.01,snow,1020.4,Stark bewölkt,-2.95,1611716400,0,16.093,213,7.34,3.04
5,-7.62,0.97,-4.98,0.88,cloudy,349.8,0.042,0.0376,0.01,snow,1020.1,Stark bewölkt,-3.26,1611720000,0,15.937,198,7.75,3.21
6,-8.11,1.0,-5.1,0.89,cloudy,350.4,0.0626,0.0557,0.01,snow,1019.6,Stark bewölkt,-3.5,1611723600,0,15.933,208,8.54,3.44
7,-7.87,1.0,-5.2,0.86,cloudy,352.1,0.0696,0.0648,0.01,snow,1019.1,Stark bewölkt,-3.15,1611727200,0,16.065,209,8.74,3.65
8,-7.81,1.0,-5.33,0.84,cloudy,350.3,0.0639,0.0589,0.01,snow,1018.7,Stark bewölkt,-3.08,1611730800,0,16.093,210,8.86,3.67
9,-6.92,1.0,-5.0,0.82,cloudy,350.6,0.0473,0.0453,0.03,snow,1018.8,Stark bewölkt,-2.42,1611734400,0,16.093,219,9.09,3.58
10,-6.54,1.0,-4.92,0.8,cloudy,352.7,0.0789,0.0753,0.06,snow,1018.5,Stark bewölkt,-1.95,1611738000,0,10.765,229,9.95,3.81
11,-6.4,1.0,-4.39,0.83,cloudy,355.3,0.173,0.168,0.12,snow,1018.3,Stark bewölkt,-1.84,1611741600,1,3.88,217,9.24,3.81
12,-6.06,1.0,-3.47,0.86,cloudy,358.8,0.2281,0.2216,0.21,snow,1017.9,Stark bewölkt,-1.47,1611745200,1,5.26,213,8.92,3.96
13,-5.87,1.0,-2.69,0.9,snow,359.8,0.4178,0.4167,0.31,snow,1017.7,Schneefall,-1.19,1611748800,1,6.738,221,9.42,4.18
14,-5.24,0.99,-2.04,0.92,snow,363.6,0.4221,0.4366,0.36,snow,1017.2,Schneefall,-0.84,1611752400,1,7.193,216,9.01,3.9
15,-4.91,1.0,-1.77,0.91,snow,366.6,0.1647,0.1767,0.33,snow,1016.7,Leichter Schneefall möglich,-0.54,1611756000,0,7.178,228,9.65,3.94
16,-4.76,0.99,-1.42,0.93,snow,366.5,0.1266,0.1385,0.27,snow,1016.5,Leichter Schneefall möglich,-0.44,1611759600,0,6.959,241,10.16,3.92
17,-4.53,0.99,-1.19,0.94,cloudy,367.5,0.0724,0.0815,0.2,snow,1016.4,Stark bewölkt,-0.33,1611763200,0,9.182,253,10.54,3.77
18,-4.26,0.98,-1.1,0.93,cloudy,368.3,0.0776,0.0911,0.24,snow,1016.6,Stark bewölkt,-0.14,1611766800,0,5.626,233,10.36,3.73
19,-3.34,0.98,-0.35,0.94,cloudy,366.1,0.0744,0.1002,0.2,snow,1016.9,Stark bewölkt,0.52,1611770400,0,8.793,255,10.75,3.57
20,-2.73,1.0,-0.08,0.93,cloudy,364.8,0.0249,0.0562,0.14,snow,1016.9,Stark bewölkt,0.99,1611774000,0,16.093,258,10.77,3.51
21,-2.73,1.0,-0.68,0.89,cloudy,365.1,,0.0405,0.08,rain,1017.0,Stark bewölkt,0.89,1611777600,0,16.093,253,9.29,3.37
22,-2.53,1.0,-0.75,0.88,cloudy,365.2,,0.0673,0.09,rain,1016.9,Stark bewölkt,1.03,1611781200,0,16.093,248,9.06,3.33
23,-2.28,0.97,-0.82,0.87,cloudy,366.4,,0.0803,0.1,rain,1016.8,Stark bewölkt,1.07,1611784800,0,16.093,246,8.08,3.07
