,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-0.03,0.54,-0.01,0.78,partly-cloudy-night,431.1,0.0101,0.09,rain,1003.3,Leicht bewölkt,3.53,1580252400,0,16.093,224,10.78,4.12
1,0.06,0.67,0.08,0.78,partly-cloudy-night,431.8,0.0113,0.13,rain,1003.3,Überwiegend bewölkt,3.5,1580256000,0,16.093,222,10.12,3.91
2,-0.01,0.8,0.57,0.82,partly-cloudy-night,431.7,0.0141,0.14,rain,1003.4,Überwiegend bewölkt,3.41,1580259600,0,16.093,216,8.73,3.86
3,-0.24,0.91,0.32,0.8,cloudy,426.7,0.0292,0.16,rain,1004.1,Stark bewölkt,3.49,1580263200,0,16.093,241,9.58,4.4
4,-0.37,0.97,0.06,0.78,cloudy,421.5,0.0457,0.14,rain,1004.8,Stark bewölkt,3.52,1580266800,0,16.093,258,10.31,4.71
5,-0.48,0.93,-0.35,0.77,cloudy,416.7,0.0322,0.12,rain,1005.8,Stark bewölkt,3.37,1580270400,0,16.093,259,10.58,4.58
6,-0.74,0.86,-0.98,0.75,partly-cloudy-night,411.9,0.0154,0.09,rain,1006.9,Überwiegend bewölkt,3.06,1580274000,0,16.093,251,10.94,4.35
7,-1.02,0.8,-1.08,0.75,partly-cloudy-night,406.4,0.0061,0.05,rain,1007.9,Überwiegend bewölkt,2.87,1580277600,0,16.093,230,10.88,4.44
8,-0.89,0.8,-1.01,0.75,partly-cloudy-night,402.0,0.0,0.0,,1008.7,Überwiegend bewölkt,3.02,1580281200,0,16.093,230,10.72,4.53
9,-0.42,0.82,-0.73,0.74,partly-cloudy-day,397.6,0.0,0.0,,1009.2,Überwiegend bewölkt,3.41,1580284800,0,16.093,234,10.41,4.57
10,-0.11,0.84,-0.28,0.75,partly-cloudy-day,393.5,0.0078,0.1,rain,1009.4,Überwiegend bewölkt,3.73,1580288400,0,16.093,239,10.23,4.73
11,0.07,0.88,0.26,0.77,cloudy,389.5,0.0657,0.14,rain,1009.7,Stark bewölkt,3.95,1580292000,1,16.093,250,10.24,4.92
12,0.06,0.89,0.73,0.79,cloudy,385.6,0.2326,0.24,rain,1010.0,Stark bewölkt,4.02,1580295600,1,16.093,258,10.37,5.1
13,1.89,0.92,0.12,0.69,rain,382.8,0.8037,0.52,rain,1010.2,Leichter Regen möglich,5.38,1580299200,1,4.576,240,10.84,4.84
14,3.4,0.95,0.26,0.64,rain,379.9,0.6702,0.49,rain,1010.4,Leichter Regen möglich,6.68,1580302800,1,8.634,199,11.25,5.07
15,3.94,0.97,0.11,0.61,rain,377.1,0.3599,0.36,rain,1010.5,Leichter Regen möglich,7.19,1580306400,0,16.093,294,11.4,5.33
16,2.35,0.97,-0.2,0.65,cloudy,373.6,0.1767,0.24,rain,1011.0,Stark bewölkt,5.91,1580310000,0,16.093,270,11.47,5.29
17,2.22,0.89,-0.17,0.67,cloudy,368.8,0.1046,0.16,rain,1011.9,Stark bewölkt,5.56,1580313600,0,16.093,302,11.25,4.63
18,2.3,0.76,0.09,0.69,partly-cloudy-night,363.3,0.0648,0.11,rain,1013.2,Überwiegend bewölkt,5.23,1580317200,0,16.093,209,11.07,3.73
19,2.47,0.65,0.46,0.73,partly-cloudy-night,356.4,0.0253,0.06,rain,1014.4,Überwiegend bewölkt,4.96,1580320800,0,16.093,240,8.14,2.98
20,2.4,0.47,0.6,0.74,partly-cloudy-night,351.0,0.012,0.05,rain,1015.1,Leicht bewölkt,4.8,1580324400,0,16.093,245,7.63,2.83
21,2.16,0.26,0.78,0.76,clear-night,345.7,0.0076,0.04,rain,1015.7,Klar,4.66,1580328000,0,16.093,238,7.43,2.92
22,1.35,0.16,0.96,0.8,clear-night,340.8,0.0134,0.04,rain,1016.0,Klar,4.06,1580331600,0,16.093,229,7.57,3.04
23,1.17,0.22,1.26,0.82,clear-night,336.4,0.0085,0.04,rain,1016.4,Klar,4.03,1580335200,0,16.093,227,8.21,3.22
