,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-2.78,0.54,-5.51,0.71,partly-cloudy-night,344.5,,0.0,0.0,,1029.6,Leicht bewölkt,-0.91,1610751600,0,16.093,327,4.17,1.49
1,-3.34,0.62,-5.63,0.71,partly-cloudy-night,349.1,,0.0,0.0,,1029.5,Überwiegend bewölkt,-1.06,1610755200,0,16.093,357,4.61,1.74
2,-2.8,0.54,-5.49,0.7,partly-cloudy-night,349.3,,0.0,0.0,,1028.8,Leicht bewölkt,-0.7,1610758800,0,16.093,8,4.21,1.66
3,-3.07,0.41,-5.49,0.72,partly-cloudy-night,348.8,,0.0,0.0,,1028.8,Leicht bewölkt,-1.09,1610762400,0,16.093,4,3.83,1.54
4,-3.21,0.42,-5.16,0.76,partly-cloudy-night,350.4,0.0088,0.0094,0.01,snow,1029.1,Leicht bewölkt,-1.44,1610766000,0,16.093,257,3.2,1.39
5,-3.64,0.37,-5.4,0.76,partly-cloudy-night,353.0,,0.0,0.0,,1029.0,Leicht bewölkt,-1.67,1610769600,0,16.093,272,3.49,1.49
6,-3.92,0.3,-5.52,0.76,clear-night,353.7,,0.0,0.0,,1029.1,Klar,-1.93,1610773200,0,16.093,284,3.63,1.48
7,-2.19,0.34,-5.4,0.79,partly-cloudy-night,355.9,,0.0,0.0,,1029.7,Leicht bewölkt,-2.19,1610776800,0,16.093,265,1.45,0.91
8,-2.58,0.1,-5.72,0.79,clear-night,353.8,,0.0,0.0,,1029.2,Klar,-2.58,1610780400,0,16.093,275,1.55,1.0
9,-2.56,0.34,-5.88,0.78,partly-cloudy-day,351.9,,0.0,0.0,,1029.7,Leicht bewölkt,-2.56,1610784000,0,16.093,272,1.93,1.12
10,-1.7,0.53,-5.84,0.73,partly-cloudy-day,350.9,0.0106,0.0105,0.01,snow,1029.3,Leicht bewölkt,-1.7,1610787600,0,16.093,289,1.64,0.94
11,-0.94,0.55,-5.75,0.7,partly-cloudy-day,349.2,0.0084,0.0091,0.01,snow,1029.0,Leicht bewölkt,-0.94,1610791200,0,16.093,334,2.18,1.21
12,0.04,0.64,-5.04,0.69,partly-cloudy-day,346.6,,0.0,0.0,,1028.4,Überwiegend bewölkt,0.04,1610794800,1,16.093,85,2.51,1.23
13,1.12,0.69,-5.85,0.6,partly-cloudy-day,342.4,,0.0,0.0,,1028.0,Überwiegend bewölkt,1.12,1610798400,1,16.093,204,2.29,1.21
14,1.43,0.74,-5.64,0.59,partly-cloudy-day,342.0,,0.0,0.0,,1027.0,Überwiegend bewölkt,1.43,1610802000,1,16.093,197,2.6,1.33
15,-0.16,0.77,-5.45,0.6,partly-cloudy-day,338.7,,0.0,0.0,,1026.4,Überwiegend bewölkt,1.4,1610805600,0,16.093,194,3.06,1.5
16,-1.3,0.79,-5.09,0.67,partly-cloudy-day,336.7,,0.0,0.0,,1025.8,Überwiegend bewölkt,0.26,1610809200,0,16.093,183,3.19,1.4
17,-1.88,0.79,-5.22,0.68,partly-cloudy-night,337.8,,0.0,0.0,,1025.4,Überwiegend bewölkt,-0.07,1610812800,0,16.093,179,3.67,1.52
18,-2.6,0.8,-5.26,0.69,partly-cloudy-night,338.6,,0.0,0.0,,1024.7,Überwiegend bewölkt,-0.16,1610816400,0,16.093,182,4.81,1.97
19,-2.91,0.81,-4.59,0.72,partly-cloudy-night,336.1,,0.0,0.0,,1024.4,Überwiegend bewölkt,-0.15,1610820000,0,16.093,181,5.15,2.23
20,-3.0,0.82,-4.48,0.73,partly-cloudy-night,335.5,0.0051,0.0069,0.01,snow,1023.8,Überwiegend bewölkt,-0.23,1610823600,0,16.093,179,5.04,2.23
21,-3.14,0.9,-4.62,0.73,cloudy,333.9,0.0121,0.0159,0.01,snow,1023.3,Stark bewölkt,-0.36,1610827200,0,16.093,183,5.1,2.21
22,-3.37,0.95,-4.34,0.76,cloudy,334.2,0.0271,0.0341,0.01,snow,1022.9,Stark bewölkt,-0.59,1610830800,0,12.832,182,4.67,2.19
23,-3.45,0.96,-3.7,0.81,cloudy,334.9,0.1704,0.2049,0.04,snow,1022.4,Stark bewölkt,-0.81,1610834400,0,9.082,173,4.1,2.03
