,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,18.97,0.9,17.41,0.93,18.64,1565128800,0,10.003,101,0.62
1,17.87,0.77,16.41,0.93,17.64,1565132400,0,10.003,312,1.5
2,17.87,0.77,16.41,0.93,17.64,1565136000,0,10.003,306,1.5
3,17.48,0.9,16.41,0.95,17.22,1565139600,0,10.003,283,1.75
4,17.57,0.62,17.0,0.99,17.22,1565143200,0,10.003,191,0.62
5,17.57,0.77,17.0,0.99,17.22,1565146800,0,10.003,221,0.62
6,17.57,0.9,17.0,0.99,17.22,1565150400,0,5.778,210,0.62
7,17.57,0.9,17.0,0.99,17.22,1565154000,0,7.522,0,1.5
8,18.22,0.77,17.58,0.99,17.81,1565157600,1,10.003,247,1.96
9,19.23,0.9,18.0,0.95,18.81,1565161200,1,10.003,239,2.51
10,20.58,0.52,18.0,0.87,20.23,1565164800,3,10.003,263,3.81
11,20.84,0.62,17.0,0.8,20.64,1565168400,4,10.003,261,3.52
12,21.29,0.44,16.0,0.72,21.23,1565172000,5,10.003,256,3.6
13,21.23,0.75,15.41,0.69,21.23,1565175600,5,10.003,274,2.16
14,21.23,0.29,15.41,0.69,21.23,1565179200,6,10.003,291,2.3
15,22.23,0.52,15.0,0.64,22.23,1565182800,5,10.003,265,2.51
16,21.64,0.33,14.0,0.62,21.64,1565186400,5,10.003,228,2.3
17,21.23,0.29,14.41,0.65,21.23,1565190000,3,10.003,226,3.52
18,22.64,0.33,14.41,0.6,22.64,1565193600,2,10.003,220,4.01
19,21.82,0.52,14.0,0.61,21.82,1565197200,1,10.003,217,4.27
20,22.23,0.19,14.0,0.6,22.23,1565200800,0,10.003,213,3.3
21,19.81,0.08,15.0,0.74,19.81,1565204400,0,10.003,186,1.96
22,18.69,0.33,15.41,0.82,18.64,1565208000,0,10.003,180,2.51
23,18.43,0.52,16.41,0.89,18.22,1565211600,0,10.003,184,3.13
