,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.48,0.97,-0.26,0.83,cloudy,306.6,0.0228,0.14,rain,1015.0,Stark bewölkt,2.31,1609887600,0,3.287,33,4.51,4.05
1,-0.29,0.99,0.53,0.86,fog,303.7,0.0074,0.09,rain,1014.0,Nebel,2.62,1609891200,0,1.394,7,4.43,2.92
2,-1.18,0.99,0.31,0.88,fog,303.5,0.0512,0.22,rain,1014.0,Nebel,2.08,1609894800,0,2.192,21,4.3,3.23
3,-1.17,0.97,0.12,0.87,fog,302.4,0.0571,0.23,rain,1013.8,Nebel,1.98,1609898400,0,3.036,27,4.14,3.06
4,-1.25,0.96,-0.03,0.87,fog,301.9,0.0712,0.24,rain,1013.8,Nebel,1.84,1609902000,0,3.08,32,3.94,2.94
5,-1.47,0.94,-0.12,0.88,rain,302.6,0.107,0.26,rain,1013.7,Nieselregen möglich,1.58,1609905600,0,1.759,30,3.82,2.86
6,-1.67,0.91,-0.1,0.9,fog,303.4,0.0705,0.21,rain,1013.7,Nebel,1.34,1609909200,0,1.035,28,3.78,2.75
7,-1.69,0.96,0.05,0.91,fog,305.2,0.0537,0.17,rain,1013.8,Nebel,1.31,1609912800,0,0.603,25,3.81,2.72
8,-1.43,0.9,0.05,0.91,fog,304.7,0.0573,0.19,rain,1013.8,Nebel,1.33,1609916400,0,0.603,22,3.89,2.48
9,-0.95,0.87,0.16,0.9,fog,304.4,0.0617,0.2,rain,1014.2,Nebel,1.63,1609920000,0,0.609,19,3.78,2.35
10,-0.22,0.84,0.29,0.88,fog,303.5,0.079,0.24,rain,1014.4,Nebel,2.12,1609923600,0,0.634,15,3.84,2.21
11,0.67,0.89,0.53,0.84,rain,301.5,0.0807,0.28,rain,1014.5,Nieselregen möglich,2.92,1609927200,0,0.732,11,4.13,2.25
12,1.57,0.91,0.67,0.8,cloudy,301.1,0.039,0.21,rain,1014.2,Stark bewölkt,3.76,1609930800,1,3.411,6,4.04,2.35
13,0.83,0.93,0.7,0.84,cloudy,301.3,0.0251,0.19,rain,1013.6,Stark bewölkt,3.1,1609934400,1,11.947,358,3.92,2.31
14,2.32,0.99,0.84,0.8,cloudy,302.5,0.0258,0.18,rain,1013.4,Stark bewölkt,4.06,1609938000,0,13.267,343,3.78,1.95
15,3.18,0.99,0.77,0.77,cloudy,304.1,0.0178,0.16,rain,1013.5,Stark bewölkt,4.39,1609941600,0,14.626,359,3.42,1.55
16,3.24,0.98,0.74,0.84,cloudy,304.8,0.0112,0.17,rain,1013.7,Stark bewölkt,3.24,1609945200,0,15.7,350,2.54,0.9
17,3.3,0.96,0.68,0.83,cloudy,298.6,0.0116,0.15,rain,1014.0,Stark bewölkt,3.3,1609948800,0,16.093,324,2.8,0.8
18,2.92,0.92,0.63,0.85,cloudy,299.6,0.0356,0.17,rain,1014.0,Stark bewölkt,2.92,1609952400,0,16.093,295,3.55,1.05
19,1.3,0.95,0.57,0.86,cloudy,299.5,0.0588,0.21,rain,1014.2,Stark bewölkt,2.64,1609956000,0,16.093,280,4.17,1.47
20,0.67,0.92,0.14,0.85,cloudy,299.7,0.0537,0.21,rain,1014.4,Stark bewölkt,2.46,1609959600,0,16.093,281,4.33,1.78
21,0.05,0.98,-0.36,0.83,cloudy,298.6,0.0463,0.16,rain,1014.8,Stark bewölkt,2.28,1609963200,0,16.093,295,3.89,2.12
22,-0.57,0.98,-0.71,0.83,cloudy,299.0,0.0275,0.09,rain,1014.9,Stark bewölkt,1.95,1609966800,0,16.093,301,3.93,2.35
23,-1.09,0.95,-1.18,0.82,cloudy,299.5,0.0074,0.06,rain,1015.2,Stark bewölkt,1.53,1609970400,0,16.093,286,4.4,2.38
