,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.82,0.99,-3.88,0.85,cloudy,294.4,,0.0,0.0,,1012.1,Stark bewölkt,-1.7,1609801200,0,16.093,75,5.18,2.31
1,-4.73,1.0,-4.07,0.84,cloudy,295.7,,0.0,0.0,,1012.0,Stark bewölkt,-1.79,1609804800,0,15.165,71,4.41,2.15
2,-3.9,1.0,-4.06,0.83,cloudy,296.0,,0.0,0.0,,1012.1,Stark bewölkt,-1.63,1609808400,0,12.687,76,3.84,1.68
3,-3.72,1.0,-4.23,0.83,cloudy,300.2,0.0082,0.0077,0.01,snow,1012.1,Stark bewölkt,-1.78,1609812000,0,9.135,63,3.11,1.46
4,-1.92,1.0,-4.44,0.83,cloudy,300.3,0.0112,0.0104,0.02,snow,1012.1,Stark bewölkt,-1.92,1609815600,0,6.317,55,2.66,1.28
5,-2.01,1.0,-4.46,0.83,cloudy,301.0,0.0118,0.0109,0.02,snow,1012.2,Stark bewölkt,-2.01,1609819200,0,5.776,51,2.13,1.01
6,-1.96,1.0,-4.3,0.84,cloudy,301.9,0.0182,0.0168,0.03,snow,1012.3,Stark bewölkt,-1.96,1609822800,0,6.29,52,1.59,0.74
7,-1.77,1.0,-4.05,0.84,cloudy,303.0,0.0303,0.0287,0.03,snow,1013.1,Stark bewölkt,-1.77,1609826400,0,6.21,60,1.2,0.56
8,-1.61,1.0,-3.91,0.84,cloudy,304.5,0.0464,0.0446,0.04,snow,1013.1,Stark bewölkt,-1.61,1609830000,0,4.548,185,1.05,0.55
9,-1.47,1.0,-3.86,0.84,fog,303.5,0.0402,0.0392,0.05,snow,1013.8,Nebel,-1.47,1609833600,0,2.055,273,0.75,0.57
10,-1.46,1.0,-3.99,0.83,fog,304.8,0.0442,0.0427,0.08,snow,1013.8,Nebel,-1.46,1609837200,0,0.687,281,0.8,0.63
11,-0.97,1.0,-3.9,0.81,fog,304.9,0.0376,0.0378,0.1,snow,1013.8,Nebel,-0.97,1609840800,1,1.089,85,0.88,0.66
12,-0.34,0.99,-3.47,0.79,fog,304.6,0.0236,0.0253,0.12,snow,1013.1,Nebel,-0.34,1609844400,1,2.338,36,1.05,0.7
13,-0.93,1.0,-3.42,0.83,fog,312.9,0.016,0.0159,0.16,snow,1012.9,Nebel,-0.93,1609848000,1,2.916,358,2.9,0.46
14,-0.67,1.0,-3.05,0.84,fog,313.8,0.0224,0.0229,0.21,snow,1012.5,Nebel,-0.67,1609851600,1,2.718,353,3.11,0.52
15,0.66,1.0,-2.81,0.78,cloudy,315.3,0.0469,0.058,0.19,snow,1012.5,Stark bewölkt,0.66,1609855200,0,3.408,25,3.1,0.63
16,-0.48,1.0,-1.95,0.9,cloudy,316.8,0.0651,0.0693,0.23,snow,1012.8,Stark bewölkt,-0.48,1609858800,0,3.917,42,2.79,1.29
17,-0.08,1.0,-3.01,0.81,fog,316.7,0.075,0.0865,0.19,snow,1012.8,Nebel,-0.08,1609862400,0,3.068,68,3.02,0.64
18,-0.49,1.0,-2.99,0.83,fog,315.7,0.0837,0.0923,0.16,snow,1013.0,Nebel,-0.49,1609866000,0,1.639,66,3.32,0.55
19,-0.24,1.0,-2.01,0.88,fog,314.8,0.0765,0.0901,0.13,snow,1013.9,Nebel,-0.24,1609869600,0,0.337,34,3.46,1.32
20,-0.62,1.0,-3.06,0.84,fog,315.6,0.0361,0.0398,0.07,snow,1013.5,Nebel,-0.62,1609873200,0,0.576,83,3.13,0.51
21,-0.76,1.0,-3.48,0.82,cloudy,316.9,0.0259,0.0276,0.06,snow,1013.8,Stark bewölkt,-0.76,1609876800,0,4.2,150,2.91,0.57
22,-0.4,0.92,-3.1,0.82,fog,316.5,0.0332,0.0374,0.07,snow,1014.1,Nebel,-0.4,1609880400,0,2.582,70,2.41,1.04
23,-1.33,0.96,-4.32,0.8,fog,314.4,0.0412,0.0405,0.05,snow,1013.6,Nebel,-1.33,1609884000,0,1.746,143,2.18,0.56
