,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,7.11,,2.0,0.7,7.11,1553295600,0.0,10.003,,,
1,4.08,,0.99,0.75,5.12,1553299200,0.0,10.003,251.0,,1.5
2,4.23,0.0,0.99,0.79,4.23,1553302800,0.0,10.003,210.0,,0.41
3,3.12,,0.99,0.86,3.12,1553306400,0.0,10.003,180.0,,1.0
4,3.98,0.0,0.59,0.79,3.98,1553310000,0.0,10.003,238.0,,1.3
5,2.99,0.0,0.59,0.84,2.99,1553313600,0.0,10.003,276.0,,1.09
6,-0.49,,0.01,0.92,1.11,1553317200,0.0,10.003,170.0,,1.5
7,2.39,0.0,0.01,0.84,2.39,1553320800,0.0,10.003,210.0,,0.41
8,4.13,,3.0,0.92,4.13,1553324400,,10.003,,,0.0
9,8.23,0.0,3.0,0.7,8.23,1553328000,1.0,10.003,,,0.0
10,11.11,,4.01,0.62,11.11,1553331600,,10.003,,,
11,13.12,,3.0,0.5,13.12,1553335200,,10.003,,,
12,15.81,0.0,5.0,0.49,15.81,1553338800,4.0,10.003,,,0.0
13,16.64,0.0,4.83,0.46,16.64,1553342400,4.0,10.003,12.0,,3.27
14,16.64,0.0,4.42,0.44,16.64,1553346000,4.0,10.003,20.0,,3.6
15,16.64,0.08,5.41,0.47,16.64,1553349600,3.0,10.003,307.0,,2.37
16,15.12,0.19,6.0,0.54,15.12,1553353200,1.0,10.003,300.0,12.9,6.7
17,12.64,0.0,4.42,0.57,12.64,1553356800,1.0,8.998,320.0,,5.06
18,11.63,0.0,3.83,0.59,11.63,1553360400,0.0,8.416,314.0,,3.92
19,11.11,,5.0,0.66,11.11,1553364000,0.0,8.005,320.0,11.3,3.6
20,8.09,,4.01,0.7,9.12,1553367600,0.0,8.005,350.0,,2.09
21,8.08,0.0,3.42,0.65,9.64,1553371200,0.0,10.003,20.0,,2.99
22,7.18,0.0,3.42,0.68,9.05,1553374800,0.0,10.003,5.0,,3.33
23,10.11,,4.01,0.66,10.11,1553378400,0.0,10.003,30.0,,4.6
