,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.06,0.97,-3.36,0.84,cloudy,343.4,0.0053,0.0055,0.01,snow,1012.6,Stark bewölkt,-1.06,1609542000,0,16.093,27,1.48,1.06
1,-1.08,0.96,-3.38,0.84,cloudy,343.2,0.005,0.0051,0.01,snow,1012.7,Stark bewölkt,-1.08,1609545600,0,16.093,26,1.7,1.12
2,-2.79,0.95,-3.18,0.85,cloudy,342.5,,0.0,0.0,,1012.9,Stark bewölkt,-0.99,1609549200,0,16.093,25,1.81,1.45
3,-3.22,0.99,-3.53,0.84,cloudy,342.8,,0.0,0.0,,1012.9,Stark bewölkt,-1.17,1609552800,0,16.093,33,2.71,1.58
4,-3.33,0.99,-3.82,0.83,cloudy,341.2,0.0217,0.0217,0.02,snow,1013.1,Stark bewölkt,-1.37,1609556400,0,16.093,40,2.84,1.5
5,-3.59,0.93,-4.03,0.84,cloudy,339.1,,0.0,0.0,,1012.9,Stark bewölkt,-1.64,1609560000,0,16.093,46,2.8,1.48
6,-3.74,0.95,-4.12,0.84,cloudy,336.7,,0.0,0.0,,1013.0,Stark bewölkt,-1.78,1609563600,0,16.093,49,2.68,1.47
7,-3.67,0.97,-4.14,0.83,cloudy,334.5,,0.0,0.0,,1012.9,Stark bewölkt,-1.67,1609567200,0,16.093,51,2.71,1.5
8,-3.57,0.98,-4.1,0.82,cloudy,332.8,,0.0,0.0,,1013.3,Stark bewölkt,-1.49,1609570800,0,16.093,49,3.01,1.57
9,-3.01,0.99,-4.0,0.81,cloudy,330.6,,0.0,0.0,,1013.6,Stark bewölkt,-1.16,1609574400,0,16.093,38,2.54,1.46
10,-2.92,0.98,-4.21,0.79,cloudy,328.6,,0.0,0.0,,1013.7,Stark bewölkt,-0.94,1609578000,0,16.093,39,2.69,1.56
11,-2.86,0.99,-4.11,0.76,cloudy,325.3,0.0069,0.0075,0.05,snow,1013.6,Stark bewölkt,-0.44,1609581600,0,16.093,37,3.34,1.92
12,-2.58,0.95,-3.58,0.75,cloudy,321.5,0.0099,0.0122,0.07,snow,1012.8,Stark bewölkt,0.29,1609585200,1,16.093,33,4.24,2.4
13,-2.67,0.94,-3.12,0.77,cloudy,318.6,0.0106,0.0136,0.12,snow,1012.1,Stark bewölkt,0.48,1609588800,1,16.093,31,4.87,2.72
14,-2.39,0.96,-2.96,0.77,cloudy,317.0,0.0117,0.0151,0.12,snow,1011.9,Stark bewölkt,0.63,1609592400,0,16.093,34,4.95,2.61
15,-2.92,0.98,-2.93,0.79,cloudy,312.1,0.0117,0.0142,0.11,snow,1011.9,Stark bewölkt,0.28,1609596000,0,11.696,25,5.49,2.74
16,-3.27,0.99,-2.88,0.81,cloudy,311.8,0.0151,0.0175,0.09,snow,1011.8,Stark bewölkt,-0.08,1609599600,0,10.741,21,5.56,2.65
17,-3.81,1.0,-2.99,0.84,cloudy,312.4,0.0217,0.0233,0.08,snow,1011.9,Stark bewölkt,-0.6,1609603200,0,7.577,22,5.58,2.57
18,-4.07,1.0,-2.85,0.87,cloudy,313.9,0.0328,0.0344,0.07,snow,1011.9,Stark bewölkt,-0.91,1609606800,0,3.597,26,5.53,2.47
19,-3.69,1.0,-2.49,0.88,fog,315.1,0.037,0.0407,0.05,snow,1011.7,Nebel,-0.67,1609610400,0,1.204,28,5.49,2.38
20,-3.61,1.0,-2.48,0.88,fog,315.4,0.0369,0.0409,0.05,snow,1011.7,Nebel,-0.67,1609614000,0,2.083,27,5.56,2.3
21,-3.43,1.0,-2.92,0.85,cloudy,317.8,0.0241,0.0265,0.05,snow,1011.7,Stark bewölkt,-0.71,1609617600,0,10.122,21,4.64,2.12
22,-3.47,1.0,-3.21,0.84,cloudy,317.9,0.03,0.0322,0.04,snow,1011.7,Stark bewölkt,-0.89,1609621200,0,11.64,19,4.41,1.98
23,-3.44,1.0,-3.51,0.84,cloudy,319.6,0.0495,0.0511,0.04,snow,1011.5,Stark bewölkt,-1.14,1609624800,0,11.201,18,3.7,1.74
