,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,5.7,,0.99,0.72,5.7,1552777200,0.0,10.003,,,
1,10.7,,-1.01,0.44,10.7,1552780800,0.0,10.003,221.0,,2.6
2,7.82,,-2.0,0.44,9.7,1552784400,0.0,10.003,200.0,,3.6
3,8.16,,-3.99,0.41,8.7,1552788000,0.0,10.003,221.0,,1.5
4,7.03,,-2.99,0.47,7.7,1552791600,0.0,10.003,230.0,,1.5
5,7.03,,-2.99,0.47,7.7,1552795200,0.0,10.003,210.0,,1.5
6,4.84,,-2.99,0.5,6.71,1552798800,0.0,10.003,210.0,,2.6
7,2.92,,-2.99,0.57,4.7,1552802400,,10.003,270.0,,2.09
8,9.7,,-2.0,0.44,9.7,1552806000,,10.003,,,
9,11.7,,-1.01,0.41,11.7,1552809600,,10.003,210.0,,2.6
10,13.7,,-1.01,0.36,13.7,1552813200,,10.003,221.0,,5.7
11,14.7,,0.01,0.37,14.7,1552816800,,10.003,240.0,13.9,8.21
12,15.7,0.19,0.99,0.37,15.7,1552820400,4.0,10.003,240.0,14.4,7.2
13,15.7,0.19,0.99,0.37,15.7,1552824000,4.0,10.003,230.0,13.9,8.21
14,13.7,0.19,2.0,0.45,13.7,1552827600,3.0,10.003,251.0,13.4,9.8
15,12.7,0.19,3.0,0.52,12.7,1552831200,2.0,10.003,270.0,,10.3
16,-0.61,1.0,3.0,0.89,4.7,1552834800,1.0,10.003,290.0,14.91,9.3
17,0.24,1.0,2.0,0.83,4.7,1552838400,0.0,10.003,240.0,,6.7
18,0.2,0.75,2.0,0.89,3.7,1552842000,0.0,10.003,240.0,,4.11
19,-0.08,0.75,3.0,0.95,3.7,1552845600,0.0,10.003,240.0,,4.6
20,-0.52,0.75,0.99,0.81,3.95,1552849200,0.0,10.003,251.0,,6.21
21,0.13,0.53,1.3,0.85,3.65,1552852800,0.0,10.003,233.0,,4.11
22,-0.57,0.36,0.01,0.77,3.65,1552856400,0.0,10.003,233.0,,5.44
23,-1.22,0.36,0.32,0.86,2.34,1552860000,0.0,10.003,230.0,,3.72
