,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.03,0.9,-2.56,0.81,snow,363.3,0.2596,0.3454,0.26,snow,995.3,Leichter Schneefall möglich,0.28,1611442800,0,8.022,198,13.38,4.13
1,-3.48,1.0,-1.85,0.83,snow,354.4,0.2434,0.3797,0.37,snow,994.4,Leichter Schneefall möglich,0.69,1611446400,0,5.747,207,10.26,4.06
2,-2.73,1.0,-1.71,0.82,snow,352.7,0.2261,0.3783,0.42,snow,994.7,Leichter Schneefall möglich,0.95,1611450000,0,3.321,225,9.69,3.46
3,-3.88,1.0,-2.12,0.81,snow,353.5,0.2779,0.3991,0.42,snow,995.1,Schneefall,0.7,1611453600,0,0.133,233,11.14,4.74
4,-5.64,0.94,-2.97,0.81,snow,353.3,0.4959,0.5589,0.41,snow,995.8,Schneefall,-0.08,1611457200,0,3.206,247,12.78,6.18
5,-6.55,0.94,-3.72,0.8,snow,353.6,0.474,0.4906,0.32,snow,997.0,Schneefall,-0.68,1611460800,0,2.461,257,13.43,6.48
6,-7.84,0.85,-4.77,0.78,partly-cloudy-night,354.6,0.5369,0.512,0.23,snow,998.2,Überwiegend bewölkt,-1.46,1611464400,0,16.093,269,14.51,7.12
7,-8.59,0.64,-5.76,0.76,partly-cloudy-night,360.3,0.0974,0.0876,0.07,snow,999.9,Überwiegend bewölkt,-2.14,1611468000,0,16.093,259,15.05,6.84
8,-8.82,0.54,-6.12,0.75,partly-cloudy-night,362.0,0.0188,0.0166,0.04,snow,1000.7,Leicht bewölkt,-2.33,1611471600,0,16.093,257,15.32,6.81
9,-8.89,0.56,-6.52,0.73,partly-cloudy-day,363.7,0.0064,0.0057,0.03,snow,1001.5,Leicht bewölkt,-2.31,1611475200,0,16.093,255,15.04,7.01
10,-8.94,0.55,-6.85,0.7,partly-cloudy-day,366.2,0.0067,0.006,0.04,snow,1001.8,Leicht bewölkt,-2.21,1611478800,0,16.093,255,15.04,7.4
11,-8.56,0.73,-6.78,0.69,partly-cloudy-day,367.7,0.0123,0.0113,0.05,snow,1002.4,Überwiegend bewölkt,-1.83,1611482400,1,14.1,253,14.59,7.67
12,-7.92,0.66,-6.5,0.68,partly-cloudy-day,368.4,0.0195,0.0187,0.08,snow,1002.6,Überwiegend bewölkt,-1.32,1611486000,1,16.093,260,14.19,7.71
13,-6.97,0.83,-5.74,0.69,partly-cloudy-day,368.0,0.0275,0.0274,0.12,snow,1003.2,Überwiegend bewölkt,-0.81,1611489600,1,13.712,258,12.28,7.03
14,-5.5,0.92,-5.42,0.67,cloudy,371.0,0.0279,0.0299,0.11,snow,1003.2,Stark bewölkt,-0.1,1611493200,1,16.093,261,11.38,5.85
15,-5.24,0.9,-5.12,0.69,cloudy,375.1,0.0128,0.0137,0.07,snow,1003.4,Stark bewölkt,-0.15,1611496800,0,16.093,262,10.18,5.24
16,-5.17,0.81,-5.05,0.72,partly-cloudy-day,378.1,0.0106,0.0109,0.09,snow,1003.8,Überwiegend bewölkt,-0.65,1611500400,0,16.093,259,8.68,4.13
17,-5.63,0.67,-5.25,0.76,partly-cloudy-day,376.0,0.007,0.0066,0.04,snow,1004.3,Überwiegend bewölkt,-1.65,1611504000,0,16.093,251,7.66,3.15
18,-6.2,0.48,-5.48,0.8,partly-cloudy-night,369.7,0.017,0.0149,0.04,snow,1004.6,Leicht bewölkt,-2.54,1611507600,0,16.093,242,7.91,2.65
19,-6.32,0.64,-5.73,0.82,partly-cloudy-night,364.7,,0.0,0.0,,1004.7,Überwiegend bewölkt,-3.07,1611511200,0,16.093,226,5.68,2.22
20,-6.92,0.8,-5.89,0.83,partly-cloudy-night,366.1,,0.0,0.0,,1004.6,Überwiegend bewölkt,-3.48,1611514800,0,16.093,217,5.25,2.32
21,-7.58,0.88,-6.1,0.84,cloudy,370.2,0.0092,0.0074,0.01,snow,1004.6,Stark bewölkt,-3.81,1611518400,0,16.093,215,5.18,2.53
22,-8.02,1.0,-6.25,0.84,cloudy,374.1,,0.0,0.0,,1004.2,Stark bewölkt,-3.99,1611522000,0,16.093,197,5.23,2.74
23,-8.27,0.99,-6.57,0.83,cloudy,376.9,,0.0,0.0,,1004.0,Stark bewölkt,-4.17,1611525600,0,16.093,194,5.5,2.77
