,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,1.99,0.08,-0.59,0.83,1.99,1550617200,0,10.003,230.0,0.21
1,0.24,0.0,-1.59,0.88,0.24,1550620800,0,10.003,11.0,0.21
2,-0.19,0.0,-2.0,0.88,-0.19,1550624400,0,10.003,140.0,0.21
3,-1.2,0.0,-2.58,0.9,-1.2,1550628000,0,10.003,270.0,0.41
4,-1.2,0.44,-2.99,0.88,-1.2,1550631600,0,10.003,240.0,0.41
5,-0.59,0.0,-2.0,0.9,-0.59,1550635200,0,10.003,191.0,0.41
6,-1.2,0.75,-2.99,0.88,-1.2,1550638800,0,10.003,,0.0
7,0.38,1.0,-1.42,0.88,0.38,1550642400,0,10.003,,0.0
8,-0.19,0.77,-1.42,0.91,-0.19,1550646000,0,6.363,150.0,0.62
9,1.4,0.77,0.01,0.9,1.4,1550649600,0,6.198,200.0,0.62
10,2.81,0.29,0.99,0.88,2.81,1550653200,1,7.314,180.0,0.87
11,4.81,0.52,1.41,0.79,4.81,1550656800,1,10.003,180.0,0.62
12,5.99,0.33,2.41,0.72,7.22,1550660400,2,10.003,201.0,1.96
13,7.7,0.66,2.41,0.62,9.23,1550664000,2,10.003,215.0,2.81
14,10.81,0.52,2.83,0.58,10.81,1550667600,2,10.003,201.0,2.3
15,11.22,0.66,1.82,0.52,11.22,1550671200,1,10.003,236.0,3.52
16,11.22,0.66,1.41,0.51,11.22,1550674800,0,10.003,264.0,3.1
17,11.22,0.66,1.82,0.52,11.22,1550678400,0,10.003,228.0,2.3
18,8.81,0.52,2.41,0.64,8.81,1550685600,0,10.003,150.0,0.62
19,7.22,0.19,1.82,0.69,7.22,1550689200,0,10.003,221.0,0.21
20,6.81,0.0,1.82,0.71,6.81,1550692800,0,10.003,80.0,0.62
21,4.23,0.0,1.41,0.82,4.23,1550696400,0,10.003,191.0,0.41
22,3.4,1.0,0.99,0.84,3.4,1550700000,0,10.003,,0.0
