,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,4.95,0.75,2.69,0.85,4.95,1554501600,0,10.003,71.0,1.0
1,3.58,0.36,2.0,0.89,3.58,1554505200,0,10.003,104.0,0.85
2,1.88,0.75,1.3,0.96,1.88,1554508800,0,10.003,71.0,0.5
3,0.88,0.75,0.63,0.98,0.88,1554512400,0,10.003,50.0,0.5
4,1.58,0.75,1.3,0.98,1.58,1554516000,0,10.003,62.0,0.85
5,0.88,0.75,0.63,0.98,0.88,1554519600,0,10.003,290.0,0.15
6,-1.27,0.75,-0.08,0.98,0.21,1554523200,0,10.003,293.0,1.35
7,-0.82,0.36,-0.82,1.0,-0.82,1554526800,0,7.692,230.0,1.0
8,-1.47,0.36,0.26,1.0,0.26,1554530400,0,6.376,71.0,1.5
9,3.33,0.75,2.0,0.91,3.33,1554534000,1,7.759,251.0,1.0
10,4.34,0.53,2.69,0.89,4.34,1554537600,2,7.692,,0.0
11,6.34,0.75,4.01,0.85,6.34,1554541200,3,9.691,66.0,1.19
12,7.33,0.75,4.69,0.78,8.33,1554544800,4,9.691,77.0,1.91
13,7.4,0.75,5.0,0.74,9.33,1554548400,4,9.691,77.0,3.57
14,10.64,0.75,5.0,0.68,10.64,1554552000,4,10.003,98.0,4.26
15,11.65,0.75,5.38,0.65,11.65,1554555600,4,10.003,116.0,3.91
16,12.64,0.75,5.69,0.63,12.64,1554559200,3,10.003,62.0,4.14
17,12.95,0.75,5.38,0.6,12.95,1554562800,2,10.003,64.0,4.48
18,13.26,0.53,5.69,0.6,13.26,1554566400,1,10.003,69.0,3.25
19,11.26,0.75,5.0,0.65,11.26,1554573600,0,10.003,54.0,3.07
20,9.27,0.44,5.0,0.71,9.95,1554577200,0,10.003,54.0,1.84
21,5.62,0.44,4.69,0.82,7.65,1554580800,0,10.003,344.0,3.1
22,5.63,0.19,5.0,0.86,7.27,1554584400,0,10.003,330.0,2.44
