,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-5.54,0.95,-4.84,0.86,cloudy,333.6,0.0073,0.0064,0.01,snow,1005.4,Stark bewölkt,-2.9,1612911600,0,13.109,76,2.96,1.79
1,-5.62,0.91,-4.31,0.9,cloudy,333.1,,0.0,0.0,,1004.6,Stark bewölkt,-2.9,1612915200,0,8.064,79,3.22,1.85
2,-5.28,0.96,-3.69,0.92,cloudy,335.5,0.0108,0.0101,0.01,snow,1004.1,Stark bewölkt,-2.6,1612918800,0,7.64,79,3.31,1.86
3,-5.21,0.98,-3.84,0.92,cloudy,339.6,0.0505,0.0467,0.01,snow,1003.6,Stark bewölkt,-2.65,1612922400,0,7.583,79,3.09,1.76
4,-5.48,1.0,-3.95,0.92,cloudy,341.3,0.1302,0.1186,0.03,snow,1003.2,Stark bewölkt,-2.8,1612926000,0,6.71,76,2.96,1.83
5,-6.1,1.0,-4.25,0.93,cloudy,343.5,0.282,0.2474,0.07,snow,1002.8,Stark bewölkt,-3.23,1612929600,0,7.564,70,3.09,1.92
6,-6.64,1.0,-4.69,0.92,cloudy,347.1,0.4577,0.3858,0.1,snow,1002.9,Stark bewölkt,-3.64,1612933200,0,7.856,65,2.93,1.96
7,-5.83,1.0,-4.82,0.88,cloudy,350.9,0.5455,0.4812,0.11,snow,1002.7,Stark bewölkt,-3.06,1612936800,0,8.858,44,2.69,1.86
8,-6.2,1.0,-5.17,0.87,cloudy,352.6,0.7419,0.6325,0.16,snow,1003.3,Stark bewölkt,-3.34,1612940400,0,8.893,43,2.79,1.9
9,-6.3,1.0,-5.27,0.87,cloudy,350.5,0.7422,0.6202,0.17,snow,1004.0,Stark bewölkt,-3.44,1612944000,0,8.877,53,2.66,1.89
10,-6.37,1.0,-5.24,0.88,cloudy,350.4,0.757,0.6242,0.2,snow,1004.7,Stark bewölkt,-3.5,1612947600,1,8.973,48,2.62,1.89
11,-6.45,1.0,-4.87,0.9,cloudy,350.7,0.6085,0.5024,0.19,snow,1005.5,Stark bewölkt,-3.41,1612951200,1,9.264,25,2.78,2.01
12,-6.38,1.0,-4.57,0.91,cloudy,352.4,0.5495,0.4575,0.2,snow,1006.1,Stark bewölkt,-3.26,1612954800,1,9.464,0,2.99,2.09
13,-7.26,1.0,-4.78,0.91,cloudy,353.2,0.4524,0.3682,0.22,snow,1006.6,Stark bewölkt,-3.56,1612958400,1,7.561,5,3.51,2.51
14,-8.03,0.99,-5.34,0.91,cloudy,355.7,0.3422,0.2678,0.2,snow,1007.2,Stark bewölkt,-4.05,1612962000,1,6.509,347,3.74,2.68
15,-8.89,1.0,-5.59,0.93,cloudy,360.1,0.3609,0.2707,0.2,snow,1008.2,Stark bewölkt,-4.62,1612965600,1,4.746,346,3.87,2.85
16,-9.68,1.0,-5.9,0.95,cloudy,366.9,0.3803,0.2732,0.18,snow,1009.6,Stark bewölkt,-5.25,1612969200,0,3.35,344,3.89,2.88
17,-10.63,1.0,-6.37,0.97,fog,368.8,0.3941,0.2633,0.14,snow,1010.9,Nebel,-6.02,1612972800,0,2.697,343,4.2,2.91
18,-11.52,1.0,-7.16,0.96,fog,365.3,0.3827,0.2444,0.11,snow,1012.4,Nebel,-6.7,1612976400,0,2.516,342,4.72,2.98
19,-11.42,1.0,-7.62,0.95,fog,362.5,0.4507,0.2829,0.11,snow,1013.4,Nebel,-6.95,1612980000,0,2.613,334,4.13,2.63
20,-11.26,1.0,-7.49,0.96,fog,361.3,0.4184,0.2635,0.11,snow,1014.6,Nebel,-6.9,1612983600,0,2.426,336,3.96,2.55
21,-11.26,0.97,-7.6,0.96,fog,358.7,0.3088,0.193,0.1,snow,1015.8,Nebel,-7.01,1612987200,0,3.148,337,3.75,2.44
22,-11.56,0.94,-7.93,0.95,cloudy,365.3,0.1866,0.1145,0.05,snow,1017.2,Stark bewölkt,-7.29,1612990800,0,5.49,324,3.83,2.42
23,-12.17,0.93,-8.93,0.92,cloudy,381.4,0.1576,0.0934,0.03,snow,1018.7,Stark bewölkt,-7.8,1612994400,0,7.416,331,3.9,2.42
