,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-7.83,0.62,-8.95,0.77,partly-cloudy-night,398.3,0.0975,0.0688,0.03,snow,1021.0,Überwiegend bewölkt,-5.53,1612998000,0,14.615,0,4.4,1.38
1,-5.59,0.54,-9.11,0.76,partly-cloudy-night,382.1,0.0275,0.0194,0.01,snow,1022.1,Leicht bewölkt,-5.59,1613001600,0,15.613,6,3.12,1.16
2,-5.4,0.58,-8.64,0.78,partly-cloudy-night,377.4,0.0166,0.0118,0.01,snow,1022.8,Leicht bewölkt,-5.4,1613005200,0,13.08,19,3.25,1.15
3,-5.64,0.7,-8.77,0.79,partly-cloudy-night,370.2,0.0219,0.0153,0.02,snow,1023.3,Überwiegend bewölkt,-5.64,1613008800,0,9.767,29,3.49,1.1
4,-5.72,0.76,-8.84,0.79,partly-cloudy-night,357.6,0.036,0.025,0.02,snow,1023.9,Überwiegend bewölkt,-5.72,1613012400,0,12.656,38,3.65,1.07
5,-5.93,0.71,-8.97,0.79,partly-cloudy-night,351.9,0.0431,0.029,0.02,snow,1024.7,Überwiegend bewölkt,-5.93,1613016000,0,14.323,47,4.24,1.24
6,-8.61,0.72,-9.07,0.8,partly-cloudy-night,350.6,0.0413,0.0273,0.02,snow,1025.5,Überwiegend bewölkt,-6.15,1613019600,0,14.391,46,4.53,1.42
7,-9.44,0.74,-10.12,0.77,partly-cloudy-night,353.9,0.0154,0.0098,0.01,snow,1026.7,Überwiegend bewölkt,-6.77,1613023200,0,16.093,41,4.36,1.48
8,-9.94,0.46,-10.35,0.77,partly-cloudy-day,357.7,,0.0,0.0,,1027.6,Leicht bewölkt,-7.06,1613026800,0,15.842,43,4.28,1.57
9,-9.71,0.35,-10.28,0.76,partly-cloudy-day,358.6,,0.0,0.0,,1028.0,Leicht bewölkt,-6.68,1613030400,0,15.335,48,4.22,1.68
10,-8.69,0.16,-9.91,0.72,clear-day,360.7,,0.0,0.0,,1028.3,Klar,-5.68,1613034000,1,15.642,52,4.0,1.75
11,-7.59,0.58,-9.37,0.69,partly-cloudy-day,362.5,,0.0,0.0,,1028.8,Leicht bewölkt,-4.48,1613037600,1,16.093,57,3.94,1.94
12,-6.71,0.59,-8.76,0.67,partly-cloudy-day,360.6,,0.0,0.0,,1029.3,Leicht bewölkt,-3.53,1613041200,1,16.093,62,4.01,2.11
13,-6.4,0.44,-9.58,0.61,partly-cloudy-day,357.7,,0.0,0.0,,1030.0,Leicht bewölkt,-3.08,1613044800,1,16.093,60,4.24,2.28
14,-4.59,0.47,-9.15,0.56,partly-cloudy-day,356.5,,0.0,0.0,,1029.9,Leicht bewölkt,-1.55,1613048400,1,16.093,56,4.84,2.26
15,-4.26,0.49,-8.62,0.57,partly-cloudy-day,355.3,,0.0,0.0,,1029.6,Leicht bewölkt,-1.19,1613052000,1,16.093,55,4.52,2.34
16,-5.58,0.24,-8.45,0.63,clear-day,352.6,,0.0,0.0,,1029.8,Klar,-2.26,1613055600,0,16.093,54,4.73,2.4
17,-6.04,0.06,-8.52,0.64,clear-day,351.1,,0.0,0.0,,1030.0,Klar,-2.75,1613059200,0,16.093,52,4.9,2.3
18,-6.66,0.0,-8.6,0.67,clear-night,350.6,,0.0,0.0,,1030.5,Klar,-3.42,1613062800,0,16.093,45,4.95,2.17
19,-6.1,0.09,-8.14,0.7,clear-night,356.8,,0.0,0.0,,1031.2,Klar,-3.48,1613066400,0,16.093,45,1.81,1.72
20,-7.16,0.01,-8.24,0.72,clear-night,357.1,,0.0,0.0,,1031.4,Klar,-3.94,1613070000,0,16.093,39,4.05,2.08
21,-8.2,0.01,-8.59,0.72,clear-night,358.2,,0.0,0.0,,1032.2,Klar,-4.27,1613073600,0,16.093,43,6.16,2.61
22,-8.82,0.02,-8.9,0.72,clear-night,357.3,,0.0,0.0,,1032.6,Klar,-4.69,1613077200,0,16.093,45,6.54,2.71
23,-9.54,0.02,-9.55,0.72,clear-night,358.5,,0.0,0.0,,1032.7,Klar,-5.22,1613080800,0,16.093,46,6.74,2.78
