,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.65,0.98,3.33,0.85,cloudy,306.5,0.0203,0.06,rain,1033.6,Stark bewölkt,5.69,1578178800,0,16.093,195,7.81,2.59
1,4.21,0.98,3.2,0.83,cloudy,303.0,0.0,0.0,,1034.4,Stark bewölkt,5.79,1578182400,0,16.093,260,5.82,2.08
2,3.92,0.96,2.97,0.84,cloudy,301.9,0.0,0.0,,1035.0,Stark bewölkt,5.39,1578186000,0,16.093,197,5.56,1.91
3,3.93,0.92,3.0,0.85,cloudy,300.8,0.005,0.02,rain,1035.0,Stark bewölkt,5.33,1578189600,0,16.093,6,5.63,1.83
4,3.73,0.89,2.79,0.86,cloudy,299.3,0.0218,0.06,rain,1035.2,Stark bewölkt,4.89,1578193200,0,16.093,272,5.38,1.57
5,3.4,0.8,2.64,0.88,partly-cloudy-night,296.7,0.0294,0.08,rain,1035.5,Überwiegend bewölkt,4.48,1578196800,0,16.093,331,4.36,1.47
6,2.87,0.68,2.49,0.9,partly-cloudy-night,293.6,0.0347,0.08,rain,1035.8,Überwiegend bewölkt,4.0,1578200400,0,16.093,174,3.02,1.45
7,3.9,0.62,2.59,0.91,partly-cloudy-night,288.7,0.0387,0.07,rain,1036.1,Überwiegend bewölkt,3.9,1578204000,0,16.093,231,0.98,0.9
8,3.8,0.71,2.67,0.92,partly-cloudy-night,289.5,0.0449,0.07,rain,1036.2,Überwiegend bewölkt,3.8,1578207600,0,16.093,231,0.78,0.78
9,3.92,0.86,2.76,0.92,partly-cloudy-day,292.1,0.0486,0.08,rain,1036.2,Überwiegend bewölkt,3.92,1578211200,0,16.093,218,0.98,0.82
10,4.17,0.98,2.83,0.91,cloudy,295.2,0.0461,0.07,rain,1036.3,Stark bewölkt,4.17,1578214800,0,16.093,201,1.24,0.9
11,4.64,0.99,2.97,0.89,cloudy,298.5,0.0313,0.06,rain,1036.4,Stark bewölkt,4.64,1578218400,0,16.093,201,1.37,0.91
12,5.34,0.99,3.25,0.86,cloudy,302.3,0.015,0.06,rain,1036.6,Stark bewölkt,5.34,1578222000,1,16.093,202,1.54,0.94
13,5.99,0.96,3.46,0.84,cloudy,305.0,0.0062,0.06,rain,1036.8,Stark bewölkt,5.99,1578225600,1,16.093,202,1.73,0.96
14,6.85,0.89,3.68,0.8,cloudy,305.4,0.0,0.0,,1036.7,Stark bewölkt,6.85,1578229200,0,16.093,220,2.12,1.06
15,6.72,0.78,3.66,0.81,partly-cloudy-day,303.0,0.0,0.0,,1036.1,Überwiegend bewölkt,6.72,1578232800,0,16.093,202,2.46,1.24
16,5.16,0.7,3.61,0.85,partly-cloudy-day,302.4,0.0,0.0,,1035.8,Überwiegend bewölkt,5.9,1578236400,0,16.093,191,2.74,1.36
17,4.81,0.64,3.55,0.86,partly-cloudy-night,305.2,0.0,0.0,,1035.9,Überwiegend bewölkt,5.64,1578240000,0,16.093,190,2.96,1.4
18,4.41,0.6,3.45,0.88,partly-cloudy-night,309.7,0.006,0.02,rain,1036.0,Überwiegend bewölkt,5.3,1578243600,0,16.093,194,3.11,1.41
19,4.35,0.55,3.77,0.91,partly-cloudy-night,313.5,0.0082,0.02,rain,1036.0,Leicht bewölkt,5.2,1578247200,0,16.093,197,3.06,1.36
20,4.88,0.51,3.84,0.93,partly-cloudy-night,309.8,0.0,0.0,,1036.0,Leicht bewölkt,4.88,1578250800,0,16.093,197,2.49,1.26
21,4.41,0.47,3.62,0.95,partly-cloudy-night,311.5,0.0,0.0,,1035.5,Leicht bewölkt,4.41,1578254400,0,16.093,192,2.37,1.27
22,3.87,0.46,3.25,0.96,partly-cloudy-night,312.9,0.0,0.0,,1034.8,Leicht bewölkt,3.87,1578258000,0,16.093,191,2.13,1.2
23,3.31,0.51,2.76,0.96,partly-cloudy-night,313.9,0.0,0.0,,1034.6,Leicht bewölkt,3.31,1578261600,0,16.093,195,1.62,0.97
