,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,4.57,0.99,4.76,0.95,rain,347.2,1.0701,0.56,rain,1010.4,Regen,5.51,1589407200,0,5.753,8,2.05,1.47
1,4.28,0.99,4.32,0.93,rain,344.8,1.1448,0.58,rain,1011.0,Regen,5.29,1589410800,0,6.83,4,2.47,1.49
2,4.03,1.0,3.9,0.92,rain,343.7,1.2622,0.62,rain,1011.6,Regen,5.04,1589414400,0,8.8,359,2.74,1.47
3,3.8,0.99,3.84,0.94,rain,349.9,0.8856,0.6,rain,1012.1,Leichter Regen möglich,4.76,1589418000,0,16.093,45,3.78,1.4
4,3.41,0.99,3.51,0.94,rain,350.9,0.467,0.49,rain,1012.5,Leichter Regen möglich,4.44,1589421600,0,16.093,35,3.56,1.43
5,3.67,1.0,3.29,0.9,rain,351.3,0.478,0.47,rain,1013.0,Leichter Regen möglich,4.75,1589425200,0,16.093,30,3.67,1.49
6,3.49,0.99,3.49,0.91,rain,350.9,0.404,0.45,rain,1013.7,Leichter Regen möglich,4.78,1589428800,0,16.093,27,4.62,1.66
7,3.38,0.96,4.01,0.94,rain,350.0,0.2462,0.3,rain,1014.5,Leichter Regen möglich,4.83,1589432400,0,13.356,27,5.93,1.81
8,3.72,0.99,4.03,0.93,cloudy,348.4,0.0576,0.14,rain,1015.1,Stark bewölkt,5.05,1589436000,1,16.093,30,4.24,1.73
9,3.8,0.99,4.3,0.92,cloudy,348.5,0.0164,0.08,rain,1015.4,Stark bewölkt,5.5,1589439600,2,16.093,42,4.62,2.15
10,4.11,0.99,4.59,0.9,cloudy,348.9,0.0095,0.06,rain,1015.6,Stark bewölkt,6.12,1589443200,2,16.093,55,5.05,2.64
11,4.43,0.98,4.69,0.88,cloudy,349.2,0.0147,0.06,rain,1015.7,Stark bewölkt,6.58,1589446800,3,16.093,60,5.29,2.97
12,5.04,0.99,5.16,0.87,cloudy,349.2,0.0165,0.05,rain,1015.7,Stark bewölkt,7.14,1589450400,4,16.093,63,5.07,3.05
13,5.77,0.95,5.37,0.84,cloudy,349.0,0.0184,0.05,rain,1015.5,Stark bewölkt,7.86,1589454000,4,16.093,62,4.65,3.26
14,6.57,0.91,5.48,0.81,cloudy,348.7,0.0202,0.04,rain,1015.1,Stark bewölkt,8.57,1589457600,4,16.093,62,4.56,3.39
15,7.3,0.97,5.12,0.75,cloudy,345.4,0.0106,0.02,rain,1015.2,Stark bewölkt,9.24,1589461200,4,16.093,61,5.95,3.54
16,7.98,0.96,5.76,0.76,cloudy,345.6,0.0198,0.03,rain,1014.4,Stark bewölkt,9.89,1589464800,3,16.093,63,6.46,3.75
17,7.49,0.84,6.27,0.8,partly-cloudy-day,345.6,0.0274,0.04,rain,1014.0,Überwiegend bewölkt,9.53,1589468400,2,16.093,62,6.96,3.88
18,7.71,0.78,6.53,0.81,partly-cloudy-day,345.3,0.0215,0.04,rain,1013.9,Überwiegend bewölkt,9.68,1589472000,1,16.093,63,7.42,3.8
19,7.81,0.69,6.33,0.8,partly-cloudy-day,344.9,0.0144,0.04,rain,1014.1,Überwiegend bewölkt,9.6,1589475600,1,16.093,68,7.86,3.39
20,7.5,0.66,6.25,0.82,partly-cloudy-day,344.7,0.0125,0.04,rain,1014.4,Überwiegend bewölkt,9.09,1589479200,0,16.093,70,8.28,2.86
21,6.87,0.76,5.93,0.85,partly-cloudy-night,345.1,0.0089,0.04,rain,1014.9,Überwiegend bewölkt,8.29,1589482800,0,16.093,67,7.35,2.41
22,6.32,0.81,5.66,0.86,partly-cloudy-night,345.0,0.0,0.0,,1015.3,Überwiegend bewölkt,7.84,1589486400,0,16.093,64,7.52,2.42
23,5.73,0.68,5.49,0.87,partly-cloudy-night,345.2,0.0,0.0,,1015.3,Überwiegend bewölkt,7.43,1589490000,0,16.093,60,7.85,2.56
