,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-2.14,0.76,-1.97,0.81,partly-cloudy-night,347.5,0.0151,0.0241,0.05,snow,1023.6,Überwiegend bewölkt,0.87,1581548400,0,16.093,242,8.01,2.65
1,-2.06,0.75,-2.14,0.82,partly-cloudy-night,349.3,0.0203,0.03,0.04,snow,1023.3,Überwiegend bewölkt,0.59,1581552000,0,16.093,234,6.62,2.25
2,-1.91,0.73,-1.86,0.82,partly-cloudy-night,349.0,0.0089,0.0158,0.02,snow,1022.6,Überwiegend bewölkt,0.89,1581555600,0,16.093,224,6.49,2.44
3,-2.2,0.71,-2.01,0.83,partly-cloudy-night,349.0,,0.0,0.0,,1021.6,Überwiegend bewölkt,0.55,1581559200,0,16.093,210,4.98,2.34
4,-2.43,0.68,-2.11,0.84,partly-cloudy-night,349.9,,0.0,0.0,,1019.7,Überwiegend bewölkt,0.3,1581562800,0,16.093,198,4.01,2.28
5,-2.71,0.61,-2.2,0.85,partly-cloudy-night,352.4,,0.0,0.0,,1019.8,Überwiegend bewölkt,0.0,1581566400,0,16.093,190,3.84,2.22
6,-3.28,0.52,-2.47,0.87,partly-cloudy-night,355.7,,0.0,0.0,,1019.5,Leicht bewölkt,-0.5,1581570000,0,16.093,185,4.21,2.2
7,-3.45,0.51,-2.83,0.86,partly-cloudy-night,356.7,0.0071,0.0083,0.01,snow,1018.9,Leicht bewölkt,-0.72,1581573600,0,16.093,180,4.22,2.12
8,-3.0,0.64,-2.72,0.81,partly-cloudy-day,359.3,0.0057,0.0079,0.02,snow,1017.9,Überwiegend bewölkt,0.09,1581577200,0,16.093,176,5.71,2.59
9,-2.02,0.85,-2.42,0.76,partly-cloudy-day,362.1,,0.0071,0.02,rain,1016.8,Überwiegend bewölkt,1.41,1581580800,0,16.093,172,7.78,3.26
10,-1.33,1.0,-2.3,0.71,cloudy,365.6,,0.0083,0.03,rain,1015.4,Stark bewölkt,2.34,1581584400,1,16.093,171,9.56,3.89
11,-0.72,1.0,-2.43,0.67,cloudy,370.6,,0.0188,0.05,rain,1014.0,Stark bewölkt,3.04,1581588000,1,16.093,175,10.6,4.27
12,0.19,1.0,-2.72,0.62,cloudy,376.3,,0.0395,0.07,rain,1012.4,Stark bewölkt,3.92,1581591600,1,16.093,180,11.36,4.6
13,0.91,1.0,-2.54,0.59,cloudy,381.6,,0.0525,0.1,rain,1010.8,Stark bewölkt,4.71,1581595200,1,16.093,187,12.46,5.13
14,2.16,1.0,-2.53,0.55,cloudy,366.6,,0.043,0.09,rain,1008.6,Stark bewölkt,5.86,1581598800,1,16.093,191,15.2,5.56
15,2.51,1.0,-0.52,0.61,cloudy,371.0,,0.0708,0.11,rain,1006.7,Stark bewölkt,6.36,1581602400,1,13.95,201,16.37,6.27
16,1.66,1.0,0.98,0.71,cloudy,377.6,,0.1865,0.22,rain,1005.4,Stark bewölkt,5.81,1581606000,0,10.495,210,17.1,6.71
17,1.74,1.0,1.83,0.76,rain,387.7,,0.4559,0.44,rain,1005.2,Leichter Regen möglich,5.83,1581609600,0,10.452,218,17.26,6.54
18,1.75,1.0,2.81,0.82,rain,400.0,,0.8905,0.69,rain,1005.7,Leichter Regen,5.7,1581613200,0,11.993,226,16.97,6.06
19,1.41,1.0,3.65,0.89,rain,410.2,,1.1579,0.72,rain,1006.3,Regen,5.32,1581616800,0,12.463,231,16.69,5.74
20,0.96,0.99,3.36,0.9,rain,419.2,,0.3374,0.54,rain,1006.8,Leichter Regen möglich,4.93,1581620400,0,12.886,230,14.85,5.64
21,0.65,0.98,2.56,0.86,rain,425.4,,0.7607,0.69,rain,1007.2,Leichter Regen,4.78,1581624000,0,8.852,230,15.16,5.92
22,0.23,0.98,1.84,0.83,rain,429.7,,1.1887,0.75,rain,1007.8,Regen,4.55,1581627600,0,6.922,234,15.51,6.22
23,-0.05,0.99,1.53,0.82,rain,432.7,,1.0581,0.74,rain,1008.7,Regen,4.4,1581631200,0,9.346,245,15.89,6.44
