,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.21,0.94,-3.84,0.87,cloudy,359.1,0.0782,0.0723,0.07,snow,1001.1,Stark bewölkt,-1.94,1612825200,0,16.093,280,3.54,1.64
1,-2.38,0.85,-4.89,0.83,partly-cloudy-night,354.2,0.0364,0.0322,0.03,snow,1001.4,Überwiegend bewölkt,-2.38,1612828800,0,16.093,281,1.8,1.18
2,-2.66,0.61,-5.19,0.83,partly-cloudy-night,352.2,0.0081,0.007,0.02,snow,1001.5,Überwiegend bewölkt,-2.66,1612832400,0,16.093,224,1.42,0.94
3,-2.87,0.6,-5.2,0.84,partly-cloudy-night,349.1,,0.0,0.0,,1001.7,Überwiegend bewölkt,-2.87,1612836000,0,16.093,56,1.5,0.94
4,-2.9,0.66,-5.06,0.85,partly-cloudy-night,346.7,,0.0,0.0,,1001.8,Überwiegend bewölkt,-2.9,1612839600,0,16.093,346,1.66,1.01
5,-3.09,0.71,-5.07,0.86,partly-cloudy-night,346.9,,0.0,0.0,,1002.0,Überwiegend bewölkt,-3.09,1612843200,0,16.093,347,1.63,1.04
6,-3.45,0.75,-5.47,0.86,partly-cloudy-night,351.5,,0.0,0.0,,1002.6,Überwiegend bewölkt,-3.45,1612846800,0,13.024,346,1.74,1.12
7,-3.48,0.82,-5.75,0.84,partly-cloudy-night,348.7,0.0166,0.0137,0.02,snow,1003.1,Überwiegend bewölkt,-3.48,1612850400,0,9.964,346,1.74,1.22
8,-3.07,0.94,-5.62,0.83,cloudy,350.2,0.0201,0.0171,0.03,snow,1003.5,Stark bewölkt,-3.07,1612854000,0,11.472,311,1.72,1.27
9,-4.79,0.96,-5.43,0.8,cloudy,355.5,0.0255,0.0227,0.03,snow,1003.9,Stark bewölkt,-2.44,1612857600,0,15.544,314,2.31,1.65
10,-3.81,0.96,-5.39,0.75,cloudy,360.8,0.0434,0.0414,0.04,snow,1004.5,Stark bewölkt,-1.6,1612861200,1,16.093,298,2.16,1.64
11,-3.27,0.95,-5.37,0.72,cloudy,367.7,0.0385,0.0386,0.09,snow,1004.6,Stark bewölkt,-0.99,1612864800,1,16.093,294,2.35,1.75
12,-2.77,0.94,-4.97,0.71,cloudy,369.1,0.0295,0.0316,0.14,snow,1005.0,Stark bewölkt,-0.38,1612868400,1,12.939,291,2.58,1.9
13,-3.66,0.92,-5.17,0.75,cloudy,366.3,0.0183,0.0177,0.13,snow,1005.1,Stark bewölkt,-1.24,1612872000,1,9.949,311,2.47,1.83
14,-4.59,0.93,-5.02,0.8,cloudy,365.3,0.0305,0.0274,0.13,snow,1005.0,Stark bewölkt,-2.11,1612875600,1,11.503,311,2.2,1.77
15,-4.43,0.97,-4.65,0.82,cloudy,371.9,0.0397,0.036,0.15,snow,1005.2,Stark bewölkt,-2.0,1612879200,1,16.093,313,2.21,1.75
16,-4.15,0.99,-4.39,0.83,cloudy,371.1,0.0513,0.0477,0.15,snow,1005.3,Stark bewölkt,-1.83,1612882800,0,16.093,321,2.02,1.69
17,-4.61,0.96,-4.48,0.85,cloudy,369.7,0.0406,0.0363,0.12,snow,1005.6,Stark bewölkt,-2.38,1612886400,0,16.093,346,1.89,1.58
18,-5.14,0.86,-4.96,0.86,partly-cloudy-night,368.7,0.0148,0.0127,0.07,snow,1005.9,Überwiegend bewölkt,-2.95,1612890000,0,15.309,11,1.94,1.51
19,-2.88,0.87,-4.65,0.88,partly-cloudy-night,363.6,0.0077,0.0067,0.04,snow,1006.3,Überwiegend bewölkt,-2.88,1612893600,0,9.447,26,1.51,1.31
20,-4.63,0.93,-4.45,0.88,cloudy,358.6,0.0124,0.0109,0.03,snow,1006.2,Stark bewölkt,-2.78,1612897200,0,7.117,46,1.68,1.34
21,-4.86,0.94,-4.34,0.88,cloudy,348.9,0.0127,0.0113,0.02,snow,1006.5,Stark bewölkt,-2.64,1612900800,0,5.183,67,2.36,1.55
22,-5.04,0.96,-4.53,0.86,cloudy,344.7,0.0142,0.0127,0.01,snow,1006.3,Stark bewölkt,-2.57,1612904400,0,9.09,79,3.2,1.72
23,-5.22,0.96,-4.72,0.86,cloudy,342.5,0.0092,0.0082,0.01,snow,1005.8,Stark bewölkt,-2.65,1612908000,0,11.358,81,3.21,1.77
