,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,21.82,0.0,13.41,0.59,21.82,1567202400,0.0,10.003,11,0.62
1,21.05,0.0,12.41,0.58,21.05,1567206000,0.0,10.003,134,2.3
2,18.64,0.0,12.0,0.65,18.64,1567209600,0.0,10.003,80,1.28
3,18.64,0.0,12.0,0.65,18.64,1567213200,0.0,10.003,80,1.28
4,17.64,0.0,12.41,0.71,17.64,1567216800,0.0,10.003,20,0.62
5,16.64,0.0,12.41,0.76,16.64,1567220400,0.0,10.003,80,1.28
6,16.64,0.0,12.0,0.74,16.64,1567224000,0.0,10.003,33,2.16
7,17.05,0.0,12.41,0.74,17.05,1567227600,0.0,10.003,60,0.62
8,18.64,0.0,12.82,0.69,18.64,1567231200,0.0,10.003,11,1.28
9,21.64,0.0,12.82,0.57,21.64,1567234800,1.0,10.003,30,1.28
10,24.11,,13.0,0.5,24.11,1567238400,,10.003,60,2.6
11,26.13,,14.0,0.47,26.13,1567242000,,10.003,80,2.09
12,29.13,,15.0,0.42,29.13,1567245600,,10.003,60,2.09
13,30.12,,15.0,0.4,30.12,1567249200,,10.003,110,3.1
14,31.13,,15.0,0.38,31.13,1567252800,,10.003,221,2.6
15,32.12,,16.0,0.38,32.12,1567256400,,10.003,290,3.1
16,32.12,,15.0,0.36,32.12,1567260000,,10.003,210,2.6
17,33.13,,14.0,0.32,33.13,1567263600,,10.003,200,4.6
18,33.13,,13.0,0.3,33.13,1567267200,,10.003,170,3.1
19,32.12,,13.0,0.31,32.12,1567270800,,10.003,170,3.1
20,29.13,,14.0,0.4,29.13,1567274400,,10.003,161,2.09
21,26.13,0.19,14.0,0.47,26.13,1567278000,0.0,10.003,150,2.6
22,25.12,0.19,14.0,0.5,25.12,1567281600,0.0,10.003,150,3.1
23,25.81,0.19,14.0,0.48,25.81,1567285200,0.0,10.003,150,1.28
