,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.64,0.75,10.99,0.65,17.64,1569189600,0,6.248,270,,3.1
1,17.22,0.75,10.99,0.67,17.22,1569193200,0,6.484,250,,1.5
2,16.81,0.75,10.99,0.69,16.81,1569196800,0,7.657,221,,0.41
3,17.81,1.0,12.17,0.7,17.81,1569200400,0,10.003,264,,3.77
4,18.22,0.77,13.41,0.74,18.22,1569204000,0,10.003,280,9.8,5.34
5,16.64,0.9,13.41,0.81,16.64,1569207600,0,10.003,286,,5.09
6,15.22,0.9,13.41,0.89,15.22,1569211200,0,10.003,241,,3.63
7,14.27,0.52,14.0,0.99,14.22,1569214800,0,10.003,237,,2.81
8,14.22,0.77,13.59,0.96,14.22,1569218400,0,9.414,237,,2.81
9,14.27,0.9,14.0,0.99,14.22,1569222000,1,10.003,234,,1.96
10,14.27,0.85,14.0,0.99,14.22,1569225600,1,10.003,210,,1.28
11,15.37,0.77,15.0,0.99,15.22,1569229200,2,10.003,230,,2.6
12,16.32,0.9,15.0,0.92,16.22,1569232800,3,10.003,225,,2.51
13,17.26,0.9,15.0,0.87,17.22,1569236400,3,10.003,238,,3.1
14,19.81,0.9,14.41,0.71,19.81,1569240000,3,10.003,225,,3.01
15,19.23,0.77,14.0,0.72,19.23,1569243600,3,10.003,252,,3.01
16,20.81,0.62,10.99,0.53,20.81,1569247200,2,10.003,275,,4.22
17,20.81,0.75,10.41,0.51,20.81,1569250800,1,10.003,258,,5.09
18,20.23,0.75,10.41,0.53,20.23,1569254400,0,10.003,251,,5.09
19,19.64,0.19,10.58,0.56,19.64,1569258000,0,10.003,252,,4.31
20,16.05,0.52,10.41,0.69,16.05,1569261600,0,10.003,241,,3.52
21,15.64,0.08,10.99,0.74,15.64,1569265200,0,10.003,265,,2.6
22,13.23,0.08,10.99,0.86,13.23,1569268800,0,10.003,200,,0.62
23,12.81,0.08,10.99,0.89,12.81,1569272400,0,10.003,0,,1.85
