,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.07,0.62,0.01,0.69,5.22,1552258800,0.0,10.003,270,,4.11
1,1.24,0.08,-1.01,0.67,4.64,1552262400,0.0,10.003,263,,4.31
2,-0.2,0.08,-1.01,0.69,4.23,1552266000,0.0,10.003,241,,6.29
3,0.89,0.62,-1.01,0.62,5.64,1552269600,0.0,10.003,248,11.3,8.34
4,1.22,0.62,-1.01,0.62,5.64,1552276800,0.0,10.003,251,,7.32
5,0.7,0.75,-2.58,0.56,5.64,1552280400,0.0,10.003,263,11.8,9.01
6,-1.35,0.9,-1.17,0.73,3.22,1552284000,0.0,10.003,300,11.18,5.96
7,0.78,0.62,-1.59,0.71,3.22,1552287600,0.0,10.003,270,9.8,2.51
8,0.97,0.33,-2.58,0.57,5.22,1552291200,1.0,10.003,276,8.21,6.53
9,0.76,0.75,-3.57,0.52,5.64,1552294800,2.0,10.003,277,13.93,8.8
10,0.89,0.44,0.59,0.72,5.22,1552298400,2.0,10.003,260,14.92,6.74
11,0.73,0.77,-1.42,0.6,5.64,1552302000,3.0,10.003,276,11.88,8.89
12,2.67,0.77,-2.58,0.5,7.05,1552305600,3.0,10.003,279,12.39,8.6
13,3.31,0.77,-2.58,0.48,7.64,1552309200,2.0,10.003,280,14.23,9.07
14,3.18,0.62,-1.59,0.52,7.64,1552312800,2.0,10.003,274,14.4,9.59
15,4.25,0.62,-3.57,0.43,8.23,1552316400,1.0,10.003,271,13.81,8.45
16,4.1,,-2.99,0.45,8.23,1552320000,,10.003,277,15.4,9.01
17,2.47,0.18,-2.99,0.48,7.22,1552323600,0.0,10.003,282,15.27,10.22
18,2.32,0.18,-3.57,0.48,6.63,1552327200,0.0,10.003,283,12.08,7.91
19,1.99,0.08,-2.58,0.53,6.22,1552330800,0.0,10.003,280,11.99,7.28
20,0.79,0.31,-2.0,0.58,5.64,1552334400,0.0,10.003,293,15.99,8.7
21,0.37,0.31,-1.59,0.6,5.64,1552338000,0.0,10.003,286,16.5,10.25
22,1.47,0.31,-2.0,0.58,5.64,1552341600,0.0,10.003,271,13.4,6.62
