,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,13.94,0.97,3.06,0.48,cloudy,341.2,0,0,1020.5,Stark bewölkt,13.94,1588888800,0,16.093,8,0.86,0.86
1,13.38,0.99,2.78,0.49,cloudy,341.5,0,0,1020.3,Stark bewölkt,13.38,1588892400,0,16.093,24,0.92,0.79
2,12.76,0.99,2.63,0.5,cloudy,341.5,0,0,1020.1,Stark bewölkt,12.76,1588896000,0,16.093,33,1.1,0.82
3,12.51,0.99,4.84,0.6,cloudy,344.2,0,0,1019.7,Stark bewölkt,12.51,1588899600,0,16.093,44,1.49,1.04
4,11.49,0.98,4.67,0.63,cloudy,342.7,0,0,1019.5,Stark bewölkt,11.49,1588903200,0,16.093,15,1.65,1.03
5,11.56,1.0,4.33,0.61,cloudy,341.6,0,0,1019.1,Stark bewölkt,11.56,1588906800,0,16.093,8,1.8,0.99
6,11.51,0.99,4.26,0.61,cloudy,341.9,0,0,1019.3,Stark bewölkt,11.51,1588910400,0,16.093,48,1.98,0.88
7,11.68,0.99,4.31,0.61,cloudy,342.7,0,0,1019.3,Stark bewölkt,11.68,1588914000,0,16.093,136,2.16,0.78
8,12.88,0.97,4.07,0.55,cloudy,344.5,0,0,1019.2,Stark bewölkt,12.88,1588917600,1,16.093,300,2.03,0.76
9,14.82,0.93,4.73,0.51,cloudy,344.5,0,0,1019.1,Stark bewölkt,14.82,1588921200,1,16.093,235,1.83,0.69
10,17.16,0.87,5.49,0.46,partly-cloudy-day,344.3,0,0,1019.0,Überwiegend bewölkt,17.16,1588924800,2,16.093,117,1.51,0.64
11,19.24,0.83,5.76,0.41,partly-cloudy-day,344.2,0,0,1018.7,Überwiegend bewölkt,19.24,1588928400,3,16.093,101,1.26,0.66
12,20.98,0.85,5.41,0.36,partly-cloudy-day,344.9,0,0,1018.3,Überwiegend bewölkt,20.98,1588932000,4,16.093,95,1.14,0.81
13,22.52,0.88,4.94,0.32,cloudy,345.9,0,0,1017.9,Stark bewölkt,22.52,1588935600,4,16.093,93,1.11,1.03
14,23.65,0.9,4.18,0.28,cloudy,346.6,0,0,1017.5,Stark bewölkt,23.65,1588939200,4,16.093,91,1.19,1.15
15,24.28,0.9,2.26,0.24,cloudy,336.9,0,0,1017.1,Stark bewölkt,24.28,1588942800,4,16.093,99,1.1,1.1
16,24.57,0.9,2.0,0.23,cloudy,337.4,0,0,1016.6,Stark bewölkt,24.57,1588946400,3,16.093,110,1.17,0.89
17,23.78,0.9,2.52,0.25,cloudy,337.9,0,0,1016.1,Stark bewölkt,23.78,1588950000,2,16.093,118,1.38,0.8
18,23.86,0.9,3.85,0.27,cloudy,338.1,0,0,1015.7,Stark bewölkt,23.86,1588953600,1,16.093,105,1.68,0.89
19,23.58,0.92,5.21,0.3,cloudy,338.4,0,0,1015.5,Stark bewölkt,23.58,1588957200,0,16.093,84,2.08,1.06
20,22.67,0.93,6.38,0.35,cloudy,340.3,0,0,1015.3,Stark bewölkt,22.67,1588960800,0,16.093,65,2.91,1.31
21,21.13,0.91,6.78,0.39,cloudy,340.1,0,0,1015.3,Stark bewölkt,21.13,1588964400,0,16.093,51,3.98,1.46
22,19.38,0.86,6.69,0.44,partly-cloudy-night,339.4,0,0,1015.4,Überwiegend bewölkt,19.38,1588968000,0,16.093,36,5.24,1.6
23,17.89,0.84,6.96,0.49,partly-cloudy-night,339.0,0,0,1015.5,Überwiegend bewölkt,17.89,1588971600,0,16.093,27,6.12,1.7
