,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.63,0.96,-0.66,0.87,cloudy,333.7,0.0,0.0,,1027.4,Stark bewölkt,1.23,1613430000,0,16.093,201,6.58,2.57
1,-1.09,0.99,0.88,0.95,cloudy,331.1,0.0059,0.04,rain,1027.2,Stark bewölkt,1.56,1613433600,0,16.093,213,4.68,2.41
2,-0.78,0.97,1.12,0.95,cloudy,330.1,0.0061,0.03,rain,1026.8,Stark bewölkt,1.77,1613437200,0,16.093,211,5.94,2.35
3,-0.6,0.99,1.7,0.98,cloudy,329.9,0.0055,0.03,rain,1026.3,Stark bewölkt,2.05,1613440800,0,16.093,209,7.25,2.5
4,-0.5,0.99,1.75,0.98,cloudy,329.2,0.006,0.03,rain,1025.6,Stark bewölkt,2.07,1613444400,0,16.093,199,5.93,2.42
5,-0.75,1.0,1.4,0.96,cloudy,328.4,0.0088,0.03,rain,1025.0,Stark bewölkt,1.91,1613448000,0,16.093,196,6.99,2.49
6,-1.03,0.99,1.15,0.97,cloudy,325.1,0.0111,0.03,rain,1024.6,Stark bewölkt,1.57,1613451600,0,16.093,180,5.92,2.37
7,-1.05,0.99,0.88,0.96,cloudy,323.3,0.0119,0.04,rain,1024.5,Stark bewölkt,1.4,1613455200,0,15.569,184,4.64,2.19
8,-1.36,0.97,0.91,0.96,cloudy,322.5,0.0167,0.04,rain,1024.0,Stark bewölkt,1.51,1613458800,0,15.313,183,6.41,2.64
9,-0.97,0.96,0.9,0.94,cloudy,321.9,0.0152,0.03,rain,1023.8,Stark bewölkt,1.7,1613462400,0,16.093,185,5.76,2.46
10,-0.1,0.76,1.29,0.92,partly-cloudy-day,320.8,0.0071,0.03,rain,1023.4,Überwiegend bewölkt,2.43,1613466000,1,16.093,181,5.32,2.45
11,1.56,0.59,1.8,0.86,partly-cloudy-day,319.9,0.0,0.0,,1022.7,Leicht bewölkt,3.87,1613469600,1,16.093,184,5.59,2.5
12,3.42,0.63,2.38,0.81,partly-cloudy-day,318.4,0.0,0.0,,1022.1,Überwiegend bewölkt,5.38,1613473200,2,16.093,183,5.64,2.42
13,5.21,0.79,3.04,0.78,partly-cloudy-day,321.3,0.0,0.0,,1021.0,Überwiegend bewölkt,6.56,1613476800,2,16.093,172,3.96,1.98
14,6.85,0.84,3.36,0.74,partly-cloudy-day,321.5,0.0,0.0,,1020.2,Überwiegend bewölkt,7.65,1613480400,1,16.093,139,3.1,1.6
15,7.04,0.94,3.66,0.74,cloudy,321.4,0.0,0.0,,1018.9,Stark bewölkt,8.03,1613484000,1,16.093,144,3.62,1.85
16,5.07,0.86,3.3,0.8,partly-cloudy-day,321.3,0.0,0.0,,1018.2,Überwiegend bewölkt,6.51,1613487600,0,16.093,142,4.5,2.05
17,5.32,0.81,3.36,0.8,partly-cloudy-day,321.1,0.0,0.0,,1017.2,Überwiegend bewölkt,6.55,1613491200,0,16.093,157,3.7,1.85
18,3.58,0.96,3.3,0.88,cloudy,319.6,0.0,0.0,,1017.0,Stark bewölkt,5.1,1613494800,0,16.093,160,3.32,1.91
19,2.9,0.87,3.2,0.91,partly-cloudy-night,317.5,0.0,0.0,,1016.8,Überwiegend bewölkt,4.53,1613498400,0,16.093,186,2.29,1.93
20,2.28,0.93,3.14,0.92,cloudy,323.5,0.0055,0.04,rain,1017.0,Stark bewölkt,4.27,1613502000,0,16.093,193,2.7,2.24
21,1.5,0.96,2.6,0.93,cloudy,327.7,0.0263,0.05,rain,1016.6,Stark bewölkt,3.67,1613505600,0,16.093,193,3.31,2.31
22,1.26,0.97,2.35,0.91,cloudy,334.0,0.0476,0.09,rain,1016.4,Stark bewölkt,3.64,1613509200,0,16.093,200,4.86,2.54
23,1.25,0.97,2.65,0.92,cloudy,338.2,0.0784,0.21,rain,1016.3,Stark bewölkt,3.86,1613512800,0,16.093,211,7.92,2.85
