,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.14,0.99,-1.82,0.87,snow,362.9,0.2263,0.2726,0.31,snow,1025.7,Leichter Schneefall möglich,0.13,1610924400,0,0.104,265,9.01,4.02
1,-4.24,0.93,-1.77,0.88,snow,362.7,0.1664,0.1968,0.29,snow,1025.2,Leichter Schneefall möglich,-0.01,1610928000,0,0.142,278,8.87,3.92
2,-4.37,0.89,-1.85,0.88,snow,362.1,0.1897,0.2214,0.27,snow,1025.2,Leichter Schneefall möglich,-0.16,1610931600,0,0.129,275,8.77,3.85
3,-4.63,0.94,-2.09,0.88,snow,361.7,0.2815,0.3166,0.29,snow,1025.3,Schneefall,-0.35,1610935200,0,0.095,281,8.83,3.88
4,-4.67,0.96,-2.32,0.87,snow,362.4,0.3028,0.3332,0.29,snow,1025.5,Schneefall,-0.46,1610938800,0,0.134,281,8.44,3.76
5,-4.65,0.99,-2.4,0.87,fog,359.0,0.2458,0.272,0.24,snow,1025.8,Nebel,-0.46,1610942400,0,0.252,286,8.18,3.72
6,-4.92,0.98,-2.68,0.86,fog,361.3,0.2328,0.2494,0.2,snow,1026.3,Nebel,-0.67,1610946000,0,0.139,275,8.06,3.73
7,-5.46,0.98,-3.07,0.84,fog,368.6,0.3586,0.3789,0.21,snow,1027.3,Nebel,-0.69,1610949600,0,0.132,279,9.75,4.48
8,-5.43,0.96,-3.12,0.84,fog,367.3,0.2752,0.2879,0.18,snow,1027.7,Nebel,-0.75,1610953200,0,0.147,279,9.52,4.32
9,-5.19,0.91,-3.17,0.83,fog,363.9,0.1657,0.1756,0.15,snow,1028.1,Nebel,-0.61,1610956800,0,0.495,272,9.23,4.22
10,-5.45,0.9,-3.41,0.83,fog,359.8,0.1369,0.1378,0.14,snow,1028.2,Nebel,-0.92,1610960400,0,0.634,276,8.53,4.05
11,-4.59,0.92,-3.43,0.79,fog,354.0,0.0898,0.097,0.16,snow,1028.3,Nebel,-0.2,1610964000,1,1.833,282,8.11,4.09
12,-4.05,0.94,-3.27,0.78,cloudy,354.3,0.0861,0.0958,0.24,snow,1028.1,Stark bewölkt,0.14,1610967600,1,6.603,261,7.33,3.91
13,-4.17,0.93,-3.38,0.77,cloudy,360.5,0.0473,0.0526,0.2,snow,1027.2,Stark bewölkt,0.2,1610971200,1,16.093,261,7.75,4.18
14,-3.21,0.92,-2.93,0.77,cloudy,359.9,0.0337,0.0404,0.2,snow,1026.8,Stark bewölkt,0.67,1610974800,1,16.093,259,7.55,3.65
15,-3.33,0.88,-2.89,0.78,cloudy,358.9,0.0347,0.0411,0.19,snow,1026.4,Stark bewölkt,0.53,1610978400,0,16.093,256,7.66,3.57
16,-3.79,0.92,-3.11,0.79,cloudy,354.7,0.0395,0.0443,0.14,snow,1026.4,Stark bewölkt,0.04,1610982000,0,16.093,249,7.94,3.4
17,-4.47,0.93,-3.71,0.8,cloudy,351.1,0.0432,0.0451,0.1,snow,1026.8,Stark bewölkt,-0.69,1610985600,0,16.093,244,7.29,3.16
18,-4.97,0.94,-3.86,0.82,cloudy,355.5,0.0279,0.0281,0.06,snow,1027.2,Stark bewölkt,-1.11,1610989200,0,13.227,243,8.26,3.15
19,-4.57,0.99,-4.0,0.81,cloudy,350.5,0.0177,0.0179,0.03,snow,1027.8,Stark bewölkt,-1.21,1610992800,0,9.794,237,5.71,2.6
20,-4.69,0.97,-4.11,0.82,cloudy,347.2,0.0088,0.0088,0.02,snow,1027.8,Stark bewölkt,-1.46,1610996400,0,16.093,232,5.31,2.44
21,-5.04,0.95,-4.39,0.83,cloudy,341.6,0.0058,0.0056,0.01,snow,1027.6,Stark bewölkt,-1.82,1611000000,0,16.093,227,5.37,2.38
22,-5.37,0.79,-4.91,0.82,partly-cloudy-night,337.1,0.0065,0.006,0.01,snow,1027.4,Überwiegend bewölkt,-2.25,1611003600,0,16.093,221,4.7,2.23
23,-6.02,0.62,-5.36,0.83,partly-cloudy-night,332.8,,0.0,0.0,,1027.2,Überwiegend bewölkt,-2.89,1611007200,0,16.093,210,3.32,2.15
