,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-5.04,0.0,-4.17,0.9,clear-night,307.1,,0.0,0.0,,1032.5,Klar,-2.8,1577919600,0,16.093,163,1.6,1.56
1,-5.06,0.0,-4.67,0.88,clear-night,308.9,,0.0,0.0,,1032.2,Klar,-2.97,1577923200,0,16.093,174,1.48,1.45
2,-4.13,0.0,-3.39,0.87,clear-night,310.6,,0.0,0.0,,1031.3,Klar,-1.59,1577926800,0,16.093,179,1.91,1.87
3,-4.49,0.0,-4.32,0.86,clear-night,313.0,,0.0,0.0,,1031.9,Klar,-2.37,1577930400,0,16.093,206,1.59,1.52
4,-3.16,0.0,-5.15,0.86,clear-night,315.1,,0.0,0.0,,1031.8,Klar,-3.16,1577934000,0,16.093,218,1.36,1.24
5,-3.6,0.0,-5.55,0.86,clear-night,316.4,,0.0,0.0,,1031.9,Klar,-3.6,1577937600,0,16.093,196,1.22,1.08
6,-3.77,0.0,-5.67,0.87,clear-night,317.3,,0.0,0.0,,1032.0,Klar,-3.77,1577941200,0,16.093,246,1.11,1.0
7,-3.72,0.0,-6.08,0.84,clear-night,315.8,,0.0,0.0,,1032.1,Klar,-3.72,1577944800,0,16.093,228,0.93,0.9
8,-3.59,0.01,-6.0,0.83,clear-night,316.0,,0.0,0.0,,1032.5,Klar,-3.59,1577948400,0,16.093,244,0.88,0.88
9,-3.12,0.01,-5.94,0.81,clear-day,316.3,0.004,0.0051,0.01,snow,1032.7,Klar,-3.12,1577952000,0,16.093,182,0.9,0.9
10,-2.13,0.0,-5.54,0.77,clear-day,317.4,0.0047,0.0072,0.02,snow,1032.5,Klar,-2.13,1577955600,0,16.093,215,0.88,0.88
11,-0.41,0.0,-4.52,0.74,clear-day,319.5,,0.0072,0.05,rain,1032.1,Klar,-0.41,1577959200,1,16.093,199,0.78,0.77
12,2.12,0.0,-3.44,0.67,clear-day,322.4,,0.0062,0.06,rain,1031.5,Klar,2.12,1577962800,1,16.093,171,0.76,0.64
13,3.9,0.0,-2.46,0.63,clear-day,326.2,,0.0051,0.05,rain,1030.9,Klar,3.9,1577966400,1,16.093,223,0.81,0.6
14,3.81,0.0,-1.53,0.68,clear-day,334.5,,0.0,0.0,,1030.6,Klar,3.81,1577970000,0,16.093,119,0.85,0.82
15,3.06,0.0,-1.47,0.72,clear-day,339.9,,0.0,0.0,,1029.7,Klar,3.06,1577973600,0,16.093,161,0.98,0.95
16,1.46,0.0,-1.99,0.78,clear-day,344.0,,0.0,0.0,,1029.3,Klar,1.46,1577977200,0,16.093,189,1.16,1.14
17,-0.6,0.01,-2.34,0.79,clear-night,345.6,,0.0,0.0,,1029.4,Klar,0.89,1577980800,0,16.093,194,1.49,1.41
18,-1.95,0.01,-2.97,0.8,clear-night,345.9,,0.0,0.0,,1029.8,Klar,0.13,1577984400,0,16.093,191,1.9,1.74
19,-2.98,0.02,-3.75,0.79,clear-night,341.4,,0.0,0.0,,1030.0,Klar,-0.48,1577988000,0,16.093,175,2.27,1.97
20,-2.94,0.02,-3.84,0.77,clear-night,344.7,,0.0,0.0,,1029.9,Klar,-0.31,1577991600,0,16.093,184,2.43,2.09
21,-2.84,0.01,-3.86,0.76,clear-night,349.3,,0.0,0.0,,1029.6,Klar,-0.18,1577995200,0,16.093,197,2.51,2.15
22,-3.28,0.01,-3.98,0.77,clear-night,351.5,,0.0,0.0,,1029.4,Klar,-0.49,1577998800,0,16.093,207,2.8,2.21
23,-3.37,0.0,-3.9,0.77,clear-night,349.1,,0.0,0.0,,1029.2,Klar,-0.43,1578002400,0,16.093,213,3.45,2.35
