,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,21.82,0.52,11.83,0.53,21.82,1565042400,0,10.003,345,,1.75
1,19.81,0.19,11.41,0.58,19.81,1565046000,0,10.003,210,,0.62
2,18.22,0.44,11.83,0.66,18.22,1565049600,0,10.003,221,,0.41
3,18.22,0.75,12.41,0.69,18.22,1565053200,0,10.003,180,,0.41
4,18.81,1.0,12.41,0.66,18.81,1565056800,0,10.003,200,,0.62
5,19.23,1.0,12.41,0.65,19.23,1565060400,0,10.003,335,,1.5
6,18.22,1.0,12.82,0.71,18.22,1565064000,0,10.003,230,,1.75
7,19.23,0.75,12.82,0.66,19.23,1565067600,0,10.003,230,,0.87
8,20.23,0.75,14.0,0.67,20.23,1565071200,1,10.003,230,,0.62
9,19.68,0.66,15.59,0.77,19.64,1565074800,2,10.003,248,,2.3
10,19.96,0.62,16.41,0.81,19.81,1565078400,3,10.003,232,,2.89
11,20.1,0.52,17.41,0.86,19.81,1565082000,4,10.003,222,,1.96
12,20.93,0.77,16.41,0.76,20.81,1565085600,4,10.003,180,,1.28
13,20.58,0.77,18.0,0.87,20.23,1565089200,5,10.003,180,,2.89
14,22.45,0.75,17.41,0.74,22.23,1565092800,5,10.003,186,,2.72
15,22.8,0.66,17.0,0.7,22.64,1565096400,5,10.003,230,,1.5
16,24.37,0.77,17.0,0.64,24.22,1565100000,4,10.003,240,,0.87
17,24.78,0.52,17.0,0.63,24.63,1565103600,3,10.003,230,,0.87
18,25.37,0.52,17.0,0.6,25.22,1565107200,2,10.003,260,,0.41
19,24.37,0.52,17.0,0.64,24.22,1565110800,1,10.003,142,,2.16
20,24.37,0.52,17.0,0.64,24.22,1565114400,0,10.003,150,,0.87
21,22.59,0.77,18.59,0.8,22.23,1565118000,0,10.003,300,11.8,7.7
22,18.43,0.9,16.41,0.89,18.22,1565121600,0,10.003,93,14.97,2.3
23,18.89,0.66,16.83,0.89,18.64,1565125200,0,10.003,101,,0.62
