,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,31.82,0.0,11.41,0.29,31.82,1564092000,0,10.003,46,7.7,5.04
1,30.41,0.0,11.41,0.31,30.41,1564095600,0,10.003,57,,3.77
2,29.64,0.0,10.41,0.3,29.64,1564099200,0,10.003,38,,3.81
3,29.23,0.0,10.41,0.31,29.23,1564102800,0,10.003,30,,1.7
4,27.06,0.0,10.99,0.37,27.06,1564106400,0,10.003,0,,2.58
5,25.05,0.0,11.58,0.43,25.05,1564110000,0,10.003,41,,1.28
6,25.05,0.0,10.99,0.41,25.05,1564113600,0,10.003,41,,1.49
7,25.64,0.0,12.0,0.43,25.64,1564117200,0,10.003,41,,1.49
8,27.81,0.0,11.41,0.36,27.81,1564120800,1,10.003,50,,1.28
9,28.82,0.0,12.0,0.35,28.82,1564124400,2,10.003,60,,4.19
10,31.23,0.0,11.58,0.3,31.23,1564128000,4,10.003,77,,3.98
11,32.23,0.0,12.0,0.29,32.23,1564131600,6,10.003,96,,3.1
12,34.21,0.0,12.59,0.27,34.21,1564135200,7,10.003,71,,0.87
13,35.65,0.0,12.59,0.25,35.65,1564138800,8,10.003,96,,2.3
14,36.65,0.0,12.59,0.24,36.65,1564142400,8,10.003,101,,2.6
15,37.63,0.08,13.59,0.24,37.63,1564146000,7,10.003,10,,2.3
16,37.63,0.08,12.17,0.22,37.63,1564149600,6,10.003,11,,1.49
17,35.65,0.08,14.17,0.28,35.65,1564153200,4,10.003,261,,6.04
18,34.06,0.08,15.0,0.32,34.06,1564156800,2,10.003,264,,4.18
19,34.21,0.08,15.0,0.32,34.21,1564160400,1,10.003,286,,2.58
20,33.64,0.08,15.0,0.33,33.64,1564164000,0,5.778,323,,1.85
21,32.23,0.0,14.0,0.33,32.23,1564167600,0,10.003,336,,3.1
22,31.47,0.0,13.34,0.33,31.47,1564171200,0,10.003,15,,4.68
23,30.06,0.75,12.59,0.34,30.06,1564174800,0,10.003,22,,3.86
