,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,5.4,0.0,0.42,0.7,5.4,1551222000,0.0,10.003,80.0,0.62
1,3.22,0.0,-1.17,0.73,3.22,1551225600,0.0,10.003,341.0,0.87
2,3.4,0.0,-1.17,0.72,3.4,1551229200,0.0,10.003,293.0,1.3
3,1.8,0.0,-2.17,0.75,1.8,1551232800,0.0,10.003,,0.0
4,1.63,0.0,-2.17,0.76,1.63,1551236400,0.0,10.003,0.0,0.87
5,1.63,0.0,-3.16,0.7,1.63,1551240000,0.0,10.003,11.0,0.62
6,1.47,0.0,-3.75,0.68,1.47,1551243600,0.0,10.003,20.0,1.28
7,1.21,0.0,-3.75,0.69,1.21,1551247200,0.0,10.003,0.0,0.87
8,1.21,0.0,-3.75,0.69,1.21,1551250800,0.0,10.003,350.0,1.08
9,4.23,0.0,-1.01,0.69,4.23,1551254400,0.0,10.003,0.0,1.08
10,6.81,0.0,-1.59,0.55,6.81,1551258000,1.0,10.003,11.0,0.62
11,9.81,0.0,-1.01,0.47,9.81,1551261600,2.0,10.003,20.0,0.87
12,12.22,0.0,-1.42,0.39,12.22,1551265200,3.0,10.003,120.0,0.62
13,14.64,0.0,-2.58,0.3,14.64,1551268800,3.0,10.003,240.0,0.21
14,16.64,0.0,-1.59,0.29,16.64,1551272400,2.0,10.003,161.0,1.5
15,17.64,,-3.4,0.24,17.64,1551276000,,10.003,221.0,0.62
16,18.64,0.0,-3.57,0.22,18.64,1551279600,1.0,10.003,211.0,1.96
17,17.64,0.0,-2.99,0.24,17.64,1551283200,0.0,10.003,200.0,1.75
18,15.4,0.0,-3.99,0.26,15.4,1551286800,0.0,10.003,221.0,0.41
19,11.39,0.0,-2.99,0.36,11.39,1551290400,0.0,10.003,200.0,0.41
20,8.23,0.0,-2.58,0.46,8.23,1551294000,0.0,10.003,161.0,0.41
21,5.81,0.0,-2.0,0.57,5.81,1551301200,0.0,10.003,150.0,0.62
22,2.59,0.0,-2.99,0.61,3.82,1551304800,0.0,10.003,251.0,1.5
