,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,13.33,0.75,1.3,0.44,13.33,1554242400,0,10.003,250,,4.26
1,11.33,0.75,2.0,0.53,11.33,1554246000,0,10.003,250,,1.76
2,11.33,0.44,1.3,0.5,11.33,1554249600,0,10.003,240,,3.1
3,10.64,0.36,2.31,0.56,10.64,1554253200,0,10.003,251,,2.14
4,10.33,0.44,3.7,0.63,10.33,1554256800,0,10.003,231,,3.48
5,8.63,0.61,4.38,0.71,9.33,1554260400,0,10.003,224,,1.76
6,8.64,0.44,4.07,0.73,8.64,1554264000,0,10.003,230,,1.04
7,7.96,0.53,5.07,0.82,7.96,1554267600,0,10.003,206,,1.19
8,7.65,0.53,5.38,0.86,7.65,1554271200,0,10.003,112,,1.19
9,7.65,0.36,5.76,0.82,8.64,1554274800,1,10.003,90,,1.95
10,9.24,0.36,6.07,0.78,9.64,1554278400,2,10.003,80,,1.5
11,10.26,0.44,4.38,0.67,10.26,1554282000,3,10.003,230,,3.6
12,11.26,0.44,4.38,0.63,11.26,1554285600,4,10.003,242,,2.79
13,11.57,0.75,3.7,0.58,11.57,1554289200,4,10.003,240,,2.6
14,13.26,0.36,3.7,0.52,13.26,1554292800,5,10.003,220,,2.76
15,13.95,0.53,3.7,0.5,13.95,1554296400,4,10.003,55,,2.91
16,11.5,0.53,5.07,0.65,11.5,1554300000,3,10.003,351,,5.09
17,10.81,0.36,4.38,0.64,10.81,1554303600,2,10.003,330,,6.27
18,5.36,0.75,2.69,0.66,8.74,1554307200,1,10.003,293,,6.88
19,4.18,0.75,3.62,0.79,7.06,1554310800,0,10.003,296,,4.4
20,0.94,0.75,2.62,0.89,4.2,1554314400,0,10.003,311,11.3,3.91
21,1.99,0.75,2.69,0.91,3.95,1554318000,0,10.003,309,,2.15
22,0.72,0.75,1.68,0.85,3.95,1554321600,0,10.003,280,,3.75
23,0.9,0.75,1.68,0.89,3.27,1554325200,0,10.003,283,,2.44
