,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,10.17,0.79,5.36,0.72,partly-cloudy-night,335.9,0.0,0.0,,1030.9,Überwiegend bewölkt,10.17,1590616800,0,16.093,168,1.13,0.95
1,9.62,0.76,5.07,0.73,partly-cloudy-night,335.7,0.0,0.0,,1030.8,Überwiegend bewölkt,9.62,1590620400,0,16.093,182,1.14,1.04
2,9.18,0.75,4.84,0.74,partly-cloudy-night,337.2,0.0,0.0,,1030.6,Überwiegend bewölkt,9.18,1590624000,0,16.093,195,1.19,1.09
3,9.12,0.81,5.36,0.77,partly-cloudy-night,344.7,0.0,0.0,,1030.1,Überwiegend bewölkt,9.12,1590627600,0,16.093,194,0.94,0.77
4,8.8,0.88,5.17,0.78,cloudy,350.7,0.0,0.0,,1029.4,Stark bewölkt,8.8,1590631200,0,16.093,225,1.22,0.98
5,9.35,0.94,5.23,0.75,cloudy,355.9,0.0,0.0,,1029.2,Stark bewölkt,9.35,1590634800,0,16.093,222,1.41,1.1
6,10.15,0.96,5.42,0.72,cloudy,359.9,0.0,0.0,,1029.4,Stark bewölkt,10.15,1590638400,0,16.093,146,1.16,0.92
7,11.44,0.97,5.68,0.68,cloudy,363.1,0.0082,0.01,rain,1029.3,Stark bewölkt,11.44,1590642000,0,16.093,34,0.85,0.65
8,12.61,0.95,5.99,0.64,cloudy,364.7,0.0212,0.02,rain,1029.0,Stark bewölkt,12.61,1590645600,1,16.093,316,1.12,0.73
9,14.18,0.73,6.58,0.6,partly-cloudy-day,367.8,0.1213,0.04,rain,1028.9,Überwiegend bewölkt,14.18,1590649200,2,16.093,301,2.35,1.46
10,15.37,0.42,7.42,0.59,partly-cloudy-day,364.8,0.169,0.05,rain,1028.6,Leicht bewölkt,15.37,1590652800,3,15.754,339,4.09,2.45
11,16.03,0.19,7.94,0.59,clear-day,362.3,0.2259,0.05,rain,1028.4,Klar,16.03,1590656400,5,13.819,9,5.51,3.28
12,16.23,0.13,8.2,0.59,clear-day,361.2,0.312,0.06,rain,1028.2,Klar,16.23,1590660000,6,15.928,18,6.26,3.76
13,16.38,0.12,8.55,0.6,clear-day,360.8,0.4338,0.08,rain,1028.0,Klar,16.38,1590663600,7,16.093,18,6.67,4.08
14,16.62,0.12,8.03,0.57,clear-day,357.4,0.2318,0.04,rain,1027.9,Klar,16.62,1590667200,7,16.093,19,4.87,3.79
15,17.19,0.17,6.77,0.5,clear-day,358.1,0.1429,0.02,rain,1027.4,Klar,17.19,1590670800,6,16.093,17,5.02,4.09
16,17.49,0.25,5.31,0.45,clear-day,359.9,0.0552,0.01,rain,1026.8,Klar,17.49,1590674400,4,16.093,9,5.34,4.43
17,17.19,0.29,4.42,0.43,clear-day,361.4,0.0157,0.01,rain,1026.5,Klar,17.19,1590678000,3,16.093,10,5.79,4.59
18,16.55,0.27,4.3,0.44,clear-day,361.9,0.007,0.01,rain,1026.6,Klar,16.55,1590681600,2,16.093,12,6.44,4.23
19,15.61,0.21,4.46,0.47,clear-day,362.1,0.0,0.0,,1026.8,Klar,15.61,1590685200,1,16.093,17,7.22,3.6
20,14.17,0.15,4.58,0.52,clear-day,366.4,0.0,0.0,,1027.1,Klar,14.17,1590688800,0,16.093,20,7.21,2.94
21,12.85,0.1,4.08,0.55,clear-day,371.2,0.0,0.0,,1027.5,Klar,12.85,1590692400,0,16.093,32,7.74,2.88
22,11.27,0.04,3.34,0.58,clear-night,377.1,0.0,0.0,,1028.2,Klar,11.27,1590696000,0,16.093,47,8.25,3.0
23,8.23,0.0,2.98,0.63,clear-night,380.0,0.0,0.0,,1028.6,Klar,9.79,1590699600,0,16.093,61,8.41,3.05
