,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.94,1.0,2.71,0.99,rain,310.1,0.1118,0.36,rain,1004.9,Nieselregen möglich,2.81,1609455600,0,7.231,195,4.34,1.89
1,0.58,0.97,2.42,1.0,rain,312.6,0.188,0.43,rain,1005.0,Nieselregen möglich,2.42,1609459200,0,4.416,200,4.3,1.82
2,0.64,0.94,2.36,0.99,cloudy,314.9,0.0615,0.24,rain,1005.2,Stark bewölkt,2.46,1609462800,0,6.938,207,4.35,1.81
3,-0.53,0.9,1.39,0.96,cloudy,319.5,0.005,0.09,rain,1005.6,Stark bewölkt,1.91,1609466400,0,16.093,209,5.99,2.27
4,-0.77,0.93,0.83,0.94,cloudy,320.9,0.0109,0.11,rain,1005.5,Stark bewölkt,1.76,1609470000,0,16.093,211,5.83,2.32
5,-0.61,0.94,0.55,0.91,cloudy,322.1,0.0148,0.13,rain,1005.9,Stark bewölkt,1.81,1609473600,0,16.093,219,5.47,2.24
6,-0.26,0.95,0.42,0.9,cloudy,323.1,0.0302,0.16,rain,1006.2,Stark bewölkt,1.95,1609477200,0,16.093,227,4.96,2.07
7,-0.09,0.96,0.64,0.91,cloudy,324.6,0.0441,0.19,rain,1006.8,Stark bewölkt,1.97,1609480800,0,13.54,218,4.48,1.93
8,0.03,0.97,0.89,0.92,cloudy,327.1,0.0503,0.21,rain,1007.4,Stark bewölkt,1.99,1609484400,0,13.825,168,4.05,1.87
9,-0.05,0.98,0.81,0.92,cloudy,329.6,0.0315,0.19,rain,1008.1,Stark bewölkt,1.93,1609488000,0,16.093,353,4.25,1.87
10,0.12,0.99,0.77,0.91,cloudy,332.0,0.0238,0.18,rain,1008.8,Stark bewölkt,2.14,1609491600,0,16.093,258,4.58,1.94
11,0.49,0.99,0.52,0.87,cloudy,333.8,0.0155,0.14,rain,1009.1,Stark bewölkt,2.45,1609495200,0,16.093,252,4.47,1.92
12,1.2,0.99,0.04,0.81,cloudy,335.4,0.0074,0.13,rain,1009.5,Stark bewölkt,3.02,1609498800,1,16.093,274,4.15,1.88
13,2.04,0.99,-0.14,0.77,cloudy,337.2,0.0,0.0,,1009.6,Stark bewölkt,3.6,1609502400,1,16.093,276,3.81,1.73
14,2.65,0.95,-0.17,0.74,cloudy,339.7,0.0053,0.19,rain,1009.8,Stark bewölkt,4.05,1609506000,0,16.093,294,3.5,1.66
15,4.25,0.93,-0.2,0.73,cloudy,344.0,0.0,0.0,,1010.2,Stark bewölkt,4.25,1609509600,0,16.093,308,2.91,1.24
16,4.11,0.92,-0.53,0.72,cloudy,345.8,0.0051,0.13,rain,1010.5,Stark bewölkt,4.11,1609513200,0,16.093,319,2.89,1.22
17,3.69,0.93,-0.5,0.74,cloudy,346.6,0.007,0.11,rain,1010.9,Stark bewölkt,3.69,1609516800,0,16.093,316,2.57,1.07
18,3.25,0.89,-0.21,0.78,cloudy,346.9,0.0104,0.11,rain,1011.3,Stark bewölkt,3.25,1609520400,0,16.093,318,2.14,0.98
19,3.21,0.95,-0.05,0.79,cloudy,347.2,0.012,0.1,rain,1011.4,Stark bewölkt,3.21,1609524000,0,16.093,316,1.74,0.8
20,2.88,0.9,-0.23,0.8,cloudy,347.7,0.0086,0.1,rain,1012.0,Stark bewölkt,2.88,1609527600,0,16.093,327,1.45,0.69
21,2.65,0.85,0.03,0.83,partly-cloudy-night,348.1,0.0053,0.09,rain,1012.7,Überwiegend bewölkt,2.65,1609531200,0,16.093,14,0.83,0.65
22,2.38,0.84,-0.09,0.84,partly-cloudy-night,348.5,0.0,0.0,,1013.4,Überwiegend bewölkt,2.38,1609534800,0,16.093,29,0.8,0.64
23,2.12,0.92,-0.21,0.85,cloudy,348.8,0.0,0.0,,1013.6,Stark bewölkt,2.12,1609538400,0,16.093,35,0.72,0.56
