,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,10.57,0.99,9.49,0.93,cloudy,294.6,0.0463,0.16,rain,1007.4,Stark bewölkt,10.57,1580425200,0,16.093,227,14.77,5.62
1,10.98,0.99,9.67,0.92,cloudy,295.1,0.014,0.08,rain,1007.0,Stark bewölkt,10.98,1580428800,0,16.093,227,15.46,5.89
2,11.33,0.99,9.95,0.91,cloudy,294.6,0.0179,0.07,rain,1007.2,Stark bewölkt,11.33,1580432400,0,16.093,231,15.45,5.8
3,11.62,0.99,10.09,0.9,cloudy,294.0,0.0221,0.05,rain,1007.4,Stark bewölkt,11.62,1580436000,0,16.093,236,15.23,5.76
4,11.79,0.99,10.1,0.89,cloudy,293.6,0.0229,0.05,rain,1007.9,Stark bewölkt,11.79,1580439600,0,16.093,240,14.88,5.59
5,11.8,0.98,10.05,0.89,cloudy,293.4,0.0168,0.05,rain,1008.5,Stark bewölkt,11.8,1580443200,0,16.093,243,14.37,5.29
6,11.59,0.98,9.91,0.89,cloudy,293.5,0.0126,0.05,rain,1009.3,Stark bewölkt,11.59,1580446800,0,16.093,246,13.74,4.97
7,11.21,0.98,9.35,0.88,cloudy,292.5,0.0057,0.04,rain,1010.3,Stark bewölkt,11.21,1580450400,0,16.093,236,11.77,4.18
8,11.21,0.98,9.29,0.88,cloudy,294.7,0.0,0.0,,1011.1,Stark bewölkt,11.21,1580454000,0,16.093,237,11.52,4.29
9,11.14,0.99,9.28,0.88,cloudy,298.0,0.0,0.0,,1011.8,Stark bewölkt,11.14,1580457600,0,16.093,240,11.58,4.45
10,11.31,0.99,9.2,0.87,cloudy,300.0,0.0,0.0,,1012.4,Stark bewölkt,11.31,1580461200,0,16.093,240,11.53,4.54
11,11.61,0.98,9.09,0.85,cloudy,300.1,0.0,0.0,,1012.8,Stark bewölkt,11.61,1580464800,1,16.093,239,11.17,4.81
12,12.09,0.98,9.26,0.83,cloudy,299.1,0.0102,0.07,rain,1012.9,Stark bewölkt,12.09,1580468400,1,16.093,239,10.69,4.99
13,12.81,0.98,9.38,0.8,cloudy,297.6,0.0142,0.07,rain,1013.0,Stark bewölkt,12.81,1580472000,1,16.093,238,10.28,5.05
14,14.67,0.95,9.22,0.7,cloudy,284.7,0.0,0.0,,1012.7,Stark bewölkt,14.67,1580475600,1,16.093,225,8.58,5.12
15,14.31,0.93,9.3,0.72,cloudy,282.0,0.0,0.0,,1012.5,Stark bewölkt,14.31,1580479200,1,16.093,234,8.95,5.02
16,12.91,0.91,9.09,0.78,cloudy,279.6,0.0,0.0,,1012.5,Stark bewölkt,12.91,1580482800,0,16.093,239,9.53,4.81
17,12.47,0.86,9.05,0.8,partly-cloudy-day,277.1,0.0,0.0,,1012.6,Überwiegend bewölkt,12.47,1580486400,0,16.093,237,10.47,4.53
18,11.93,0.82,8.9,0.82,partly-cloudy-night,274.9,0.0,0.0,,1012.8,Überwiegend bewölkt,11.93,1580490000,0,16.093,232,11.6,4.4
19,11.67,0.77,9.14,0.84,partly-cloudy-night,273.0,0.0,0.0,,1012.9,Überwiegend bewölkt,11.67,1580493600,0,16.093,221,11.76,4.03
20,11.78,0.67,9.63,0.87,partly-cloudy-night,275.6,0.0,0.0,,1012.8,Überwiegend bewölkt,11.78,1580497200,0,16.093,219,11.96,4.15
21,11.96,0.6,10.19,0.89,partly-cloudy-night,279.9,0.0,0.0,,1012.8,Überwiegend bewölkt,11.96,1580500800,0,16.093,218,11.91,4.41
22,12.04,0.54,10.43,0.9,partly-cloudy-night,283.8,0.0079,0.02,rain,1012.5,Leicht bewölkt,12.04,1580504400,0,16.093,217,11.9,4.64
23,11.89,0.56,10.2,0.89,partly-cloudy-night,286.2,0.0121,0.02,rain,1012.1,Leicht bewölkt,11.89,1580508000,0,16.093,216,12.03,4.75
