,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-8.54,0.82,-7.96,0.76,partly-cloudy-night,349.1,0.0133,0.0104,0.01,snow,1002.2,Überwiegend bewölkt,-4.35,1612825200,0,16.093,35,4.44,2.82
1,-9.1,0.86,-8.9,0.73,partly-cloudy-night,353.7,0.0365,0.0276,0.02,snow,1002.8,Überwiegend bewölkt,-4.81,1612828800,0,15.395,34,4.2,2.83
2,-9.13,0.69,-9.13,0.73,partly-cloudy-night,357.6,0.0367,0.0272,0.01,snow,1003.1,Überwiegend bewölkt,-5.05,1612832400,0,14.388,31,4.5,2.61
3,-9.58,0.65,-9.29,0.73,partly-cloudy-night,358.8,0.0284,0.0207,0.01,snow,1003.3,Überwiegend bewölkt,-5.26,1612836000,0,14.144,36,4.71,2.78
4,-9.92,0.59,-9.48,0.74,partly-cloudy-night,361.3,0.025,0.0179,0.01,snow,1003.5,Überwiegend bewölkt,-5.54,1612839600,0,13.881,38,4.72,2.78
5,-10.45,0.57,-9.76,0.75,partly-cloudy-night,365.4,0.0295,0.0198,0.01,snow,1003.9,Leicht bewölkt,-5.99,1612843200,0,13.787,36,4.78,2.78
6,-10.78,0.69,-9.49,0.79,partly-cloudy-night,378.3,0.0359,0.0233,0.01,snow,1004.5,Überwiegend bewölkt,-6.46,1612846800,0,14.094,35,4.36,2.59
7,-11.32,0.78,-10.52,0.75,partly-cloudy-night,376.0,0.02,0.0126,0.01,snow,1005.2,Überwiegend bewölkt,-6.89,1612850400,0,14.989,37,4.33,2.6
8,-11.21,0.95,-10.91,0.74,cloudy,372.2,0.015,0.0093,0.01,snow,1005.7,Stark bewölkt,-7.04,1612854000,0,16.093,40,3.7,2.39
9,-11.1,0.97,-10.95,0.73,cloudy,370.0,0.0099,0.0063,0.02,snow,1006.3,Stark bewölkt,-6.87,1612857600,0,16.093,37,3.5,2.46
10,-10.77,0.93,-10.99,0.71,cloudy,374.6,,0.0,0.0,,1006.9,Stark bewölkt,-6.59,1612861200,0,16.093,40,3.33,2.46
11,-9.54,0.94,-10.48,0.69,cloudy,375.3,,0.0,0.0,,1007.2,Stark bewölkt,-5.66,1612864800,1,16.093,41,3.16,2.35
12,-8.2,0.8,-9.87,0.67,partly-cloudy-day,373.7,0.0067,0.005,0.02,snow,1007.6,Überwiegend bewölkt,-4.68,1612868400,1,16.093,41,2.92,2.21
13,-7.04,0.85,-11.01,0.58,partly-cloudy-day,368.9,,0.0,0.0,,1007.4,Überwiegend bewölkt,-3.93,1612872000,1,16.093,48,2.45,2.0
14,-6.59,0.88,-11.53,0.53,cloudy,369.0,,0.0,0.0,,1007.3,Stark bewölkt,-3.42,1612875600,1,16.093,47,2.52,2.11
15,-6.56,0.81,-10.91,0.55,partly-cloudy-day,368.9,,0.0,0.0,,1007.5,Überwiegend bewölkt,-3.19,1612879200,1,16.093,51,2.76,2.3
16,-7.2,0.77,-10.48,0.58,partly-cloudy-day,362.7,,0.0,0.0,,1007.8,Überwiegend bewölkt,-3.51,1612882800,0,16.093,55,3.05,2.52
17,-8.31,0.76,-10.55,0.61,partly-cloudy-day,352.0,,0.0,0.0,,1008.1,Überwiegend bewölkt,-4.18,1612886400,0,16.093,58,3.61,2.8
18,-9.78,0.76,-10.84,0.64,partly-cloudy-night,343.9,,0.0,0.0,,1008.2,Überwiegend bewölkt,-5.05,1612890000,0,16.093,57,4.9,3.21
19,-10.98,0.78,-10.06,0.72,partly-cloudy-night,339.2,,0.0,0.0,,1008.5,Überwiegend bewölkt,-5.89,1612893600,0,16.093,50,5.55,3.4
20,-11.12,0.63,-9.72,0.75,partly-cloudy-night,337.0,,0.0,0.0,,1008.6,Überwiegend bewölkt,-6.03,1612897200,0,16.093,47,5.68,3.36
21,-11.33,0.52,-9.86,0.76,partly-cloudy-night,338.3,,0.0,0.0,,1009.1,Leicht bewölkt,-6.32,1612900800,0,16.093,46,5.88,3.22
22,-11.51,0.52,-10.48,0.74,partly-cloudy-night,338.1,,0.0,0.0,,1009.1,Leicht bewölkt,-6.62,1612904400,0,16.093,44,5.86,3.06
23,-11.96,0.29,-10.94,0.73,clear-night,336.9,,0.0,0.0,,1008.9,Klar,-6.95,1612908000,0,16.093,39,5.99,3.09
