,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,7.94,0.19,3.76,0.66,9.88,1556229600,0,10.003,316,3.83
1,6.86,0.19,4.38,0.75,8.58,1556233200,0,10.003,349,2.91
2,7.5,,4.01,0.76,7.96,1556236800,0,10.003,301,1.35
3,4.93,,4.01,0.85,6.26,1556240400,0,10.003,315,1.91
4,5.95,0.19,4.01,0.87,5.95,1556244000,0,10.003,276,1.19
5,3.89,0.19,3.7,0.92,4.95,1556247600,0,10.003,200,1.5
6,4.95,0.19,3.7,0.92,4.95,1556251200,0,10.003,204,0.99
7,4.84,0.19,4.38,0.87,6.34,1556254800,0,10.003,280,2.09
8,5.01,0.75,4.38,0.82,7.33,1556258400,1,10.003,290,3.48
9,3.49,0.75,5.69,0.92,6.96,1556262000,2,10.003,275,5.71
10,3.1,0.75,5.69,0.96,6.26,1556265600,3,9.31,278,4.6
11,3.65,0.75,6.0,0.96,6.65,1556269200,4,7.893,267,4.45
12,4.04,0.83,6.0,0.96,6.65,1556272800,4,9.07,251,3.72
13,4.44,0.83,5.69,0.94,6.65,1556276400,5,10.003,245,3.07
14,4.31,0.83,6.07,0.94,7.03,1556280000,5,9.383,238,4.06
15,4.97,0.83,5.07,0.83,7.71,1556283600,4,10.003,254,4.45
16,5.25,0.83,6.38,0.96,7.03,1556287200,3,10.003,227,2.56
17,5.44,0.83,6.38,0.89,8.02,1556290800,2,10.003,265,4.26
18,6.49,0.75,5.69,0.83,8.33,1556294400,1,10.003,220,3.02
19,6.12,0.53,5.69,0.85,8.02,1556298000,0,10.003,210,3.02
20,6.39,0.19,6.38,0.89,8.02,1556301600,0,10.003,221,2.62
21,5.78,0.19,6.38,0.89,8.02,1556305200,0,10.003,221,3.6
22,5.73,0.19,5.38,0.89,7.03,1556308800,0,10.003,230,2.0
23,5.73,,5.38,0.89,7.03,1556312400,0,10.003,225,2.0
