,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,11.39,0.0,2.41,0.54,11.39,1554156000,0,10.003,34,,5.09
1,10.81,0.19,2.41,0.56,10.81,1554159600,0,10.003,30,,4.77
2,10.81,0.19,2.41,0.56,10.81,1554163200,0,10.003,37,,4.01
3,10.81,0.19,2.41,0.56,10.81,1554166800,0,10.003,41,,4.51
4,7.76,0.0,2.0,0.58,9.81,1554170400,0,10.003,35,,4.01
5,6.33,0.19,2.0,0.64,8.4,1554174000,0,10.003,33,,3.43
6,6.28,0.0,2.0,0.64,8.4,1554177600,0,10.003,40,,3.52
7,6.91,0.0,2.0,0.62,8.81,1554181200,0,10.003,47,,3.3
8,6.64,0.0,2.0,0.62,8.81,1554184800,0,10.003,51,,3.81
9,7.81,0.0,2.41,0.6,9.81,1554188400,1,10.003,66,,3.9
10,10.81,0.0,3.0,0.59,10.81,1554192000,2,10.003,71,,3.19
11,12.64,0.0,3.42,0.53,12.64,1554195600,3,10.003,95,,3.43
12,14.64,0.0,4.59,0.51,14.64,1554199200,4,10.003,86,,2.15
13,15.64,0.19,5.0,0.49,15.64,1554202800,5,10.003,164,,3.39
14,16.64,0.19,6.0,0.49,16.64,1554206400,5,10.003,188,,3.13
15,17.64,0.44,5.59,0.45,17.64,1554210000,4,10.003,191,,1.9
16,19.05,0.52,5.59,0.41,19.05,1554213600,3,10.003,204,11.8,3.13
17,18.64,0.66,5.18,0.41,18.64,1554217200,2,10.003,251,,6.62
18,17.64,0.66,5.0,0.43,17.64,1554220800,1,10.003,262,8.21,5.55
19,12.46,0.62,6.58,0.67,12.46,1554224400,0,10.003,278,17.83,8.4
20,12.46,0.33,6.17,0.65,12.46,1554228000,0,10.003,258,9.3,2.78
21,11.46,1.0,7.17,0.75,11.46,1554231600,0,10.003,244,,2.99
22,12.05,0.19,7.76,0.75,12.05,1554235200,0,10.003,170,,1.08
23,12.05,1.0,7.59,0.74,12.05,1554238800,0,10.003,161,,0.87
