,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-0.21,0.06,-4.8,0.71,clear-night,311.7,,0.0,0.0,,1028.1,Klar,-0.21,1579820400,0,16.093,48,1.46,0.95
1,-0.43,0.06,-5.19,0.7,clear-night,313.1,,0.0,0.0,,1027.9,Klar,-0.43,1579824000,0,16.093,48,1.26,0.75
2,0.39,0.11,-3.65,0.74,clear-night,311.2,,0.0,0.0,,1027.7,Klar,0.39,1579827600,0,16.093,68,0.78,0.4
3,-0.18,0.13,-4.38,0.73,clear-night,313.6,,0.0,0.0,,1026.9,Klar,-0.18,1579831200,0,16.093,156,0.74,0.45
4,-0.82,0.46,-4.93,0.74,partly-cloudy-night,315.0,,0.0,0.0,,1026.3,Leicht bewölkt,-0.82,1579834800,0,16.093,184,0.83,0.64
5,-1.32,0.31,-5.33,0.74,clear-night,315.2,,0.0,0.0,,1026.0,Klar,-1.32,1579838400,0,16.093,191,1.1,0.77
6,-1.75,0.36,-5.6,0.75,partly-cloudy-night,314.3,,0.0,0.0,,1026.4,Leicht bewölkt,-1.75,1579842000,0,16.093,183,1.48,0.8
7,-2.05,0.17,-5.84,0.75,clear-night,312.0,0.0028,0.0051,0.01,snow,1026.5,Klar,-2.05,1579845600,0,16.093,179,1.88,0.97
8,-2.45,0.1,-6.18,0.76,clear-night,305.6,0.0034,0.0053,0.01,snow,1026.6,Klar,-2.45,1579849200,0,16.093,188,3.11,1.05
9,-2.42,0.15,-6.12,0.76,clear-day,298.7,0.0035,0.0053,0.01,snow,1026.7,Klar,-2.42,1579852800,0,16.093,189,3.34,1.16
10,-1.59,0.17,-6.07,0.72,clear-day,293.8,,0.0,0.0,,1026.6,Klar,-1.59,1579856400,0,16.093,187,3.42,1.3
11,-0.78,0.17,-5.82,0.69,clear-day,292.5,,0.0,0.0,,1026.4,Klar,-0.78,1579860000,1,16.093,204,3.32,1.29
12,0.27,0.21,-5.59,0.65,clear-day,293.0,,0.0,0.0,,1025.9,Klar,0.27,1579863600,1,16.093,212,3.07,1.24
13,1.26,0.2,-5.38,0.61,clear-day,293.8,,0.0,0.0,,1025.3,Klar,1.26,1579867200,1,16.093,210,2.79,1.01
14,2.09,0.31,-4.04,0.64,clear-day,292.9,,0.0,0.0,,1025.0,Klar,2.09,1579870800,1,16.093,175,2.31,1.28
15,2.44,0.4,-3.99,0.63,partly-cloudy-day,294.4,,0.0,0.0,,1024.6,Leicht bewölkt,2.44,1579874400,0,16.093,178,2.14,0.82
16,1.33,0.48,-3.51,0.7,partly-cloudy-day,295.3,,0.0,0.0,,1024.2,Leicht bewölkt,1.33,1579878000,0,16.093,191,1.94,0.63
17,1.03,0.52,-3.32,0.73,partly-cloudy-day,295.3,,0.0,0.0,,1024.0,Leicht bewölkt,1.03,1579881600,0,16.093,90,1.68,0.67
18,0.73,0.51,-3.32,0.74,partly-cloudy-night,294.7,,0.0,0.0,,1024.3,Leicht bewölkt,0.73,1579885200,0,16.093,24,1.39,0.68
19,0.24,0.53,-4.08,0.73,partly-cloudy-night,292.4,,0.0,0.0,,1024.5,Leicht bewölkt,0.24,1579888800,0,16.093,41,1.05,0.72
20,-0.09,0.55,-4.48,0.72,partly-cloudy-night,293.9,,0.0,0.0,,1024.6,Leicht bewölkt,-0.09,1579892400,0,16.093,345,0.82,0.71
21,-0.22,0.57,-4.63,0.72,partly-cloudy-night,296.4,,0.0,0.0,,1024.7,Leicht bewölkt,-0.22,1579896000,0,16.093,338,0.63,0.62
22,-0.37,0.59,-4.85,0.72,partly-cloudy-night,297.7,,0.0,0.0,,1024.6,Leicht bewölkt,-0.37,1579899600,0,16.093,344,0.49,0.31
23,-0.55,0.58,-5.16,0.71,partly-cloudy-night,297.2,,0.0,0.0,,1024.5,Leicht bewölkt,-0.55,1579903200,0,16.093,232,0.43,0.4
