,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-12.37,0.01,-14.25,0.53,clear-night,378.2,0,0,1036.8,Klar,-6.16,1613170800,0,16.093,74,10.86,4.66
1,-12.46,0.0,-14.86,0.51,clear-night,378.5,0,0,1037.0,Klar,-6.37,1613174400,0,16.093,71,9.93,4.42
2,-12.3,0.0,-14.65,0.51,clear-night,377.7,0,0,1037.4,Klar,-6.23,1613178000,0,16.093,69,9.96,4.45
3,-12.51,0.0,-14.9,0.52,clear-night,379.8,0,0,1036.8,Klar,-6.62,1613181600,0,16.093,70,9.91,4.11
4,-12.6,0.0,-15.0,0.52,clear-night,381.5,0,0,1036.9,Klar,-6.9,1613185200,0,16.093,71,9.79,3.82
5,-12.99,0.0,-14.97,0.54,clear-night,383.3,0,0,1037.3,Klar,-7.2,1613188800,0,16.093,69,9.93,3.83
6,-13.17,0.0,-14.42,0.57,clear-night,387.3,0,0,1037.7,Klar,-7.34,1613192400,0,16.093,67,10.27,3.86
7,-13.33,0.0,-14.1,0.59,clear-night,389.6,0,0,1038.4,Klar,-7.56,1613196000,0,16.093,65,9.85,3.74
8,-13.15,0.0,-13.6,0.61,clear-day,393.3,0,0,1038.6,Klar,-7.4,1613199600,0,16.093,67,9.89,3.75
9,-12.46,0.0,-13.31,0.59,clear-day,396.9,0,0,1039.0,Klar,-6.62,1613203200,0,16.093,69,9.61,4.05
10,-11.08,0.0,-13.23,0.54,clear-day,400.2,0,0,1039.1,Klar,-5.46,1613206800,1,16.093,74,9.1,4.1
11,-9.76,0.0,-13.2,0.5,clear-day,404.0,0,0,1039.3,Klar,-4.24,1613210400,1,16.093,77,9.0,4.34
12,-8.14,0.0,-12.8,0.46,clear-day,403.8,0,0,1039.5,Klar,-2.79,1613214000,1,16.093,81,9.04,4.59
13,-6.63,0.0,-12.55,0.43,clear-day,400.6,0,0,1039.4,Klar,-1.46,1613217600,1,16.093,87,9.03,4.81
14,-5.06,0.0,-12.16,0.4,clear-day,397.3,0,0,1039.0,Klar,-0.23,1613221200,1,16.093,87,8.72,4.74
15,-4.15,0.0,-11.71,0.4,clear-day,393.5,0,0,1038.9,Klar,0.37,1613224800,1,16.093,88,8.18,4.49
16,-5.59,0.0,-10.59,0.48,clear-day,390.3,0,0,1038.9,Klar,-0.97,1613228400,0,16.093,87,7.93,4.16
17,-6.18,0.0,-10.19,0.52,clear-day,385.3,0,0,1039.1,Klar,-1.69,1613232000,0,16.093,85,8.32,3.77
18,-6.9,0.0,-10.34,0.55,clear-night,376.9,0,0,1039.3,Klar,-2.47,1613235600,0,16.093,80,9.17,3.47
19,-6.61,0.0,-9.19,0.61,clear-night,374.7,0,0,1040.0,Klar,-2.81,1613239200,0,16.093,72,7.72,2.74
20,-6.99,0.0,-9.05,0.64,clear-night,372.8,0,0,1040.5,Klar,-3.16,1613242800,0,16.093,65,7.27,2.7
21,-7.66,0.0,-9.54,0.64,clear-night,371.5,0,0,1040.7,Klar,-3.72,1613246400,0,16.093,61,7.2,2.71
22,-8.27,0.0,-10.18,0.63,clear-night,372.4,0,0,1041.0,Klar,-4.23,1613250000,0,16.093,57,7.4,2.71
23,-8.91,0.0,-10.7,0.63,clear-night,373.2,0,0,1041.1,Klar,-4.71,1613253600,0,16.093,53,7.39,2.76
