,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.25,0.76,-2.08,0.83,partly-cloudy-night,307.4,,0.01,0.03,rain,1020.0,Überwiegend bewölkt,0.43,1610146800,0,16.093,303,1.7,1.49
1,-1.78,0.73,-2.56,0.81,partly-cloudy-night,306.0,,0.0,0.0,,1020.4,Überwiegend bewölkt,0.24,1610150400,0,16.093,307,2.31,1.69
2,-2.01,0.32,-2.75,0.79,partly-cloudy-night,303.8,,0.0,0.0,,1020.6,Leicht bewölkt,0.39,1610154000,0,16.093,311,3.05,2.01
3,-2.17,0.49,-3.24,0.79,partly-cloudy-night,302.6,,0.0,0.0,,1020.9,Leicht bewölkt,0.0,1610157600,0,16.093,310,2.43,1.78
4,-2.31,0.56,-3.81,0.77,partly-cloudy-night,300.9,,0.0,0.0,,1021.3,Leicht bewölkt,-0.34,1610161200,0,16.093,313,2.47,1.61
5,-2.55,0.41,-4.49,0.75,partly-cloudy-night,298.5,,0.0,0.0,,1021.5,Leicht bewölkt,-0.68,1610164800,0,16.093,323,2.36,1.51
6,-0.93,0.17,-4.46,0.77,clear-night,295.7,,0.0,0.0,,1021.9,Klar,-0.93,1610168400,0,16.093,329,2.5,1.24
7,-1.06,0.23,-4.36,0.78,clear-night,294.4,,0.0,0.0,,1022.0,Klar,-1.06,1610172000,0,16.093,336,2.47,1.14
8,-1.18,0.14,-4.1,0.81,clear-night,295.7,,0.0,0.0,,1022.5,Klar,-1.18,1610175600,0,16.093,343,1.76,0.96
9,-1.14,0.1,-3.73,0.83,clear-day,296.1,0.0054,0.0059,0.01,snow,1022.9,Klar,-1.14,1610179200,0,16.093,343,1.98,1.0
10,-0.42,0.06,-3.46,0.8,clear-day,295.9,0.0051,0.0064,0.02,snow,1023.6,Klar,-0.42,1610182800,0,16.093,357,2.81,1.26
11,-1.0,0.1,-3.38,0.75,clear-day,296.9,0.0031,0.005,0.03,snow,1023.9,Klar,0.56,1610186400,1,16.093,10,3.86,1.43
12,0.28,0.25,-2.76,0.71,clear-day,293.6,,0.0,0.0,,1024.1,Klar,1.92,1610190000,1,16.093,23,3.96,1.6
13,0.97,0.41,-2.7,0.67,partly-cloudy-day,295.0,,0.0,0.0,,1023.8,Leicht bewölkt,2.74,1610193600,1,16.093,27,4.03,1.8
14,1.9,0.59,-3.08,0.62,partly-cloudy-day,297.0,,0.0,0.0,,1023.7,Leicht bewölkt,3.44,1610197200,1,16.093,13,4.19,1.71
15,1.6,0.65,-3.3,0.63,partly-cloudy-day,302.4,,0.0,0.0,,1023.5,Überwiegend bewölkt,3.17,1610200800,0,16.093,23,4.04,1.7
16,0.18,0.43,-3.67,0.69,partly-cloudy-day,305.6,,0.0,0.0,,1023.8,Leicht bewölkt,1.49,1610204400,0,16.093,23,3.82,1.35
17,1.08,0.3,-3.94,0.69,clear-night,300.5,,0.0,0.0,,1024.2,Klar,1.08,1610208000,0,16.093,35,2.1,1.22
18,0.36,0.31,-4.39,0.7,clear-night,301.6,,0.0,0.0,,1024.2,Klar,0.36,1610211600,0,16.093,28,1.28,1.22
19,0.09,0.28,-4.52,0.71,clear-night,304.4,,0.0,0.0,,1024.8,Klar,0.09,1610215200,0,16.093,1,1.15,1.12
20,-0.33,0.1,-4.76,0.72,clear-night,308.7,,0.0,0.0,,1024.6,Klar,-0.33,1610218800,0,16.093,344,1.49,1.28
21,-0.53,0.34,-4.97,0.72,partly-cloudy-night,310.1,,0.0,0.0,,1025.4,Leicht bewölkt,-0.53,1610222400,0,16.093,340,1.45,1.15
22,-0.71,0.49,-5.08,0.72,partly-cloudy-night,311.8,,0.0,0.0,,1025.9,Leicht bewölkt,-0.71,1610226000,0,16.093,337,0.78,0.78
23,-0.93,0.5,-5.16,0.73,partly-cloudy-night,311.6,,0.0,0.0,,1026.0,Leicht bewölkt,-0.93,1610229600,0,16.093,337,0.76,0.74
