,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,18.27,,10.99,0.63,18.27,1561759200,0.0,10.003,16,1.34
1,16.57,,10.99,0.7,16.57,1561762800,0.0,10.003,332,2.6
2,16.26,,10.99,0.71,16.26,1561766400,0.0,10.003,23,0.81
3,14.95,,10.99,0.77,14.95,1561770000,0.0,10.003,316,1.35
4,13.26,,10.3,0.82,13.26,1561773600,0.0,10.003,352,1.0
5,12.27,0.19,9.99,0.86,12.27,1561777200,0.0,10.003,307,1.35
6,12.95,0.19,10.3,0.84,12.95,1561780800,0.0,10.003,299,1.35
7,15.71,,11.69,0.77,15.71,1561784400,,10.003,41,0.81
8,17.71,0.19,12.07,0.7,17.71,1561788000,1.0,10.003,30,2.09
9,19.03,0.19,11.38,0.61,19.03,1561791600,3.0,10.003,61,1.91
10,21.02,0.19,10.99,0.53,21.02,1561795200,4.0,10.003,69,1.84
11,23.02,,13.0,0.53,23.02,1561798800,,10.003,80,2.76
12,25.33,,13.0,0.46,25.33,1561802400,,10.003,61,4.11
13,26.34,,12.38,0.42,26.34,1561806000,,10.003,73,4.41
14,27.34,,12.0,0.39,27.34,1561809600,,10.003,71,4.26
15,28.34,,10.3,0.33,28.34,1561813200,,10.003,76,4.26
16,28.65,,10.99,0.33,28.65,1561816800,,10.003,79,4.6
17,28.65,,10.3,0.32,28.65,1561820400,,10.003,77,4.11
18,28.65,,9.99,0.31,28.65,1561824000,,10.003,76,3.91
19,28.65,,10.68,0.33,28.65,1561827600,,10.003,76,4.26
20,26.96,,11.07,0.37,26.96,1561831200,,10.003,73,3.6
21,25.27,,12.76,0.46,25.27,1561834800,,10.003,76,3.25
22,22.26,,13.38,0.57,22.26,1561838400,0.0,10.003,76,2.0
23,20.58,,12.07,0.58,20.58,1561842000,0.0,10.003,71,1.5
