,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,13.26,0.19,12.0,0.92,13.26,1560722400,0.0,10.003,45,1.5
1,12.95,0.19,12.0,0.94,12.95,1560726000,0.0,10.003,7,1.5
2,10.95,,10.95,1.0,10.95,1560729600,0.0,10.003,30,0.5
3,10.95,,10.3,0.96,10.95,1560733200,0.0,10.003,7,0.81
4,9.76,0.19,9.95,1.0,9.95,1560736800,0.0,7.769,334,1.34
5,9.24,0.19,9.64,1.0,9.64,1560740400,0.0,8.142,330,1.5
6,9.21,0.19,9.95,1.0,9.95,1560744000,0.0,8.142,349,1.91
7,11.33,,10.99,0.98,11.33,1560747600,,7.041,110,2.6
8,13.02,,11.69,0.92,13.02,1560751200,,7.46,53,1.69
9,15.71,,13.0,0.84,15.71,1560754800,,8.452,55,1.84
10,17.03,0.27,13.0,0.77,17.03,1560758400,4.0,10.003,60,2.76
11,19.03,0.27,13.0,0.68,19.03,1560762000,6.0,10.003,74,4.29
12,20.03,0.27,13.69,0.67,20.03,1560765600,7.0,10.003,61,4.11
13,21.02,0.27,13.0,0.6,21.02,1560769200,8.0,10.003,53,3.91
14,22.02,0.27,13.0,0.57,22.02,1560772800,8.0,10.003,65,3.37
15,22.33,0.27,13.0,0.56,22.33,1560776400,7.0,10.003,65,3.91
16,23.64,0.27,12.69,0.5,23.64,1560780000,6.0,10.003,71,4.25
17,23.33,0.19,12.69,0.51,23.33,1560787200,2.0,10.003,71,3.72
18,23.64,0.19,12.69,0.5,23.64,1560790800,1.0,10.003,67,4.26
19,22.64,0.19,13.0,0.55,22.64,1560794400,0.0,10.003,73,3.25
20,21.64,0.19,13.31,0.59,21.64,1560798000,0.0,10.003,73,2.25
21,19.65,0.19,13.31,0.67,19.65,1560801600,0.0,10.003,80,1.16
22,17.96,0.19,13.0,0.73,17.96,1560805200,0.0,10.003,357,1.35
