,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,-3.41,0.75,-1.69,0.87,0.26,1549926000,0,10.003,260.0,3.25
1,-5.35,0.44,-1.69,0.98,-1.44,1549929600,0,10.003,262.0,3.13
2,-5.14,0.19,-1.32,0.93,-0.36,1549933200,0,10.003,273.0,4.63
3,-4.21,0.75,-1.32,0.91,-0.06,1549936800,0,10.003,267.0,3.79
4,-4.31,0.53,-1.32,0.93,-0.36,1549940400,0,10.003,265.0,3.44
5,-3.85,0.53,-1.32,0.93,-0.36,1549944000,0,10.003,260.0,2.91
6,-3.71,0.36,-1.32,0.93,-0.36,1549947600,0,10.003,263.0,2.76
7,-3.52,0.36,-1.32,0.91,-0.06,1549951200,0,10.003,260.0,2.95
8,-3.19,0.75,-1.32,0.93,-0.36,1549954800,0,10.003,264.0,2.26
9,-2.37,0.75,-1.32,0.87,0.64,1549958400,0,10.003,250.0,2.6
10,-2.51,0.75,-1.69,0.8,1.33,1549962000,1,10.003,271.0,3.79
11,-1.55,0.75,-2.68,0.71,2.03,1549965600,1,10.003,281.0,3.64
12,-1.49,0.53,-3.37,0.66,2.34,1549969200,2,10.003,281.0,4.14
13,-1.4,0.75,-3.68,0.64,2.34,1549972800,2,10.003,276.0,3.98
14,-0.45,0.75,-4.3,0.57,3.33,1549976400,1,10.003,290.0,4.45
15,-0.45,0.53,-4.3,0.57,3.33,1549980000,1,10.003,283.0,4.45
16,0.45,0.75,-4.3,0.56,3.65,1549983600,0,10.003,296.0,3.6
17,-0.51,0.75,-4.3,0.6,2.65,1549987200,0,10.003,290.0,3.25
18,1.01,0.75,-4.61,0.59,2.65,1549990800,0,10.003,290.0,1.69
19,-0.44,0.65,-4.61,0.63,1.64,1549994400,0,10.003,315.0,1.91
20,-2.2,0.44,-4.61,0.71,-0.06,1549998000,0,10.003,312.0,1.76
21,-0.36,0.65,-3.92,0.77,-0.36,1550001600,0,10.003,245.0,1.0
22,-0.68,0.65,-2.92,0.85,-0.68,1550005200,0,10.003,,
23,-1.66,0.65,-3.61,0.87,-1.66,1550008800,0,10.003,219.0,1.16
