,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.02,0.94,-0.36,0.84,cloudy,349.1,,0.0,0.0,,1013.5,Stark bewölkt,2.02,1609542000,0,16.093,29,0.65,0.43
1,1.99,0.97,-0.45,0.84,cloudy,348.9,,0.0,0.0,,1013.5,Stark bewölkt,1.99,1609545600,0,16.093,4,0.64,0.32
2,2.14,0.97,-0.39,0.83,cloudy,348.5,,0.0,0.0,,1013.9,Stark bewölkt,2.14,1609549200,0,16.093,9,0.66,0.59
3,2.16,0.98,-1.47,0.77,cloudy,349.1,,0.0,0.0,,1014.1,Stark bewölkt,2.16,1609552800,0,16.093,7,1.29,0.88
4,2.13,0.98,-1.77,0.75,cloudy,347.5,,0.0,0.0,,1014.2,Stark bewölkt,2.13,1609556400,0,16.093,19,1.09,0.78
5,1.8,0.96,-2.15,0.75,cloudy,345.1,,0.0,0.0,,1014.2,Stark bewölkt,1.8,1609560000,0,16.093,26,1.07,0.83
6,1.41,0.96,-2.46,0.75,cloudy,342.1,,0.0,0.0,,1014.2,Stark bewölkt,1.41,1609563600,0,16.093,30,1.15,0.94
7,1.12,0.84,-2.33,0.78,partly-cloudy-night,339.5,,0.0051,0.05,rain,1014.2,Überwiegend bewölkt,1.12,1609567200,0,16.093,29,1.8,1.08
8,0.98,0.7,-2.33,0.79,partly-cloudy-night,337.6,,0.0054,0.06,rain,1014.6,Überwiegend bewölkt,0.98,1609570800,0,16.093,26,1.74,1.12
9,0.45,0.41,-2.17,0.83,partly-cloudy-day,335.2,0.0028,0.0051,0.06,snow,1015.1,Leicht bewölkt,0.45,1609574400,0,16.093,17,2.16,1.19
10,0.7,0.43,-2.13,0.81,partly-cloudy-day,333.6,0.0028,0.0051,0.08,snow,1015.5,Leicht bewölkt,0.7,1609578000,0,16.093,21,2.43,1.12
11,1.28,0.42,-2.02,0.79,partly-cloudy-day,331.3,,0.0,0.0,,1015.5,Leicht bewölkt,1.28,1609581600,0,16.093,29,2.68,1.29
12,1.28,0.37,-1.6,0.74,partly-cloudy-day,328.9,,0.0,0.0,,1014.8,Leicht bewölkt,2.53,1609585200,1,16.093,38,2.94,1.4
13,2.14,0.39,-1.15,0.72,partly-cloudy-day,326.8,,0.0,0.0,,1014.4,Leicht bewölkt,3.39,1609588800,1,16.093,44,3.23,1.48
14,2.11,0.49,-1.67,0.68,partly-cloudy-day,325.4,,0.0,0.0,,1014.2,Leicht bewölkt,3.7,1609592400,0,16.093,36,3.58,1.78
15,2.11,0.83,-1.86,0.67,partly-cloudy-day,321.6,,0.0,0.0,,1014.3,Überwiegend bewölkt,3.77,1609596000,0,16.093,38,4.5,1.84
16,1.81,0.76,-1.83,0.68,partly-cloudy-day,320.9,,0.0051,0.08,rain,1014.0,Überwiegend bewölkt,3.48,1609599600,0,16.093,35,4.94,1.81
17,0.81,0.67,-2.13,0.7,partly-cloudy-night,320.1,,0.0,0.0,,1014.1,Überwiegend bewölkt,2.72,1609603200,0,16.093,30,5.16,1.91
18,-0.24,0.73,-2.22,0.74,partly-cloudy-night,319.4,,0.0,0.0,,1013.9,Überwiegend bewölkt,1.93,1609606800,0,16.093,24,5.28,2.03
19,-0.42,0.65,-1.97,0.75,partly-cloudy-night,318.9,,0.0,0.0,,1013.5,Überwiegend bewölkt,1.93,1609610400,0,16.093,20,5.5,2.19
20,-0.67,0.67,-1.92,0.76,partly-cloudy-night,318.8,,0.0,0.0,,1013.5,Überwiegend bewölkt,1.88,1609614000,0,16.093,19,5.88,2.37
21,-0.87,0.92,-2.03,0.75,cloudy,320.9,,0.0,0.0,,1013.6,Stark bewölkt,1.93,1609617600,0,16.093,17,7.21,2.64
22,-0.94,0.95,-2.15,0.74,cloudy,320.9,,0.0,0.0,,1013.6,Stark bewölkt,1.96,1609621200,0,16.093,18,7.46,2.76
23,-1.29,0.86,-2.22,0.75,partly-cloudy-night,321.7,,0.0,0.0,,1013.3,Überwiegend bewölkt,1.71,1609624800,0,16.093,19,7.7,2.82
