,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.87,0.51,-2.25,0.8,partly-cloudy-night,345.3,0.0072,0.02,rain,1036.5,Leicht bewölkt,0.87,1580943600,0,16.093,263,1.34,0.86
1,0.57,0.52,-2.67,0.79,partly-cloudy-night,344.6,0.0083,0.02,rain,1036.0,Leicht bewölkt,0.57,1580947200,0,16.093,249,1.37,0.87
2,1.56,0.67,-1.76,0.79,partly-cloudy-night,345.5,0.0072,0.02,rain,1035.9,Überwiegend bewölkt,1.56,1580950800,0,16.093,208,0.91,0.55
3,0.95,0.83,-2.1,0.8,partly-cloudy-night,345.2,0.0,0.0,,1035.4,Überwiegend bewölkt,0.95,1580954400,0,16.093,202,1.15,0.63
4,0.43,0.93,-2.4,0.81,cloudy,344.3,0.0,0.0,,1034.7,Stark bewölkt,0.43,1580958000,0,16.093,217,1.31,0.72
5,-0.17,0.95,-2.72,0.83,cloudy,342.4,0.0,0.0,,1034.5,Stark bewölkt,-0.17,1580961600,0,16.093,224,1.23,0.79
6,-0.7,0.93,-3.0,0.84,cloudy,339.9,0.0,0.0,,1033.8,Stark bewölkt,-0.7,1580965200,0,16.093,230,1.06,0.7
7,-0.43,0.93,-2.34,0.87,cloudy,335.5,0.0,0.0,,1034.0,Stark bewölkt,-0.43,1580968800,0,16.093,235,0.87,0.72
8,-0.26,0.77,-2.28,0.86,partly-cloudy-day,334.6,0.0,0.0,,1034.0,Überwiegend bewölkt,-0.26,1580972400,0,16.093,228,1.02,0.69
9,0.02,0.49,-2.3,0.84,partly-cloudy-day,334.7,0.0,0.0,,1033.8,Leicht bewölkt,0.02,1580976000,0,16.093,203,1.26,0.68
10,0.56,0.33,-2.02,0.83,partly-cloudy-day,334.6,0.0,0.0,,1033.7,Leicht bewölkt,0.56,1580979600,0,16.093,193,1.38,0.64
11,1.89,0.25,-1.16,0.8,clear-day,333.7,0.0,0.0,,1033.7,Klar,1.89,1580983200,1,16.093,170,1.22,0.55
12,3.53,0.22,-0.13,0.77,clear-day,332.8,0.0,0.0,,1033.6,Klar,3.53,1580986800,1,16.093,135,0.93,0.44
13,5.13,0.21,0.67,0.73,clear-day,332.4,0.0,0.0,,1033.4,Klar,5.13,1580990400,1,16.093,104,0.76,0.4
14,6.04,0.33,0.26,0.66,partly-cloudy-day,339.8,0.0,0.0,,1033.4,Leicht bewölkt,6.04,1580994000,1,16.093,59,1.3,1.14
15,6.67,0.5,0.67,0.66,partly-cloudy-day,340.4,0.0,0.0,,1032.5,Leicht bewölkt,6.67,1580997600,1,16.093,56,1.42,1.22
16,5.18,0.61,0.6,0.72,partly-cloudy-day,340.7,0.0,0.0,,1032.0,Überwiegend bewölkt,5.18,1581001200,0,16.093,53,1.51,1.24
17,4.51,0.59,0.46,0.75,partly-cloudy-day,341.0,0.0,0.0,,1032.0,Leicht bewölkt,4.51,1581004800,0,16.093,53,1.53,1.17
18,3.39,0.49,0.17,0.79,partly-cloudy-night,341.1,0.0,0.0,,1032.3,Leicht bewölkt,3.39,1581008400,0,16.093,48,1.52,0.94
19,2.37,0.39,-0.14,0.84,partly-cloudy-night,340.8,0.0,0.0,,1032.5,Leicht bewölkt,2.37,1581012000,0,16.093,39,1.59,0.77
20,1.81,0.26,-0.27,0.86,clear-night,333.6,0.0,0.0,,1032.4,Klar,1.81,1581015600,0,16.093,41,1.79,0.84
21,1.29,0.12,-0.62,0.87,clear-night,333.2,0.0,0.0,,1032.1,Klar,1.29,1581019200,0,16.093,44,1.92,1.11
22,0.85,0.01,-1.15,0.86,clear-night,332.2,0.0,0.0,,1031.8,Klar,0.85,1581022800,0,16.093,44,2.13,1.32
23,0.44,0.0,-1.65,0.86,clear-night,329.6,0.0,0.0,,1031.8,Klar,0.44,1581026400,0,16.093,45,2.53,1.3
