,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.24,0.81,2.34,0.75,wind,291.9,0.0,0.0,,1001.0,Frische Brise und überwiegend bewölkt,6.51,1611183600,0,16.093,185,19.46,4.98
1,3.57,0.92,1.77,0.7,wind,294.2,0.0,0.0,,999.8,Frische Brise und stark bewölkt,6.84,1611187200,0,16.093,186,20.63,5.15
2,4.04,0.99,0.82,0.63,wind,297.6,0.0,0.0,,999.1,Sturm und stark bewölkt,7.35,1611190800,0,16.093,184,21.45,5.58
3,3.89,0.93,1.22,0.65,wind,304.5,0.0,0.0,,998.5,Sturm und stark bewölkt,7.37,1611194400,0,16.093,187,21.3,6.03
4,4.03,0.77,1.99,0.67,wind,308.3,0.0,0.0,,998.0,Frische Brise und überwiegend bewölkt,7.71,1611198000,0,16.093,191,20.32,6.9
5,4.26,0.88,2.27,0.67,wind,307.6,0.0065,0.02,rain,997.5,Frische Brise und stark bewölkt,7.97,1611201600,0,16.093,195,20.2,7.25
6,4.07,0.82,3.16,0.72,wind,302.0,0.0217,0.04,rain,997.3,Frische Brise und überwiegend bewölkt,7.93,1611205200,0,16.093,199,20.26,7.7
7,3.83,0.88,2.75,0.71,cloudy,304.4,0.02,0.03,rain,997.3,Stark bewölkt,7.65,1611208800,0,16.093,208,17.27,7.26
8,3.9,0.88,3.16,0.73,cloudy,305.2,0.058,0.08,rain,997.1,Stark bewölkt,7.77,1611212400,0,16.093,208,17.17,7.55
9,4.15,0.84,3.58,0.74,partly-cloudy-day,308.9,0.1009,0.11,rain,997.5,Überwiegend bewölkt,7.98,1611216000,0,16.093,205,17.22,7.65
10,4.68,0.81,3.94,0.74,partly-cloudy-day,310.0,0.0606,0.09,rain,997.9,Überwiegend bewölkt,8.38,1611219600,0,16.093,207,17.4,7.59
11,5.8,0.79,4.56,0.73,partly-cloudy-day,310.6,0.2121,0.15,rain,998.3,Überwiegend bewölkt,9.19,1611223200,1,16.093,217,16.39,7.33
12,6.74,0.83,4.63,0.72,partly-cloudy-day,310.2,0.1338,0.12,rain,998.6,Überwiegend bewölkt,9.46,1611226800,1,16.093,243,10.16,5.48
13,7.2,0.95,4.2,0.68,cloudy,314.2,0.1913,0.14,rain,998.8,Stark bewölkt,9.75,1611230400,1,16.093,225,14.88,5.19
14,10.06,0.98,3.05,0.62,cloudy,313.6,0.0261,0.05,rain,999.2,Stark bewölkt,10.06,1611234000,1,16.093,231,13.78,5.92
15,6.82,0.94,2.08,0.6,cloudy,313.3,0.0118,0.04,rain,999.0,Stark bewölkt,9.58,1611237600,0,16.093,230,14.64,5.66
16,6.33,0.94,2.17,0.62,cloudy,310.2,0.0078,0.04,rain,999.2,Stark bewölkt,9.09,1611241200,0,16.093,222,15.51,5.32
17,5.56,0.96,2.79,0.69,cloudy,310.1,0.0119,0.04,rain,998.8,Stark bewölkt,8.21,1611244800,0,16.093,209,15.45,4.51
18,5.39,0.98,3.96,0.76,cloudy,309.2,0.0676,0.1,rain,998.4,Stark bewölkt,7.96,1611248400,0,16.093,189,12.5,4.2
19,5.25,0.98,5.58,0.85,cloudy,304.8,0.0777,0.15,rain,997.4,Stark bewölkt,7.89,1611252000,0,16.093,178,13.73,4.33
20,5.45,0.98,6.24,0.86,rain,305.8,0.2345,0.38,rain,996.5,Leichter Regen möglich,8.38,1611255600,0,16.093,181,15.76,5.29
21,5.65,0.99,6.45,0.85,rain,308.1,0.5135,0.58,rain,995.7,Leichter Regen möglich,8.8,1611259200,0,16.093,182,16.2,6.21
22,5.67,0.99,6.53,0.84,rain,310.3,0.5892,0.62,rain,994.9,Leichter Regen möglich und frische Brise,9.09,1611262800,0,16.093,188,17.45,7.35
23,5.55,0.99,6.58,0.84,rain,310.9,0.4708,0.51,rain,994.4,Leichter Regen möglich,9.08,1611266400,0,15.608,195,16.98,7.75
