,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,16.22,0.75,10.99,0.71,16.22,1565820000,0,10.003,139.0,,2.16
1,17.22,0.66,10.99,0.67,17.22,1565823600,0,10.003,135.0,,1.75
2,16.39,0.66,10.99,0.7,16.39,1565827200,0,10.003,101.0,,0.88
3,16.39,0.52,11.58,0.73,16.39,1565830800,0,10.003,,,0.0
4,15.81,0.52,13.0,0.83,15.81,1565834400,0,10.003,142.0,,1.3
5,15.81,0.52,12.82,0.82,15.81,1565838000,0,10.003,,,0.0
6,15.22,0.52,13.41,0.89,15.22,1565841600,0,10.003,120.0,,0.62
7,15.22,0.66,12.41,0.83,15.22,1565845200,0,10.003,181.0,,2.15
8,15.81,0.66,13.0,0.83,15.81,1565848800,0,10.003,205.0,,1.75
9,16.81,0.9,13.59,0.81,16.81,1565852400,1,10.003,194.0,,3.22
10,17.4,0.9,13.41,0.77,17.4,1565856000,2,10.003,224.0,,4.63
11,17.81,1.0,14.0,0.78,17.81,1565859600,3,10.003,216.0,,4.19
12,16.93,0.9,15.41,0.91,16.81,1565863200,4,8.759,232.0,,3.1
13,20.46,0.9,15.82,0.75,20.4,1565866800,4,10.003,242.0,8.8,4.42
14,21.4,0.9,14.41,0.64,21.4,1565870400,4,10.003,244.0,,5.7
15,22.23,0.77,13.41,0.57,22.23,1565874000,4,10.003,237.0,10.3,7.38
16,17.83,0.9,15.0,0.84,17.81,1565877600,3,10.003,234.0,13.4,6.25
17,19.23,0.77,14.41,0.74,19.23,1565881200,2,10.003,246.0,,5.55
18,21.64,0.66,14.0,0.62,21.64,1565884800,1,10.003,266.0,,5.26
19,18.05,0.77,13.59,0.75,18.05,1565888400,0,10.003,277.0,13.64,6.08
20,17.81,0.66,14.0,0.78,17.81,1565892000,0,10.003,263.0,9.3,4.31
21,17.81,0.52,14.0,0.78,17.81,1565895600,0,10.003,259.0,,3.81
22,17.81,1.0,13.83,0.78,17.81,1565899200,0,10.003,269.0,,3.27
23,16.81,0.44,13.41,0.8,16.81,1565902800,0,10.003,265.0,,3.19
