,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,16.95,,13.69,0.81,16.95,1563573600,0.0,9.691,344.0,,1.5
1,16.26,,13.69,0.85,16.26,1563577200,0.0,9.691,337.0,,1.0
2,15.26,,13.69,0.9,15.26,1563580800,0.0,9.691,259.0,,0.65
3,14.26,,13.0,0.92,14.26,1563584400,0.0,9.383,60.0,,0.15
4,13.26,,12.0,0.92,13.26,1563588000,0.0,9.691,325.0,,0.5
5,12.95,,12.0,0.94,12.95,1563591600,0.0,9.383,290.0,,0.69
6,12.95,,12.69,0.98,12.95,1563595200,,9.691,281.0,,0.69
7,14.33,,13.38,0.94,14.33,1563598800,,9.383,281.0,,0.69
8,17.03,,14.38,0.84,17.03,1563602400,,9.383,,,0.0
9,20.03,,14.69,0.71,20.03,1563606000,,9.07,,,0.0
10,21.71,,14.69,0.64,21.71,1563609600,,9.383,207.0,,1.84
11,24.03,,15.31,0.58,24.03,1563613200,,9.383,221.0,,2.6
12,26.03,,14.31,0.48,26.03,1563616800,,9.383,181.0,,2.56
13,27.14,,14.0,0.45,27.03,1563620400,,10.003,210.0,,2.6
14,29.03,,12.69,0.37,29.03,1563624000,,10.003,216.0,,3.57
15,30.03,0.19,11.31,0.32,30.03,1563627600,7.0,10.003,248.0,14.91,6.73
16,29.65,0.19,10.68,0.31,29.65,1563631200,6.0,10.003,240.0,12.39,7.35
17,29.65,0.19,10.3,0.3,29.65,1563634800,4.0,10.003,244.0,10.3,5.9
18,29.03,0.19,10.62,0.32,29.03,1563638400,2.0,10.003,246.0,,4.75
19,28.34,,10.93,0.34,28.34,1563642000,,10.003,235.0,,3.29
20,27.65,,11.24,0.36,27.65,1563645600,,10.003,231.0,,3.91
21,25.64,,10.93,0.4,25.64,1563649200,,10.003,230.0,,2.6
22,24.65,,11.62,0.44,24.65,1563652800,0.0,9.383,227.0,,2.09
23,22.95,,12.0,0.5,22.95,1563656400,0.0,9.383,231.0,,1.69
