,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.91,0.75,2.0,0.98,2.34,1549148400,0,8.452,306,,1.5
1,0.91,0.75,1.68,0.95,2.34,1549152000,0,8.452,316,,1.5
2,-1.17,0.75,1.68,0.95,2.34,1549155600,0,8.763,345,,3.64
3,-1.48,0.75,1.64,1.0,1.64,1549159200,0,8.763,0,,2.95
4,-1.91,0.75,1.64,1.0,1.64,1549162800,0,4.966,342,,3.48
5,-2.25,0.75,1.64,1.0,1.64,1549166400,0,4.966,341,,3.98
6,-3.88,0.75,0.95,1.0,0.95,1549170000,0,6.994,330,,5.27
7,-4.39,0.75,0.69,0.98,0.95,1549173600,0,4.313,330,13.4,6.31
8,-4.95,0.75,-0.06,1.0,-0.06,1549177200,0,4.258,342,,4.93
9,-5.52,0.92,-0.36,1.0,-0.36,1549180800,0,2.232,329,,5.28
10,-5.52,0.75,-0.36,1.0,-0.36,1549184400,1,2.274,330,,5.27
11,-4.84,0.75,-0.7,0.98,-0.36,1549188000,1,5.446,333,,4.16
12,-5.5,0.75,-1.69,0.91,-0.36,1549191600,1,7.522,332,,5.24
13,-5.52,0.75,-2.38,0.86,-0.36,1549195200,1,7.644,339,,5.27
14,-5.9,0.75,-2.68,0.86,-0.68,1549198800,1,7.83,330,,5.24
15,-5.72,0.75,-2.0,0.91,-0.68,1549202400,1,7.272,304,,4.93
16,-5.39,0.75,-2.0,0.91,-0.68,1549206000,0,7.272,309,,4.4
17,-5.1,0.75,-2.0,0.91,-0.68,1549209600,0,6.579,318,,3.98
18,-4.43,0.75,-1.32,0.95,-0.68,1549213200,0,5.864,304,,3.13
19,-4.16,0.75,-2.0,0.91,-0.68,1549216800,0,5.802,300,,2.83
20,-4.47,0.75,-2.0,0.91,-0.68,1549220400,0,7.305,311,,3.17
21,-4.75,0.75,-2.0,0.91,-0.68,1549224000,0,7.211,311,,3.51
22,-2.97,0.53,-2.68,0.86,-0.68,1549227600,0,7.46,300,,1.8
23,-3.81,0.36,-2.68,0.86,-0.68,1549231200,0,8.296,300,,2.48
