,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,0.81,0.0,-2.58,0.78,0.81,1553036400,0,10.003,,0.0
1,-1.38,0.0,-2.58,0.81,0.24,1553040000,0,10.003,313.0,1.43
2,-0.59,0.0,-2.99,0.84,-0.59,1553043600,0,10.003,221.0,0.41
3,-1.2,0.0,-2.99,0.88,-1.2,1553047200,0,10.003,,0.0
4,-1.2,0.0,-3.57,0.84,-1.2,1553050800,0,10.003,90.0,0.41
5,-1.2,0.0,-2.99,0.88,-1.2,1553054400,0,10.003,,0.0
6,-1.2,0.0,-2.99,0.88,-1.2,1553058000,0,10.003,71.0,0.87
7,-0.79,0.08,-3.16,0.84,-0.79,1553061600,0,10.003,20.0,0.62
8,1.21,0.0,-1.01,0.85,1.21,1553065200,0,10.003,90.0,0.87
9,8.64,0.08,0.01,0.55,8.64,1553076000,3,10.003,,0.0
10,10.63,0.08,-0.59,0.46,10.63,1553079600,4,10.003,214.0,1.85
11,11.63,0.08,-1.17,0.41,11.63,1553083200,4,10.003,,0.0
12,12.22,0.08,-1.01,0.4,12.22,1553086800,3,10.003,20.0,1.08
13,12.64,0.0,-1.59,0.37,12.64,1553090400,3,10.003,171.0,2.09
14,13.64,0.0,-1.59,0.35,13.64,1553094000,1,6.484,155.0,1.75
15,13.23,0.0,-2.41,0.34,13.23,1553097600,0,10.003,191.0,1.5
16,12.64,0.0,-1.42,0.38,12.64,1553101200,0,10.003,126.0,2.09
17,9.81,0.0,-1.01,0.47,9.81,1553104800,0,10.003,150.0,0.87
18,8.4,0.0,-1.01,0.52,8.4,1553108400,0,10.003,221.0,0.62
19,5.53,0.0,-1.42,0.57,6.39,1553112000,0,10.003,341.0,1.5
20,4.23,0.0,-1.01,0.69,4.23,1553115600,0,10.003,281.0,0.62
21,1.89,0.0,-1.01,0.71,3.82,1553119200,0,7.657,350.0,2.09
