,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-7.85,0.8,-8.07,0.82,partly-cloudy-night,352.4,0.0876,0.0617,0.01,snow,1029.1,Überwiegend bewölkt,-5.47,1610751600,0,9.027,284,2.31,1.43
1,-7.94,0.9,-8.38,0.79,cloudy,358.6,0.1326,0.0947,0.01,snow,1029.2,Stark bewölkt,-5.3,1610755200,0,16.093,266,2.43,1.58
2,-7.65,0.8,-8.05,0.78,partly-cloudy-night,358.3,0.2747,0.2034,0.02,snow,1029.1,Überwiegend bewölkt,-4.73,1610758800,0,14.051,205,2.33,1.79
3,-7.23,0.73,-8.21,0.76,partly-cloudy-night,358.3,0.2071,0.1542,0.02,snow,1029.2,Überwiegend bewölkt,-4.67,1610762400,0,12.202,290,2.12,1.58
4,-7.56,0.75,-8.06,0.79,partly-cloudy-night,356.4,0.0892,0.065,0.01,snow,1029.2,Überwiegend bewölkt,-4.98,1610766000,0,8.635,269,2.35,1.57
5,-8.0,0.78,-8.17,0.8,partly-cloudy-night,356.0,0.0574,0.041,0.01,snow,1029.2,Überwiegend bewölkt,-5.26,1610769600,0,7.747,225,2.22,1.64
6,-8.33,0.75,-8.27,0.8,partly-cloudy-night,356.6,0.0523,0.0372,0.01,snow,1029.4,Überwiegend bewölkt,-5.37,1610773200,0,8.023,279,2.28,1.76
7,-8.85,0.82,-9.62,0.76,partly-cloudy-night,361.3,0.0586,0.0388,0.01,snow,1029.9,Überwiegend bewölkt,-6.14,1610776800,0,11.171,282,1.94,1.54
8,-8.66,0.82,-9.59,0.76,partly-cloudy-night,364.1,0.0632,0.0421,0.01,snow,1029.8,Überwiegend bewölkt,-6.08,1610780400,0,12.145,22,1.92,1.49
9,-8.19,0.77,-9.2,0.76,partly-cloudy-day,364.5,0.0625,0.0436,0.02,snow,1029.9,Überwiegend bewölkt,-5.66,1610784000,0,12.351,182,2.3,1.49
10,-7.55,0.76,-8.51,0.76,partly-cloudy-day,365.4,0.0565,0.0415,0.02,snow,1029.6,Überwiegend bewölkt,-4.9,1610787600,0,10.93,252,3.05,1.62
11,-7.27,0.72,-8.35,0.74,partly-cloudy-day,363.9,0.0448,0.0339,0.02,snow,1029.2,Überwiegend bewölkt,-4.46,1610791200,1,12.046,168,2.99,1.75
12,-7.03,0.71,-7.88,0.74,partly-cloudy-day,361.5,0.0322,0.0253,0.02,snow,1028.4,Überwiegend bewölkt,-3.89,1610794800,1,13.609,1,3.15,2.03
13,-5.71,0.75,-7.0,0.72,partly-cloudy-day,357.0,0.0279,0.024,0.02,snow,1028.2,Überwiegend bewölkt,-2.67,1610798400,1,16.093,251,3.09,2.11
14,-4.96,0.78,-6.81,0.71,partly-cloudy-day,355.9,,0.0,0.0,,1027.2,Überwiegend bewölkt,-2.35,1610802000,1,16.093,341,2.63,1.83
15,-4.96,0.73,-6.75,0.72,partly-cloudy-day,353.5,0.0063,0.0055,0.02,snow,1026.8,Überwiegend bewölkt,-2.47,1610805600,0,16.093,195,2.63,1.74
16,-6.13,0.84,-7.07,0.78,partly-cloudy-day,352.0,0.01,0.0079,0.02,snow,1026.5,Überwiegend bewölkt,-3.85,1610809200,0,16.093,246,2.02,1.49
17,-7.2,0.84,-7.79,0.8,partly-cloudy-night,349.1,0.0116,0.0086,0.02,snow,1026.6,Überwiegend bewölkt,-4.82,1610812800,0,16.093,220,1.72,1.47
18,-8.33,0.83,-8.53,0.79,partly-cloudy-night,337.7,0.0149,0.0106,0.02,snow,1026.6,Überwiegend bewölkt,-5.5,1610816400,0,16.093,195,2.03,1.67
19,-8.72,0.83,-8.54,0.79,partly-cloudy-night,337.6,0.0114,0.0081,0.01,snow,1026.3,Überwiegend bewölkt,-5.51,1610820000,0,16.093,188,2.37,1.9
20,-8.47,0.85,-8.21,0.8,partly-cloudy-night,342.6,,0.0,0.0,,1025.7,Überwiegend bewölkt,-5.23,1610823600,0,16.093,186,2.4,1.94
21,-8.52,0.85,-8.18,0.8,partly-cloudy-night,345.0,,0.0,0.0,,1024.9,Überwiegend bewölkt,-5.28,1610827200,0,16.093,175,2.35,1.94
22,-8.67,0.85,-8.14,0.82,partly-cloudy-night,344.2,,0.0,0.0,,1024.4,Überwiegend bewölkt,-5.49,1610830800,0,16.093,172,2.3,1.88
23,-8.73,0.84,-8.19,0.83,partly-cloudy-night,340.2,,0.0,0.0,,1024.3,Überwiegend bewölkt,-5.72,1610834400,0,16.093,177,2.19,1.76
