,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.31,0.0,3.42,0.91,4.81,1556488800,0,10.003,270.0,,1.85
1,4.81,0.0,3.0,0.88,4.81,1556492400,0,10.003,210.0,,0.62
2,1.92,0.0,2.0,0.92,3.22,1556496000,0,10.003,276.0,,1.5
3,3.4,0.0,2.17,0.92,3.4,1556499600,0,10.003,313.0,,1.09
4,2.39,0.0,1.58,0.94,2.39,1556503200,0,10.003,230.0,,0.41
5,0.65,0.0,1.18,0.92,2.39,1556506800,0,10.003,312.0,,1.73
6,2.99,0.08,1.76,0.92,2.99,1556510400,0,10.003,287.0,,1.3
7,2.39,0.08,2.17,0.98,2.39,1556514000,0,10.003,210.0,,0.21
8,5.81,0.08,4.59,0.92,5.81,1556517600,1,10.003,191.0,,0.21
9,8.23,0.19,5.18,0.81,8.23,1556521200,2,10.003,,,0.0
10,8.89,0.52,5.59,0.75,9.81,1556524800,3,10.003,240.0,,2.09
11,12.22,0.19,5.18,0.62,12.22,1556528400,5,10.003,220.0,,1.5
12,13.23,0.33,3.83,0.53,13.23,1556532000,6,10.003,11.0,,3.6
13,14.22,0.66,3.59,0.49,14.22,1556535600,5,10.003,296.0,,3.19
14,15.22,0.77,4.17,0.48,15.22,1556539200,5,10.003,311.0,10.3,4.51
15,15.22,0.77,3.59,0.46,15.22,1556542800,4,10.003,292.0,,3.3
16,14.22,0.75,4.01,0.5,14.22,1556546400,3,10.003,326.0,,4.11
17,12.81,0.9,5.82,0.62,12.81,1556550000,2,10.003,294.0,,3.1
18,12.81,0.9,7.24,0.69,12.81,1556553600,1,10.003,248.0,,2.16
19,12.22,0.57,6.0,0.66,12.22,1556557200,0,10.003,6.0,,3.22
20,10.81,0.9,6.83,0.76,10.81,1556560800,0,10.003,303.0,,1.85
21,10.81,0.9,6.83,0.76,10.81,1556564400,0,10.003,300.0,,2.51
22,11.22,0.9,6.41,0.72,11.22,1556568000,0,10.003,358.0,,2.89
23,11.22,0.9,6.99,0.75,11.22,1556571600,0,10.003,31.0,,2.81
