,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,1.5,0.19,-2.61,0.68,2.65,1553209200,0,10.003,317,1.35
1,-0.82,0.19,-3.3,0.73,0.95,1553212800,0,10.003,306,1.6
2,0.64,0.19,-3.3,0.75,0.64,1553216400,0,10.003,290,1.0
3,-1.03,0.19,-3.99,0.8,-1.03,1553220000,0,10.003,262,0.85
4,-2.06,0.19,-4.99,0.8,-2.06,1553223600,0,10.003,300,0.69
5,-1.35,0.19,-3.3,0.87,-1.35,1553227200,0,10.003,197,0.65
6,-1.66,0.19,-3.61,0.87,-1.66,1553230800,0,10.003,36,0.5
7,-1.66,0.19,-3.61,0.87,-1.66,1553234400,0,10.003,41,0.31
8,0.71,0.19,-1.63,0.84,0.71,1553238000,1,10.003,96,0.5
9,1.92,0.19,-1.32,0.73,3.02,1553241600,1,10.003,73,1.35
10,4.9,0.44,-1.32,0.59,6.03,1553245200,3,10.003,60,1.69
11,7.22,0.44,-1.32,0.49,8.71,1553248800,3,10.003,80,2.6
12,11.02,0.75,-0.31,0.46,11.02,1553252400,4,10.003,200,1.0
13,12.71,0.75,0.69,0.44,12.71,1553256000,3,10.003,251,1.5
14,14.4,0.75,0.69,0.39,14.4,1553259600,3,10.003,270,1.0
15,15.4,0.75,-0.39,0.34,15.4,1553263200,2,10.003,87,2.09
16,15.71,0.75,-0.7,0.33,15.71,1553266800,1,10.003,0,0.5
17,15.02,0.75,0.01,0.36,15.02,1553270400,0,10.003,62,2.45
18,13.64,0.75,1.68,0.44,13.64,1553274000,0,10.003,74,2.6
19,10.26,0.75,1.68,0.55,10.26,1553277600,0,10.003,83,1.35
20,8.28,0.44,2.0,0.63,8.64,1553281200,0,10.003,79,1.35
21,7.33,0.19,0.99,0.64,7.33,1553284800,0,10.003,77,0.65
22,5.64,0.19,1.3,0.74,5.64,1553288400,0,10.003,278,1.0
23,3.22,0.19,1.3,0.79,4.64,1553292000,0,10.003,270,1.76
