,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.64,0.0,8.0,0.53,17.64,1561154400,0,10.003,10,,4.51
1,17.47,0.0,8.0,0.54,17.47,1561158000,0,10.003,25,,4.51
2,17.05,0.0,8.0,0.55,17.05,1561161600,0,10.003,20,,4.01
3,16.05,0.0,7.41,0.57,16.05,1561165200,0,10.003,20,,4.22
4,16.05,0.0,7.41,0.57,16.05,1561168800,0,10.003,15,,4.22
5,15.64,0.0,8.0,0.6,15.64,1561172400,0,10.003,24,,4.31
6,15.64,0.0,8.0,0.6,15.64,1561176000,0,10.003,24,,3.81
7,17.22,0.0,9.0,0.58,17.22,1561179600,0,10.003,24,,3.63
8,18.22,0.08,10.58,0.61,18.22,1561183200,1,10.003,28,,3.63
9,20.81,0.08,10.99,0.53,20.81,1561186800,3,10.003,38,,3.88
10,21.4,0.08,10.99,0.52,21.4,1561190400,4,10.003,62,7.7,4.8
11,22.81,0.08,12.0,0.51,22.81,1561194000,6,10.003,74,7.7,4.89
12,24.63,0.08,13.0,0.48,24.63,1561197600,8,10.003,52,,4.6
13,25.64,0.08,13.41,0.47,25.64,1561201200,8,10.003,66,7.7,3.81
14,26.64,0.29,13.0,0.43,26.64,1561204800,7,10.003,55,,4.77
15,26.81,0.44,13.0,0.42,26.81,1561208400,6,10.003,50,,3.92
16,28.23,0.44,12.41,0.38,28.23,1561212000,5,10.003,52,11.3,5.55
17,27.21,0.52,13.0,0.41,27.21,1561215600,4,10.003,41,,5.26
18,25.4,0.29,13.41,0.47,25.4,1561219200,2,10.003,90,10.49,7.11
19,20.46,0.75,15.82,0.75,20.4,1561222800,1,7.935,87,,5.54
20,19.96,0.77,16.41,0.81,19.81,1561226400,0,10.003,41,9.8,2.37
21,19.53,0.66,16.24,0.82,19.4,1561230000,0,10.003,338,,2.09
22,19.48,0.66,15.82,0.8,19.4,1561233600,0,10.003,341,,1.85
23,18.83,0.75,15.24,0.8,18.81,1561237200,0,10.003,13,,1.5
