,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,8.78,0.21,3.42,0.66,clear-night,340.0,0.0,0.0,,1021.8,Klar,9.49,1588888800,0,16.093,153,2.33,1.8
1,8.47,0.37,3.41,0.67,partly-cloudy-night,341.1,0.0,0.0,,1021.4,Leicht bewölkt,9.25,1588892400,0,16.093,156,2.38,1.83
2,8.19,0.54,3.36,0.68,partly-cloudy-night,341.7,0.0,0.0,,1021.0,Leicht bewölkt,9.01,1588896000,0,16.093,160,2.38,1.83
3,8.8,0.71,4.05,0.68,partly-cloudy-night,344.3,0.0,0.0,,1020.6,Überwiegend bewölkt,9.67,1588899600,0,16.093,162,2.55,2.01
4,8.24,0.88,3.63,0.69,cloudy,343.2,0.0,0.0,,1020.3,Stark bewölkt,9.08,1588903200,0,16.093,168,2.43,1.86
5,8.74,1.0,3.34,0.66,cloudy,342.2,0.0,0.0,,1019.9,Stark bewölkt,9.4,1588906800,0,16.093,176,2.29,1.72
6,10.11,1.0,3.15,0.62,cloudy,341.5,0.0,0.0,,1019.9,Stark bewölkt,10.11,1588910400,0,16.093,201,2.08,1.6
7,11.2,1.0,3.05,0.57,cloudy,341.0,0.0,0.0,,1019.7,Stark bewölkt,11.2,1588914000,0,16.093,227,1.85,1.52
8,12.81,0.98,3.21,0.52,cloudy,342.0,0.0,0.0,,1019.5,Stark bewölkt,12.81,1588917600,1,16.093,224,2.05,1.55
9,14.73,0.89,3.74,0.48,cloudy,342.3,0.0,0.0,,1019.3,Stark bewölkt,14.73,1588921200,2,16.093,140,2.32,1.68
10,17.05,0.76,4.64,0.44,partly-cloudy-day,342.6,0.0,0.0,,1019.0,Überwiegend bewölkt,17.05,1588924800,3,16.093,19,2.75,1.9
11,18.69,0.69,5.14,0.41,partly-cloudy-day,342.6,0.0072,0.01,rain,1018.5,Überwiegend bewölkt,18.69,1588928400,4,16.093,293,3.11,2.07
12,19.63,0.71,5.34,0.39,partly-cloudy-day,341.9,0.0,0.0,,1018.1,Überwiegend bewölkt,19.63,1588932000,4,16.093,281,3.34,2.14
13,20.22,0.77,5.57,0.38,partly-cloudy-day,340.8,0.0,0.0,,1018.0,Überwiegend bewölkt,20.22,1588935600,5,16.093,295,3.5,2.17
14,20.68,0.84,5.51,0.37,partly-cloudy-day,340.1,0.0,0.0,,1017.6,Überwiegend bewölkt,20.68,1588939200,4,16.093,314,3.49,2.18
15,21.42,0.9,6.17,0.37,cloudy,330.5,0.0,0.0,,1017.1,Stark bewölkt,21.42,1588942800,4,16.093,320,3.1,2.22
16,21.62,0.96,6.38,0.37,cloudy,331.6,0.0,0.0,,1016.6,Stark bewölkt,21.62,1588946400,3,16.093,331,2.77,2.19
17,20.74,1.0,6.9,0.41,cloudy,332.4,0.0,0.0,,1016.1,Stark bewölkt,20.74,1588950000,2,16.093,345,2.49,2.13
18,20.47,1.0,7.65,0.44,cloudy,331.9,0.0054,0.01,rain,1015.5,Stark bewölkt,20.47,1588953600,1,16.093,2,2.35,1.95
19,19.7,0.99,8.03,0.47,cloudy,331.1,0.0298,0.01,rain,1015.2,Stark bewölkt,19.7,1588957200,0,16.093,21,2.17,1.7
20,18.55,0.99,8.24,0.51,cloudy,332.7,0.0,0.0,,1015.6,Stark bewölkt,18.55,1588960800,0,16.093,28,2.05,1.5
21,17.12,0.99,8.3,0.56,cloudy,334.0,0.0054,0.01,rain,1015.5,Stark bewölkt,17.12,1588964400,0,16.093,47,1.85,1.35
22,15.55,1.0,8.26,0.62,cloudy,335.7,0.0154,0.01,rain,1015.4,Stark bewölkt,15.55,1588968000,0,16.093,72,1.76,1.24
23,14.34,1.0,7.92,0.65,cloudy,337.4,0.0274,0.02,rain,1015.5,Stark bewölkt,14.34,1588971600,0,16.093,93,1.75,1.17
