,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,9.81,,1.82,0.58,9.81,1557266400,0,,,
1,7.9,1.0,1.82,0.6,9.23,1557270000,0,10.003,75.0,2.51
2,7.03,1.0,2.41,0.64,8.81,1557273600,0,10.003,55.0,3.1
3,6.2,0.0,1.41,0.62,8.23,1557277200,0,10.003,55.0,3.3
4,5.87,0.44,1.41,0.64,7.81,1557280800,0,10.003,46.0,3.01
5,5.64,1.0,1.41,0.64,7.81,1557284400,0,10.003,72.0,3.39
6,5.87,0.0,1.41,0.64,7.81,1557288000,0,10.003,70.0,3.01
7,7.17,0.52,2.0,0.65,8.23,1557291600,0,10.003,82.0,1.96
8,7.5,0.62,3.0,0.67,8.81,1557295200,1,10.003,99.0,2.39
9,7.52,0.9,3.59,0.68,9.23,1557298800,2,10.003,140.0,3.1
10,7.29,0.9,5.0,0.78,8.64,1557302400,3,10.003,143.0,2.39
11,7.84,0.9,6.41,0.86,8.64,1557306000,4,8.998,170.0,1.75
12,9.23,0.9,8.0,0.9,9.64,1557309600,4,8.998,152.0,1.5
13,10.22,1.0,8.42,0.89,10.22,1557313200,4,9.177,147.0,2.15
14,12.22,1.0,9.99,0.86,12.22,1557316800,4,10.003,162.0,3.56
15,12.22,0.9,9.0,0.81,12.22,1557320400,4,10.003,166.0,3.9
16,12.22,1.0,9.99,0.86,12.22,1557324000,3,9.177,166.0,3.69
17,12.22,0.9,10.99,0.92,12.22,1557327600,2,10.003,166.0,3.9
18,12.22,0.9,10.99,0.92,12.22,1557331200,1,7.587,161.0,3.39
19,12.22,0.9,11.58,0.96,12.22,1557334800,1,9.414,154.0,4.47
20,11.63,0.75,9.99,0.9,11.63,1557338400,0,10.003,210.0,1.08
21,11.22,0.9,9.99,0.92,11.22,1557342000,0,10.003,220.0,4.22
22,11.22,0.9,9.99,0.92,11.22,1557345600,0,10.003,202.0,4.11
23,10.63,0.75,8.42,0.86,10.63,1557349200,0,10.003,216.0,4.19
