,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.18,0.9,-4.87,0.72,cloudy,303.3,,0.0,0.0,,1020.6,Stark bewölkt,-0.48,1610665200,0,16.093,54,7.13,3.11
1,-4.2,0.86,-5.42,0.71,partly-cloudy-night,304.1,,0.0,0.0,,1020.8,Überwiegend bewölkt,-0.74,1610668800,0,16.093,62,6.05,2.8
2,-3.93,0.93,-5.58,0.69,cloudy,305.2,,0.0,0.0,,1021.0,Stark bewölkt,-0.62,1610672400,0,16.093,51,5.54,2.66
3,-4.46,0.83,-5.89,0.7,partly-cloudy-night,307.2,,0.0,0.0,,1021.4,Überwiegend bewölkt,-1.05,1610676000,0,16.093,50,5.64,2.68
4,-4.9,0.82,-5.98,0.71,partly-cloudy-night,308.5,,0.0,0.0,,1021.8,Überwiegend bewölkt,-1.45,1610679600,0,16.093,50,5.53,2.66
5,-5.17,0.82,-6.02,0.73,partly-cloudy-night,310.9,,0.0,0.0,,1022.3,Überwiegend bewölkt,-1.75,1610683200,0,16.093,48,5.38,2.57
6,-5.34,0.79,-5.98,0.74,partly-cloudy-night,313.6,,0.0,0.0,,1022.2,Überwiegend bewölkt,-1.96,1610686800,0,16.093,44,5.2,2.5
7,-5.18,0.81,-6.04,0.71,partly-cloudy-night,310.9,,0.0,0.0,,1022.0,Überwiegend bewölkt,-1.52,1610690400,0,16.093,40,6.65,2.85
8,-5.02,0.7,-6.18,0.7,partly-cloudy-night,312.6,,0.0,0.0,,1022.8,Überwiegend bewölkt,-1.39,1610694000,0,16.093,37,6.67,2.84
9,-4.58,0.44,-5.96,0.69,partly-cloudy-day,315.0,,0.0,0.0,,1024.3,Leicht bewölkt,-1.01,1610697600,0,16.093,34,6.6,2.85
10,-4.08,0.37,-5.58,0.68,partly-cloudy-day,320.0,,0.0,0.0,,1025.1,Leicht bewölkt,-0.46,1610701200,0,16.093,34,6.6,3.02
11,-3.1,0.32,-5.22,0.66,partly-cloudy-day,327.0,,0.0,0.0,,1025.6,Leicht bewölkt,0.35,1610704800,1,16.093,34,6.25,3.01
12,-1.94,0.42,-4.32,0.66,partly-cloudy-day,326.9,,0.0,0.0,,1025.7,Leicht bewölkt,1.24,1610708400,1,16.093,32,5.69,2.92
13,-0.18,0.63,-3.75,0.63,partly-cloudy-day,320.3,,0.0,0.0,,1026.4,Überwiegend bewölkt,2.62,1610712000,1,16.093,28,5.5,2.79
14,-0.18,0.51,-3.65,0.64,partly-cloudy-day,324.2,,0.0,0.0,,1026.3,Leicht bewölkt,2.37,1610715600,1,16.093,16,5.49,2.46
15,-0.24,0.47,-3.64,0.65,partly-cloudy-day,329.8,,0.0,0.0,,1026.4,Leicht bewölkt,2.31,1610719200,0,16.093,11,5.44,2.46
16,-0.13,0.31,-3.69,0.66,partly-cloudy-day,333.7,,0.0,0.0,,1026.8,Leicht bewölkt,1.98,1610722800,0,16.093,7,5.19,1.98
17,-0.87,0.52,-3.9,0.69,partly-cloudy-night,335.0,,0.0,0.0,,1027.6,Leicht bewölkt,1.24,1610726400,0,16.093,2,3.49,1.88
18,-1.22,0.59,-3.88,0.7,partly-cloudy-night,339.1,0.0133,0.029,0.03,snow,1027.8,Leicht bewölkt,0.97,1610730000,0,16.093,353,4.08,1.91
19,-1.08,0.61,-3.56,0.72,partly-cloudy-night,335.3,,0.015,0.02,rain,1028.4,Überwiegend bewölkt,0.9,1610733600,0,16.093,354,3.31,1.74
20,-1.32,0.6,-4.12,0.71,partly-cloudy-night,338.0,,0.0,0.0,,1028.8,Überwiegend bewölkt,0.52,1610737200,0,16.093,323,2.55,1.61
21,-2.0,0.44,-4.66,0.71,partly-cloudy-night,340.7,,0.0,0.0,,1028.9,Leicht bewölkt,0.04,1610740800,0,16.093,307,2.99,1.7
22,-2.7,0.49,-4.97,0.71,partly-cloudy-night,342.3,,0.0,0.0,,1029.2,Leicht bewölkt,-0.37,1610744400,0,16.093,315,4.12,1.86
23,-3.01,0.5,-5.37,0.71,partly-cloudy-night,343.7,,0.0,0.0,,1029.2,Leicht bewölkt,-0.72,1610748000,0,16.093,318,4.35,1.79
