,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-5.83,0.01,-5.7,0.83,clear-night,328.3,0,0,1028.3,Klar,-3.16,1579820400,0,16.093,165,2.33,1.79
1,-5.86,0.23,-6.22,0.8,clear-night,327.9,0,0,1028.2,Klar,-3.29,1579824000,0,16.093,177,2.3,1.71
2,-4.92,0.2,-5.95,0.78,clear-night,325.7,0,0,1028.1,Klar,-2.67,1579827600,0,16.093,183,2.2,1.56
3,-5.2,0.07,-6.92,0.75,clear-night,326.7,0,0,1026.9,Klar,-3.08,1579831200,0,16.093,193,1.74,1.46
4,-5.53,0.12,-7.79,0.72,clear-night,327.4,0,0,1026.5,Klar,-3.52,1579834800,0,16.093,197,1.44,1.37
5,-5.9,0.0,-8.36,0.71,clear-night,327.3,0,0,1026.3,Klar,-3.84,1579838400,0,16.093,194,1.43,1.38
6,-6.02,0.0,-8.65,0.7,clear-night,326.8,0,0,1027.1,Klar,-3.89,1579842000,0,16.093,187,1.52,1.4
7,-5.52,0.0,-8.47,0.68,clear-night,326.1,0,0,1027.3,Klar,-3.37,1579845600,0,16.093,184,1.61,1.46
8,-5.36,0.0,-8.39,0.67,clear-night,324.8,0,0,1027.2,Klar,-3.22,1579849200,0,16.093,187,1.62,1.46
9,-4.51,0.0,-7.02,0.71,clear-day,322.7,0,0,1026.8,Klar,-2.41,1579852800,0,16.093,190,1.65,1.51
10,-2.6,0.0,-5.53,0.7,clear-day,321.2,0,0,1026.6,Klar,-0.72,1579856400,0,16.093,190,1.8,1.52
11,0.39,0.0,-3.31,0.69,clear-day,321.7,0,0,1026.2,Klar,1.71,1579860000,1,16.093,200,2.08,1.38
12,4.81,0.0,-0.77,0.67,clear-day,322.8,0,0,1025.5,Klar,4.81,1579863600,1,16.093,216,2.55,1.23
13,6.98,0.0,0.89,0.65,clear-day,322.4,0,0,1024.6,Klar,6.98,1579867200,1,16.093,223,2.69,1.05
14,7.47,0.02,1.76,0.67,clear-day,311.7,0,0,1024.3,Klar,7.47,1579870800,1,16.093,214,1.74,0.79
15,6.92,0.05,1.94,0.71,clear-day,308.1,0,0,1023.9,Klar,6.92,1579874400,0,16.093,242,1.08,0.63
16,4.85,0.07,1.51,0.79,clear-day,304.9,0,0,1023.5,Klar,4.85,1579878000,0,16.093,212,0.73,0.63
17,3.77,0.06,1.12,0.83,clear-day,302.4,0,0,1023.5,Klar,3.77,1579881600,0,16.093,190,0.84,0.74
18,2.56,0.03,0.23,0.85,clear-night,300.5,0,0,1024.0,Klar,2.56,1579885200,0,16.093,168,1.15,0.86
19,1.69,0.08,-0.68,0.84,clear-night,297.9,0,0,1024.3,Klar,1.69,1579888800,0,16.093,166,1.32,1.01
20,1.39,0.32,-0.99,0.84,partly-cloudy-night,297.7,0,0,1024.3,Leicht bewölkt,1.39,1579892400,0,16.093,176,1.29,1.0
21,1.44,0.63,-0.84,0.85,partly-cloudy-night,298.4,0,0,1024.4,Überwiegend bewölkt,1.44,1579896000,0,16.093,177,1.16,1.01
22,1.41,0.69,-0.88,0.85,partly-cloudy-night,298.8,0,0,1024.4,Überwiegend bewölkt,1.41,1579899600,0,16.093,188,1.12,0.92
23,1.59,0.71,-1.05,0.83,partly-cloudy-night,298.5,0,0,1024.2,Überwiegend bewölkt,1.59,1579903200,0,16.093,197,1.31,0.97
