,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.55,0.9,-2.17,0.84,0.24,1548457200,0,7.025,209,,4.88
1,-3.72,0.9,-3.35,0.74,0.81,1548460800,0,7.054,213,,4.68
2,-4.05,0.9,-2.33,0.8,0.81,1548464400,0,7.77,220,,5.26
3,-3.77,1.0,-1.17,0.87,0.81,1548468000,0,7.479,220,,4.77
4,-3.34,1.0,-0.59,0.88,1.21,1548471600,0,9.177,231,,4.89
5,-2.84,1.0,-0.59,0.84,1.8,1548475200,0,10.003,233,,5.35
6,-2.51,1.0,-0.59,0.82,2.22,1548478800,0,10.003,232,10.3,5.75
7,-2.37,1.0,-0.19,0.84,2.22,1548482400,0,10.003,235,,5.45
8,-2.38,1.0,-0.19,0.84,2.22,1548486000,0,10.003,225,,5.47
9,-0.94,0.9,0.42,0.84,2.81,1548489600,0,10.003,213,,4.18
10,-0.83,0.9,0.42,0.82,3.22,1548493200,0,10.003,231,,4.89
11,0.2,0.9,1.41,0.82,4.23,1548496800,1,10.003,226,,5.38
12,-0.09,0.9,1.41,0.82,4.23,1548500400,1,10.003,230,,6.04
13,1.02,0.9,1.41,0.79,4.81,1548504000,1,10.003,222,,5.18
14,1.59,0.9,2.0,0.79,5.4,1548507600,1,10.003,228,,5.55
15,2.31,0.9,1.82,0.76,5.81,1548511200,0,10.003,216,,5.09
16,1.71,0.9,1.82,0.79,5.22,1548514800,0,8.759,228,,4.8
17,0.39,0.9,1.41,0.82,4.23,1548518400,0,10.003,219,,4.97
18,0.03,0.9,1.82,0.84,4.23,1548522000,0,10.003,215,,5.76
19,0.96,0.9,1.82,0.84,4.23,1548525600,0,10.003,204,,3.92
20,1.28,0.9,1.82,0.84,4.23,1548529200,0,9.587,195,,3.43
21,0.32,0.9,1.82,0.88,3.64,1548532800,0,9.177,191,,3.79
22,0.86,0.9,1.41,0.82,4.23,1548536400,0,10.003,194,,4.09
23,1.28,0.9,1.82,0.84,4.23,1548540000,0,10.003,186,,3.43
