,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,0.88,0.65,-5.29,0.63,partly-cloudy-night,330.3,0,0,1037.5,Überwiegend bewölkt,0.88,1579734000,0,16.093,35,2.3,1.13
1,0.72,0.64,-4.73,0.67,partly-cloudy-night,331.2,0,0,1037.5,Überwiegend bewölkt,0.72,1579737600,0,16.093,36,2.14,1.21
2,0.59,0.63,-3.21,0.76,partly-cloudy-night,321.3,0,0,1037.4,Überwiegend bewölkt,0.59,1579741200,0,16.093,37,1.83,1.12
3,-1.58,0.52,-3.23,0.78,partly-cloudy-night,320.0,0,0,1036.7,Leicht bewölkt,0.17,1579744800,0,16.093,42,3.11,1.51
4,-1.89,0.49,-3.27,0.76,partly-cloudy-night,319.2,0,0,1036.0,Leicht bewölkt,0.39,1579748400,0,16.093,47,4.13,1.91
5,-2.29,0.4,-3.1,0.78,partly-cloudy-night,319.5,0,0,1035.6,Leicht bewölkt,0.21,1579752000,0,16.093,47,4.56,2.06
6,-2.35,0.32,-2.71,0.81,partly-cloudy-night,320.4,0,0,1035.0,Leicht bewölkt,0.23,1579755600,0,16.093,48,4.73,2.14
7,-2.3,0.44,-2.53,0.81,partly-cloudy-night,320.4,0,0,1034.7,Leicht bewölkt,0.36,1579759200,0,16.093,45,4.87,2.22
8,-2.26,0.55,-2.31,0.82,partly-cloudy-night,315.6,0,0,1034.7,Leicht bewölkt,0.38,1579762800,0,16.093,47,5.23,2.21
9,-2.37,0.5,-2.56,0.8,partly-cloudy-day,313.6,0,0,1034.4,Leicht bewölkt,0.41,1579766400,0,16.093,54,5.23,2.34
10,-1.87,0.42,-2.25,0.79,partly-cloudy-day,311.7,0,0,1034.1,Leicht bewölkt,0.96,1579770000,0,16.093,60,5.16,2.49
11,-0.74,0.41,-1.9,0.75,partly-cloudy-day,309.9,0,0,1033.7,Leicht bewölkt,2.06,1579773600,1,16.093,64,5.0,2.67
12,0.59,0.28,-1.68,0.7,clear-day,307.9,0,0,1033.1,Klar,3.32,1579777200,1,16.093,60,4.77,2.87
13,2.09,0.09,-1.57,0.64,clear-day,306.0,0,0,1032.4,Klar,4.63,1579780800,1,16.093,58,4.65,2.96
14,3.05,0.06,-1.38,0.62,clear-day,313.0,0,0,1031.4,Klar,5.31,1579784400,1,16.093,56,4.25,2.77
15,3.64,0.05,-1.41,0.6,clear-day,310.3,0,0,1030.4,Klar,5.71,1579788000,0,16.093,59,4.52,2.63
16,1.76,0.05,-1.21,0.69,clear-day,307.3,0,0,1029.6,Klar,4.03,1579791600,0,16.093,60,4.75,2.49
17,1.1,0.02,-1.32,0.72,clear-night,302.7,0,0,1029.3,Klar,3.23,1579795200,0,16.093,56,4.97,2.19
18,-0.2,0.0,-1.67,0.77,clear-night,297.5,0,0,1029.2,Klar,1.99,1579798800,0,16.093,57,5.15,2.05
19,-0.92,0.04,-2.27,0.78,clear-night,292.3,0,0,1029.3,Klar,1.09,1579802400,0,16.093,48,4.77,1.79
20,-1.27,0.06,-2.82,0.77,clear-night,295.4,0,0,1029.0,Klar,0.71,1579806000,0,16.093,50,4.03,1.72
21,-1.42,0.06,-3.21,0.76,clear-night,302.0,0,0,1028.6,Klar,0.53,1579809600,0,16.093,54,2.98,1.68
22,-1.31,0.06,-3.79,0.74,clear-night,307.4,0,0,1028.3,Klar,0.31,1579813200,0,16.093,53,2.13,1.45
23,0.01,0.06,-4.31,0.73,clear-night,310.2,0,0,1028.0,Klar,0.01,1579816800,0,16.093,50,1.7,1.21
