,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.26,0.0,3.07,0.89,clear-night,291.7,0,0,1020.2,Klar,4.73,1613948400,0,16.093,170,1.88,1.81
1,2.74,0.01,2.62,0.89,clear-night,292.5,0,0,1020.1,Klar,4.31,1613952000,0,16.093,184,1.94,1.84
2,2.9,0.07,2.15,0.86,clear-night,292.1,0,0,1020.4,Klar,4.35,1613955600,0,16.093,183,1.94,1.74
3,2.13,0.09,1.66,0.85,clear-night,291.3,0,0,1020.6,Klar,3.91,1613959200,0,16.093,187,2.04,1.97
4,1.22,0.08,1.23,0.86,clear-night,290.6,0,0,1021.2,Klar,3.3,1613962800,0,16.093,193,2.17,2.16
5,0.31,0.03,0.39,0.84,clear-night,292.1,0,0,1021.9,Klar,2.75,1613966400,0,16.093,192,2.56,2.42
6,-0.31,0.05,-0.39,0.83,clear-night,290.8,0,0,1021.7,Klar,2.13,1613970000,0,16.093,199,2.45,2.31
7,0.75,0.04,-0.59,0.78,clear-night,288.9,0,0,1022.1,Klar,2.9,1613973600,0,16.093,205,2.35,2.17
8,0.33,0.05,-0.37,0.82,clear-day,288.7,0,0,1022.7,Klar,2.47,1613977200,0,16.093,199,2.53,2.08
9,3.09,0.04,0.94,0.76,clear-day,291.2,0,0,1022.9,Klar,4.78,1613980800,1,16.093,185,2.78,2.02
10,7.02,0.0,1.81,0.64,clear-day,292.4,0,0,1022.8,Klar,8.11,1613984400,1,16.093,180,2.96,1.97
11,11.33,0.0,2.37,0.54,clear-day,293.7,0,0,1022.8,Klar,11.33,1613988000,2,16.093,181,3.26,1.9
12,13.84,0.09,2.9,0.48,clear-day,292.4,0,0,1022.9,Klar,13.84,1613991600,3,16.093,177,3.67,1.94
13,15.63,0.18,3.51,0.44,clear-day,289.6,0,0,1022.4,Klar,15.63,1613995200,3,16.093,185,2.87,1.69
14,16.59,0.6,4.96,0.46,partly-cloudy-day,285.5,0,0,1022.5,Überwiegend bewölkt,16.59,1613998800,2,16.093,145,3.31,1.96
15,16.56,0.73,5.39,0.48,partly-cloudy-day,283.2,0,0,1022.7,Überwiegend bewölkt,16.56,1614002400,1,16.093,145,4.17,2.14
16,14.33,0.45,5.27,0.54,partly-cloudy-day,282.8,0,0,1023.1,Leicht bewölkt,14.33,1614006000,1,16.093,149,3.7,2.11
17,13.27,0.37,4.35,0.55,partly-cloudy-day,282.7,0,0,1023.9,Leicht bewölkt,13.27,1614009600,0,16.093,152,3.32,2.03
18,10.82,0.44,3.46,0.6,partly-cloudy-night,280.8,0,0,1025.0,Leicht bewölkt,10.82,1614013200,0,16.093,162,2.78,1.9
19,8.57,0.49,2.36,0.63,partly-cloudy-night,278.8,0,0,1026.6,Leicht bewölkt,9.12,1614016800,0,16.093,157,1.84,1.57
20,7.61,0.6,2.15,0.66,partly-cloudy-night,279.4,0,0,1027.3,Überwiegend bewölkt,8.21,1614020400,0,16.093,165,1.6,1.5
21,6.85,0.64,1.85,0.67,partly-cloudy-night,281.7,0,0,1028.0,Überwiegend bewölkt,7.67,1614024000,0,16.093,173,1.78,1.62
22,6.11,0.61,1.61,0.68,partly-cloudy-night,283.4,0,0,1028.6,Überwiegend bewölkt,7.05,1614027600,0,16.093,184,1.85,1.66
23,5.53,0.68,1.3,0.69,partly-cloudy-night,283.9,0,0,1029.4,Überwiegend bewölkt,6.5,1614031200,0,16.093,181,1.81,1.61
