,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-2.52,0.96,-1.77,0.85,cloudy,310.9,0.0205,0.0345,0.06,snow,1006.4,Stark bewölkt,0.5,1609455600,0,16.093,199,5.08,2.59
1,-2.65,0.93,-1.96,0.86,cloudy,312.1,0.0116,0.0174,0.04,snow,1006.3,Stark bewölkt,0.16,1609459200,0,16.093,203,3.94,2.32
2,-2.55,0.99,-1.58,0.87,cloudy,313.0,0.0133,0.0207,0.06,snow,1006.5,Stark bewölkt,0.26,1609462800,0,16.093,214,3.39,2.35
3,-1.97,0.99,-1.93,0.86,cloudy,313.5,0.032,0.0435,0.07,snow,1006.6,Stark bewölkt,0.19,1609466400,0,16.093,229,2.75,1.8
4,-1.43,0.99,-2.03,0.85,cloudy,314.7,0.1075,0.1455,0.12,snow,1006.7,Stark bewölkt,0.15,1609470000,0,15.768,233,2.5,1.4
5,0.0,0.99,-2.21,0.85,cloudy,316.0,0.2368,0.3093,0.19,snow,1006.9,Stark bewölkt,0.0,1609473600,0,11.377,236,1.93,1.15
6,-0.17,0.99,-2.16,0.86,cloudy,317.4,0.1992,0.248,0.19,snow,1007.3,Stark bewölkt,-0.17,1609477200,0,6.465,234,1.3,0.98
7,-0.2,0.98,-1.96,0.88,fog,319.2,0.134,0.164,0.17,snow,1007.8,Nebel,-0.2,1609480800,0,2.781,213,0.99,0.9
8,-0.26,0.97,-1.73,0.9,fog,321.4,0.1505,0.1795,0.18,snow,1008.5,Nebel,-0.26,1609484400,0,2.001,164,1.08,0.92
9,-0.09,0.99,-1.58,0.9,fog,323.4,0.0962,0.1159,0.14,snow,1009.1,Nebel,-0.09,1609488000,0,0.687,19,1.11,0.93
10,-0.04,1.0,-1.85,0.88,fog,325.8,0.0617,0.073,0.12,snow,1009.6,Nebel,-0.04,1609491600,0,0.423,302,1.29,1.0
11,0.31,1.0,-2.03,0.84,fog,328.3,0.0478,0.059,0.15,snow,1009.7,Nebel,0.31,1609495200,0,1.145,294,1.39,1.03
12,0.89,1.0,-1.74,0.83,fog,330.8,0.0351,0.048,0.19,snow,1009.5,Nebel,0.89,1609498800,1,2.33,345,1.46,1.04
13,0.64,1.0,-1.69,0.84,cloudy,333.2,0.0297,0.0377,0.22,snow,1009.4,Stark bewölkt,0.64,1609502400,1,3.308,348,1.54,1.09
14,0.85,1.0,-1.57,0.84,cloudy,335.2,0.0231,0.0308,0.22,snow,1009.5,Stark bewölkt,0.85,1609506000,0,3.598,345,1.72,1.34
15,0.67,0.99,-1.52,0.85,fog,340.4,0.0119,0.0162,0.21,snow,1009.8,Nebel,0.67,1609509600,0,3.075,350,1.94,1.32
16,0.38,0.99,-1.65,0.86,fog,341.7,0.0181,0.0237,0.18,snow,1010.2,Nebel,0.38,1609513200,0,3.21,355,2.1,1.3
17,-0.06,0.98,-1.98,0.87,cloudy,343.6,0.0171,0.0204,0.15,snow,1010.6,Stark bewölkt,-0.06,1609516800,0,4.248,357,2.26,1.29
18,-0.36,1.0,-2.19,0.87,cloudy,345.4,0.0157,0.018,0.08,snow,1011.1,Stark bewölkt,-0.36,1609520400,0,5.813,355,2.42,1.3
19,-0.26,0.99,-2.04,0.88,cloudy,346.5,0.0124,0.0147,0.05,snow,1011.2,Stark bewölkt,-0.26,1609524000,0,7.495,357,2.43,1.28
20,-0.33,1.0,-2.16,0.87,cloudy,346.3,0.0083,0.0098,0.04,snow,1011.5,Stark bewölkt,-0.33,1609527600,0,9.987,4,2.17,1.23
21,-0.45,0.97,-2.58,0.86,cloudy,344.4,0.0048,0.0056,0.04,snow,1012.0,Stark bewölkt,-0.45,1609531200,0,14.931,22,1.67,1.11
22,-0.68,0.96,-3.02,0.84,cloudy,343.4,0.0055,0.0061,0.03,snow,1012.5,Stark bewölkt,-0.68,1609534800,0,16.093,31,1.25,1.0
23,-0.9,0.97,-3.31,0.84,cloudy,343.2,0.0049,0.0052,0.02,snow,1012.6,Stark bewölkt,-0.9,1609538400,0,16.093,31,1.26,1.0
