,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,6.22,0.0,1.41,0.64,7.81,1557698400,0,10.003,5,,2.51
1,5.36,0.0,1.41,0.65,7.64,1557702000,0,10.003,5,,3.52
2,5.29,0.0,1.41,0.65,7.64,1557705600,0,10.003,2,,3.63
3,5.29,0.0,0.99,0.63,7.64,1557709200,0,10.003,11,,3.63
4,4.54,0.0,0.42,0.62,7.22,1557712800,0,10.003,19,,4.09
5,3.11,0.0,0.42,0.69,5.64,1557716400,0,10.003,35,,3.24
6,2.59,0.0,-0.59,0.64,5.64,1557720000,0,10.003,8,,4.09
7,3.95,0.0,-0.59,0.6,6.63,1557723600,0,10.003,13,,3.86
8,5.53,0.0,0.01,0.56,8.23,1557727200,1,10.003,25,,4.62
9,10.4,0.0,0.42,0.5,10.4,1557730800,2,10.003,16,,4.2
10,10.4,0.08,-1.34,0.44,10.4,1557734400,4,10.003,48,,5.7
11,11.81,0.08,-1.17,0.41,11.81,1557738000,6,10.003,26,,5.26
12,13.23,0.08,-2.33,0.34,13.23,1557741600,7,10.003,41,8.8,5.91
13,14.81,0.0,-3.35,0.28,14.81,1557745200,8,10.003,54,10.33,6.7
14,15.22,0.0,-5.75,0.23,15.22,1557748800,8,10.003,7,,5.21
15,15.81,0.0,-4.75,0.24,15.81,1557752400,7,10.003,26,9.8,5.29
16,16.22,0.0,-3.4,0.26,16.22,1557756000,5,10.003,18,8.21,5.29
17,16.22,0.0,-2.58,0.27,16.22,1557759600,3,10.003,36,10.33,7.08
18,16.22,0.0,-2.0,0.29,16.22,1557763200,2,10.003,20,7.7,5.47
19,16.22,0.0,-2.58,0.27,16.22,1557766800,1,10.003,38,8.8,6.5
20,15.22,0.0,-2.0,0.31,15.22,1557770400,0,10.003,24,,5.29
21,13.64,0.0,-1.59,0.35,13.64,1557774000,0,10.003,20,,2.99
22,12.05,0.0,-1.59,0.39,12.05,1557777600,0,10.003,20,,1.7
23,10.22,0.0,-0.76,0.46,10.22,1557781200,0,10.003,12,,2.37
